time_utc,time_msc,bid,ask,last,volume,flags
2026-08-18T10:38:00.401000+00:00,1787049480401,115.116,115.127,0.0,0,130
2026-08-18T10:38:01.437000+00:00,1787049481437,115.117,115.128,0.0,0,134
2026-08-18T10:38:06.600000+00:00,1787049486600,115.118,115.129,0.0,0,134
2026-08-18T10:38:07.264000+00:00,1787049487264,115.119,115.13,0.0,0,134
2026-08-18T10:38:08.511000+00:00,1787049488511,115.12,115.131,0.0,0,134
2026-08-18T10:38:12.582000+00:00,1787049492582,115.119,115.13,0.0,0,134
2026-08-18T10:38:13.640000+00:00,1787049493640,115.12,115.131,0.0,0,134
2026-08-18T10:38:19.297000+00:00,1787049499297,115.119,115.13,0.0,0,134
2026-08-18T10:38:20.299000+00:00,1787049500299,115.118,115.129,0.0,0,134
2026-08-18T10:38:22.794000+00:00,1787049502794,115.116,115.127,0.0,0,134
2026-08-18T10:38:23.014000+00:00,1787049503014,115.114,115.125,0.0,0,134
2026-08-18T10:38:25.342000+00:00,1787049505342,115.113,115.124,0.0,0,134
2026-08-18T10:38:26.347000+00:00,1787049506347,115.112,115.123,0.0,0,134
2026-08-18T10:38:32.970000+00:00,1787049512970,115.113,115.124,0.0,0,134
2026-08-18T10:38:34.980000+00:00,1787049514980,115.112,115.123,0.0,0,134
2026-08-18T10:38:35.981000+00:00,1787049515981,115.111,115.122,0.0,0,134
2026-08-18T10:38:37.138000+00:00,1787049517138,115.112,115.123,0.0,0,134
2026-08-18T10:38:37.708000+00:00,1787049517708,115.111,115.122,0.0,0,134
2026-08-18T10:38:39.741000+00:00,1787049519741,115.112,115.123,0.0,0,134
2026-08-18T10:38:43.888000+00:00,1787049523888,115.111,115.122,0.0,0,134
2026-08-18T10:38:46.788000+00:00,1787049526788,115.113,115.124,0.0,0,134
2026-08-18T10:38:51.125000+00:00,1787049531125,115.112,115.123,0.0,0,134
2026-08-18T10:38:54.278000+00:00,1787049534278,115.11,115.121,0.0,0,134
2026-08-18T10:38:54.341000+00:00,1787049534341,115.108,115.119,0.0,0,134
2026-08-18T10:38:55.271000+00:00,1787049535271,115.107,115.118,0.0,0,134
2026-08-18T10:38:57.713000+00:00,1787049537713,115.106,115.117,0.0,0,134
2026-08-18T10:39:00.019000+00:00,1787049540019,115.107,115.118,0.0,0,134
2026-08-18T10:39:01.790000+00:00,1787049541790,115.109,115.12,0.0,0,134
2026-08-18T10:39:03.886000+00:00,1787049543886,115.11,115.121,0.0,0,134
2026-08-18T10:39:05.043000+00:00,1787049545043,115.109,115.12,0.0,0,134
2026-08-18T10:39:05.571000+00:00,1787049545571,115.111,115.122,0.0,0,134
2026-08-18T10:39:07.691000+00:00,1787049547691,115.11,115.121,0.0,0,134
