time_utc,time_msc,bid,ask,last,volume,flags
2026-08-18T10:28:00.446000+00:00,1787048880446,0.58797,0.58811,0.0,0,130
2026-08-18T10:28:01.479000+00:00,1787048881479,0.58798,0.58812,0.0,0,134
2026-08-18T10:28:02.487000+00:00,1787048882487,0.58799,0.58813,0.0,0,134
2026-08-18T10:28:08.139000+00:00,1787048888139,0.58798,0.58812,0.0,0,134
2026-08-18T10:28:17.391000+00:00,1787048897391,0.588,0.58814,0.0,0,134
2026-08-18T10:28:23.547000+00:00,1787048903547,0.58799,0.58813,0.0,0,134
2026-08-18T10:28:26.852000+00:00,1787048906852,0.58801,0.58815,0.0,0,134
2026-08-18T10:28:27.935000+00:00,1787048907935,0.58802,0.58816,0.0,0,134
2026-08-18T10:28:30.086000+00:00,1787048910086,0.58801,0.58815,0.0,0,134
2026-08-18T10:28:30.972000+00:00,1787048910972,0.58803,0.58817,0.0,0,134
2026-08-18T10:28:32.072000+00:00,1787048912072,0.58804,0.58818,0.0,0,134
2026-08-18T10:28:40.596000+00:00,1787048920596,0.58806,0.5882,0.0,0,134
2026-08-18T10:28:41.962000+00:00,1787048921962,0.58807,0.58821,0.0,0,134
2026-08-18T10:28:49.236000+00:00,1787048929236,0.58808,0.58822,0.0,0,134
2026-08-18T10:28:57.991000+00:00,1787048937991,0.58807,0.58821,0.0,0,134
2026-08-18T10:29:00.092000+00:00,1787048940092,0.58807,0.58821,0.0,0,130
2026-08-18T10:29:01.114000+00:00,1787048941114,0.58806,0.5882,0.0,0,134
2026-08-18T10:29:08.456000+00:00,1787048948456,0.58808,0.58822,0.0,0,134
2026-08-18T10:29:13.805000+00:00,1787048953805,0.58809,0.58823,0.0,0,134
2026-08-18T10:29:15.410000+00:00,1787048955410,0.58808,0.58822,0.0,0,134
2026-08-18T10:29:16.755000+00:00,1787048956755,0.58807,0.58821,0.0,0,134
2026-08-18T10:29:23.160000+00:00,1787048963160,0.58806,0.5882,0.0,0,134
2026-08-18T10:29:27.326000+00:00,1787048967326,0.58807,0.58821,0.0,0,134
2026-08-18T10:30:00.070000+00:00,1787049000070,0.58807,0.58821,0.0,0,130
2026-08-18T10:30:02.686000+00:00,1787049002686,0.58806,0.5882,0.0,0,134
2026-08-18T10:30:05.741000+00:00,1787049005741,0.58805,0.58819,0.0,0,134
2026-08-18T10:30:11.541000+00:00,1787049011541,0.58806,0.5882,0.0,0,134
2026-08-18T10:30:15.059000+00:00,1787049015059,0.58805,0.58819,0.0,0,134
2026-08-18T10:30:16.337000+00:00,1787049016337,0.58806,0.5882,0.0,0,134
2026-08-18T10:30:17.258000+00:00,1787049017258,0.58808,0.58822,0.0,0,134
2026-08-18T10:30:28.691000+00:00,1787049028691,0.58807,0.58821,0.0,0,134
2026-08-18T10:30:30.145000+00:00,1787049030145,0.58806,0.5882,0.0,0,134
2026-08-18T10:30:31.250000+00:00,1787049031250,0.58807,0.58821,0.0,0,134
2026-08-18T10:30:51.158000+00:00,1787049051158,0.58808,0.58822,0.0,0,134
2026-08-18T10:30:53.962000+00:00,1787049053962,0.58807,0.58821,0.0,0,134
2026-08-18T10:31:00.854000+00:00,1787049060854,0.58806,0.5882,0.0,0,134
2026-08-18T10:31:01.948000+00:00,1787049061948,0.58807,0.58821,0.0,0,134
2026-08-18T10:31:09.181000+00:00,1787049069181,0.58808,0.58822,0.0,0,134
2026-08-18T10:31:11.768000+00:00,1787049071768,0.58807,0.58821,0.0,0,134
2026-08-18T10:31:16.412000+00:00,1787049076412,0.58808,0.58822,0.0,0,134
2026-08-18T10:31:19.195000+00:00,1787049079195,0.58809,0.58823,0.0,0,134
2026-08-18T10:31:27.079000+00:00,1787049087079,0.58808,0.58822,0.0,0,134
2026-08-18T10:31:33.378000+00:00,1787049093378,0.58806,0.5882,0.0,0,134
2026-08-18T10:31:40.756000+00:00,1787049100756,0.58805,0.58819,0.0,0,134
