time_utc,time_msc,bid,ask,last,volume,flags
2026-08-19T08:03:00.980000+00:00,1787126580980,1.35542,1.35552,0.0,0,6
2026-08-19T08:03:02.499000+00:00,1787126582499,1.35545,1.35555,0.0,0,6
2026-08-19T08:03:03.956000+00:00,1787126583956,1.3554300000000001,1.35553,0.0,0,6
2026-08-19T08:03:06.377000+00:00,1787126586377,1.35544,1.35554,0.0,0,6
2026-08-19T08:03:07.180000+00:00,1787126587180,1.3554599999999999,1.35556,0.0,0,6
2026-08-19T08:03:11.198000+00:00,1787126591198,1.35545,1.35555,0.0,0,6
2026-08-19T08:03:12.232000+00:00,1787126592232,1.3554300000000001,1.35553,0.0,0,6
2026-08-19T08:03:13.471000+00:00,1787126593471,1.35544,1.35554,0.0,0,6
2026-08-19T08:03:14.292000+00:00,1787126594292,1.35541,1.35551,0.0,0,6
2026-08-19T08:03:15.358000+00:00,1787126595358,1.35542,1.35552,0.0,0,6
2026-08-19T08:03:17.035000+00:00,1787126597035,1.3554300000000001,1.35553,0.0,0,6
2026-08-19T08:03:21.153000+00:00,1787126601153,1.35545,1.35555,0.0,0,6
2026-08-19T08:03:23.670000+00:00,1787126603670,1.35544,1.35554,0.0,0,6
2026-08-19T08:03:26.120000+00:00,1787126606120,1.35545,1.35555,0.0,0,6
2026-08-19T08:03:40.500000+00:00,1787126620500,1.35542,1.35552,0.0,0,6
2026-08-19T08:03:41.784000+00:00,1787126621784,1.35541,1.35551,0.0,0,6
2026-08-19T08:03:45.151000+00:00,1787126625151,1.35542,1.35552,0.0,0,6
2026-08-19T08:03:46.210000+00:00,1787126626210,1.3554300000000001,1.35553,0.0,0,6
2026-08-19T08:03:47.312000+00:00,1787126627312,1.35544,1.35554,0.0,0,6
2026-08-19T08:03:47.689000+00:00,1787126627689,1.3554599999999999,1.35556,0.0,0,6
2026-08-19T08:03:49.574000+00:00,1787126629574,1.35547,1.35557,0.0,0,6
2026-08-19T08:03:52.320000+00:00,1787126632320,1.3554599999999999,1.35556,0.0,0,6
2026-08-19T08:03:55.089000+00:00,1787126635089,1.35545,1.35555,0.0,0,6
2026-08-19T08:03:57.567000+00:00,1787126637567,1.35544,1.35554,0.0,0,6
2026-08-19T08:04:00.697000+00:00,1787126640697,1.35544,1.35554,0.0,0,2
2026-08-19T08:04:01.930000+00:00,1787126641930,1.3554300000000001,1.35553,0.0,0,6
2026-08-19T08:04:03.257000+00:00,1787126643257,1.35541,1.35551,0.0,0,6
2026-08-19T08:04:05.787000+00:00,1787126645787,1.35542,1.35552,0.0,0,6
2026-08-19T08:04:06.221000+00:00,1787126646221,1.3553899999999999,1.35549,0.0,0,6
2026-08-19T08:04:07.248000+00:00,1787126647248,1.35538,1.35548,0.0,0,6
2026-08-19T08:04:08.200000+00:00,1787126648200,1.35537,1.35547,0.0,0,6
2026-08-19T08:04:10.074000+00:00,1787126650074,1.3553899999999999,1.35549,0.0,0,6
2026-08-19T08:04:11.211000+00:00,1787126651211,1.35541,1.35551,0.0,0,6
2026-08-19T08:04:13.402000+00:00,1787126653402,1.35542,1.35552,0.0,0,6
2026-08-19T08:04:14.415000+00:00,1787126654415,1.35544,1.35554,0.0,0,6
2026-08-19T08:04:15.745000+00:00,1787126655745,1.35541,1.35551,0.0,0,6
2026-08-19T08:04:18.034000+00:00,1787126658034,1.35542,1.35552,0.0,0,6
2026-08-19T08:04:18.152000+00:00,1787126658152,1.35545,1.35555,0.0,0,6
2026-08-19T08:04:18.171000+00:00,1787126658171,1.35547,1.35557,0.0,0,6
2026-08-19T08:04:19.181000+00:00,1787126659181,1.35545,1.35555,0.0,0,6
2026-08-19T08:04:22.344000+00:00,1787126662344,1.3554599999999999,1.35556,0.0,0,6
2026-08-19T08:04:22.381000+00:00,1787126662381,1.35548,1.35558,0.0,0,6
2026-08-19T08:04:22.402000+00:00,1787126662402,1.3555,1.3556,0.0,0,6
2026-08-19T08:04:22.461000+00:00,1787126662461,1.35552,1.35562,0.0,0,6
2026-08-19T08:04:22.558000+00:00,1787126662558,1.35553,1.3556300000000001,0.0,0,6
2026-08-19T08:04:23.666000+00:00,1787126663666,1.35554,1.35564,0.0,0,6
2026-08-19T08:04:24.668000+00:00,1787126664668,1.35553,1.3556300000000001,0.0,0,6
2026-08-19T08:04:24.819000+00:00,1787126664819,1.35556,1.3556599999999999,0.0,0,6
2026-08-19T08:04:25.674000+00:00,1787126665674,1.35557,1.35567,0.0,0,6
2026-08-19T08:04:27.312000+00:00,1787126667312,1.35559,1.35569,0.0,0,6
2026-08-19T08:04:28.351000+00:00,1787126668351,1.35556,1.3556599999999999,0.0,0,6
2026-08-19T08:04:29.655000+00:00,1787126669655,1.35557,1.35567,0.0,0,6
2026-08-19T08:04:30.823000+00:00,1787126670823,1.35559,1.35569,0.0,0,6
2026-08-19T08:04:31.221000+00:00,1787126671221,1.35562,1.35572,0.0,0,6
2026-08-19T08:04:31.250000+00:00,1787126671250,1.35564,1.35574,0.0,0,6
2026-08-19T08:04:32.073000+00:00,1787126672073,1.3556300000000001,1.3557299999999999,0.0,0,6
2026-08-19T08:04:33.310000+00:00,1787126673310,1.35562,1.35572,0.0,0,6
2026-08-19T08:04:35.533000+00:00,1787126675533,1.3556300000000001,1.3557299999999999,0.0,0,6
2026-08-19T08:04:38.102000+00:00,1787126678102,1.35562,1.35572,0.0,0,6
2026-08-19T08:04:41.576000+00:00,1787126681576,1.35559,1.35569,0.0,0,6
2026-08-19T08:04:42.718000+00:00,1787126682718,1.3556,1.3557000000000001,0.0,0,6
2026-08-19T08:04:47.543000+00:00,1787126687543,1.35561,1.35571,0.0,0,6
2026-08-19T08:04:50.810000+00:00,1787126690810,1.3556,1.3557000000000001,0.0,0,6
2026-08-19T08:04:53.189000+00:00,1787126693189,1.35561,1.35571,0.0,0,6
2026-08-19T08:04:59.279000+00:00,1787126699279,1.35562,1.35572,0.0,0,6
2026-08-19T08:05:00.649000+00:00,1787126700649,1.35564,1.35574,0.0,0,6
2026-08-19T08:05:02.526000+00:00,1787126702526,1.3556300000000001,1.3557299999999999,0.0,0,6
2026-08-19T08:05:05.157000+00:00,1787126705157,1.3556599999999999,1.35576,0.0,0,6
2026-08-19T08:05:06.231000+00:00,1787126706231,1.35569,1.35579,0.0,0,6
2026-08-19T08:05:06.758000+00:00,1787126706758,1.35562,1.35572,0.0,0,6
2026-08-19T08:05:07.999000+00:00,1787126707999,1.3556,1.3557000000000001,0.0,0,6
2026-08-19T08:05:09.658000+00:00,1787126709658,1.35561,1.35571,0.0,0,6
2026-08-19T08:05:10.688000+00:00,1787126710688,1.35564,1.35574,0.0,0,6
2026-08-19T08:05:11.698000+00:00,1787126711698,1.3556300000000001,1.3557299999999999,0.0,0,6
2026-08-19T08:05:12.789000+00:00,1787126712789,1.35561,1.35571,0.0,0,6
2026-08-19T08:05:12.830000+00:00,1787126712830,1.35559,1.35569,0.0,0,6
2026-08-19T08:05:12.833000+00:00,1787126712833,1.35557,1.35567,0.0,0,6
2026-08-19T08:05:12.884000+00:00,1787126712884,1.35556,1.3556599999999999,0.0,0,6
2026-08-19T08:05:13.139000+00:00,1787126713139,1.35554,1.35564,0.0,0,6
2026-08-19T08:05:13.160000+00:00,1787126713160,1.35553,1.3556300000000001,0.0,0,6
2026-08-19T08:05:14.311000+00:00,1787126714311,1.35552,1.35562,0.0,0,6
2026-08-19T08:05:16.880000+00:00,1787126716880,1.35553,1.3556300000000001,0.0,0,6
2026-08-19T08:05:17.919000+00:00,1787126717919,1.35554,1.35564,0.0,0,6
2026-08-19T08:05:18.946000+00:00,1787126718946,1.35555,1.35565,0.0,0,6
2026-08-19T08:05:19.136000+00:00,1787126719136,1.35558,1.35568,0.0,0,6
2026-08-19T08:05:19.210000+00:00,1787126719210,1.35559,1.35569,0.0,0,6
2026-08-19T08:05:19.945000+00:00,1787126719945,1.35561,1.35571,0.0,0,6
2026-08-19T08:05:28.286000+00:00,1787126728286,1.35565,1.35575,0.0,0,6
2026-08-19T08:05:28.323000+00:00,1787126728323,1.35567,1.35577,0.0,0,6
2026-08-19T08:05:28.371000+00:00,1787126728371,1.35568,1.35578,0.0,0,6
2026-08-19T08:05:31.650000+00:00,1787126731650,1.35569,1.35579,0.0,0,6
2026-08-19T08:05:32.443000+00:00,1787126732443,1.35571,1.35581,0.0,0,6
2026-08-19T08:05:33.925000+00:00,1787126733925,1.3557299999999999,1.35583,0.0,0,6
2026-08-19T08:05:35.294000+00:00,1787126735294,1.35571,1.35581,0.0,0,6
2026-08-19T08:05:39.621000+00:00,1787126739621,1.3557000000000001,1.3558,0.0,0,6
2026-08-19T08:05:42.058000+00:00,1787126742058,1.35568,1.35578,0.0,0,6
2026-08-19T08:05:42.821000+00:00,1787126742821,1.3556599999999999,1.35576,0.0,0,6
2026-08-19T08:05:44.028000+00:00,1787126744028,1.35568,1.35578,0.0,0,6
2026-08-19T08:05:44.890000+00:00,1787126744890,1.35571,1.35581,0.0,0,6
2026-08-19T08:05:44.941000+00:00,1787126744941,1.3557299999999999,1.35583,0.0,0,6
2026-08-19T08:05:45.007000+00:00,1787126745007,1.35574,1.35584,0.0,0,6
2026-08-19T08:05:46.735000+00:00,1787126746735,1.3557000000000001,1.3558,0.0,0,6
2026-08-19T08:05:46.940000+00:00,1787126746940,1.35568,1.35578,0.0,0,6
2026-08-19T08:05:48.049000+00:00,1787126748049,1.35567,1.35577,0.0,0,6
2026-08-19T08:05:49.080000+00:00,1787126749080,1.35568,1.35578,0.0,0,6
2026-08-19T08:05:50.092000+00:00,1787126750092,1.35569,1.35579,0.0,0,6
2026-08-19T08:05:52.826000+00:00,1787126752826,1.35568,1.35578,0.0,0,6
2026-08-19T08:05:56.334000+00:00,1787126756334,1.35571,1.35581,0.0,0,6
2026-08-19T08:05:57.509000+00:00,1787126757509,1.35569,1.35579,0.0,0,6
2026-08-19T08:05:58.158000+00:00,1787126758158,1.35572,1.35582,0.0,0,6
