time_utc,Day_IST,Time_IST,time,open,high,low,close,tick_volume,spread,real_volume
2026-08-17T00:00:00+00:00,2026-08-17,05:30:00,1786924800,1.91185,1.91185,1.91121,1.91153,200,21,0
2026-08-17T00:05:00+00:00,2026-08-17,05:35:00,1786925100,1.91153,1.91153,1.9109500000000001,1.91099,123,21,0
2026-08-17T00:10:00+00:00,2026-08-17,05:40:00,1786925400,1.91098,1.9111,1.91074,1.91076,97,21,0
2026-08-17T00:15:00+00:00,2026-08-17,05:45:00,1786925700,1.91076,1.9108800000000001,1.91046,1.91078,126,21,0
2026-08-17T00:20:00+00:00,2026-08-17,05:50:00,1786926000,1.9107699999999999,1.9108399999999999,1.9104100000000002,1.91051,109,21,0
2026-08-17T00:25:00+00:00,2026-08-17,05:55:00,1786926300,1.9104999999999999,1.91059,1.91029,1.9104299999999999,121,21,0
2026-08-17T00:30:00+00:00,2026-08-17,06:00:00,1786926600,1.91044,1.9106800000000002,1.91032,1.9104,115,21,0
2026-08-17T00:35:00+00:00,2026-08-17,06:05:00,1786926900,1.9104,1.91045,1.9102999999999999,1.91039,120,21,0
2026-08-17T00:40:00+00:00,2026-08-17,06:10:00,1786927200,1.91038,1.91073,1.91029,1.9106800000000002,113,21,0
2026-08-17T00:45:00+00:00,2026-08-17,06:15:00,1786927500,1.91066,1.91107,1.91066,1.91106,100,21,0
2026-08-17T00:50:00+00:00,2026-08-17,06:20:00,1786927800,1.91106,1.9113099999999998,1.91099,1.9113099999999998,136,21,0
2026-08-17T00:55:00+00:00,2026-08-17,06:25:00,1786928100,1.91128,1.91146,1.9111500000000001,1.9111500000000001,180,21,0
2026-08-17T01:00:00+00:00,2026-08-17,06:30:00,1786928400,1.9111799999999999,1.91139,1.9109699999999998,1.91136,162,21,0
2026-08-17T01:05:00+00:00,2026-08-17,06:35:00,1786928700,1.91136,1.91148,1.91112,1.91137,116,21,0
2026-08-17T01:10:00+00:00,2026-08-17,06:40:00,1786929000,1.91139,1.91162,1.91137,1.91148,130,21,0
2026-08-17T01:15:00+00:00,2026-08-17,06:45:00,1786929300,1.91148,1.9114900000000001,1.91107,1.91114,94,21,0
2026-08-17T01:20:00+00:00,2026-08-17,06:50:00,1786929600,1.91114,1.91114,1.9106,1.91082,142,21,0
2026-08-17T01:25:00+00:00,2026-08-17,06:55:00,1786929900,1.91082,1.9109099999999999,1.91046,1.9106100000000001,145,21,0
