time_utc,Day_IST,Time_IST,time,open,high,low,close,tick_volume,spread,real_volume
2026-08-17T00:00:00+00:00,2026-08-17,05:30:00,1786924800,1.35456,1.35517,1.35456,1.35513,252,10,0
2026-08-17T00:05:00+00:00,2026-08-17,05:35:00,1786925100,1.3551199999999999,1.35514,1.35496,1.35499,183,10,0
2026-08-17T00:10:00+00:00,2026-08-17,05:40:00,1786925400,1.3550200000000001,1.35518,1.35496,1.35515,126,10,0
2026-08-17T00:15:00+00:00,2026-08-17,05:45:00,1786925700,1.3551199999999999,1.3553,1.355,1.35515,153,10,0
2026-08-17T00:20:00+00:00,2026-08-17,05:50:00,1786926000,1.35514,1.35531,1.35503,1.35526,165,10,0
2026-08-17T00:25:00+00:00,2026-08-17,05:55:00,1786926300,1.35526,1.35535,1.35518,1.35524,139,10,0
2026-08-17T00:30:00+00:00,2026-08-17,06:00:00,1786926600,1.35524,1.35555,1.35524,1.35547,168,10,0
2026-08-17T00:35:00+00:00,2026-08-17,06:05:00,1786926900,1.35547,1.35553,1.35518,1.35528,119,10,0
2026-08-17T00:40:00+00:00,2026-08-17,06:10:00,1786927200,1.3553,1.35537,1.35522,1.35528,124,10,0
2026-08-17T00:45:00+00:00,2026-08-17,06:15:00,1786927500,1.35527,1.35534,1.35522,1.35525,125,10,0
2026-08-17T00:50:00+00:00,2026-08-17,06:20:00,1786927800,1.35524,1.35547,1.35515,1.35528,181,10,0
2026-08-17T00:55:00+00:00,2026-08-17,06:25:00,1786928100,1.35529,1.35558,1.35523,1.35547,169,10,0
2026-08-17T01:00:00+00:00,2026-08-17,06:30:00,1786928400,1.35548,1.35558,1.35517,1.35534,226,10,0
2026-08-17T01:05:00+00:00,2026-08-17,06:35:00,1786928700,1.35535,1.35544,1.35516,1.35516,158,10,0
2026-08-17T01:10:00+00:00,2026-08-17,06:40:00,1786929000,1.35517,1.35529,1.35511,1.35523,148,10,0
2026-08-17T01:15:00+00:00,2026-08-17,06:45:00,1786929300,1.35523,1.35528,1.35514,1.35517,152,10,0
2026-08-17T01:20:00+00:00,2026-08-17,06:50:00,1786929600,1.35517,1.35564,1.35513,1.35538,185,10,0
