Trade Key,Position ID,Order Ticket,Symbol,Broker Symbol,Direction,Result,Entry Time UTC,Exit Or Archive End UTC,Timeframe,Bars CSV,Entry Bar Open UTC,Exit Bar Open UTC,Entry Bar Row Index,Exit Bar Row Index,Bars In Trade Window
2205433470,2205433470,2205433470,CADJPY,CADJPYm,short,Loss,2026-08-21T11:00:19.730000+00:00,2026-08-21T11:08:03.700000+00:00,15m,bars/CADJPY/15m/CADJPY_15m.csv,2026-08-21T11:00:00+00:00,2026-08-21T11:00:00+00:00,258,258,1
2205433470,2205433470,2205433470,CADJPY,CADJPYm,short,Loss,2026-08-21T11:00:19.730000+00:00,2026-08-21T11:08:03.700000+00:00,5m,bars/CADJPY/5m/CADJPY_5m.csv,2026-08-21T11:00:00+00:00,2026-08-21T11:05:00+00:00,773,774,2
2205919044,2205919044,2205919044,GBPUSD,GBPUSDm,short,Profit,2026-08-21T11:55:14.160000+00:00,2026-08-21T14:50:18.169000+00:00,4h,bars/GBPUSD/4h/GBPUSD_4h.csv,2026-08-21T08:00:00+00:00,2026-08-21T12:00:00+00:00,15,16,2
2205919044,2205919044,2205919044,GBPUSD,GBPUSDm,short,Profit,2026-08-21T11:55:14.160000+00:00,2026-08-21T14:50:18.169000+00:00,15m,bars/GBPUSD/15m/GBPUSD_15m.csv,2026-08-21T11:45:00+00:00,2026-08-21T14:45:00+00:00,261,273,13
2205919044,2205919044,2205919044,GBPUSD,GBPUSDm,short,Profit,2026-08-21T11:55:14.160000+00:00,2026-08-21T14:50:18.169000+00:00,5m,bars/GBPUSD/5m/GBPUSD_5m.csv,2026-08-21T11:55:00+00:00,2026-08-21T14:50:00+00:00,783,818,36
2206001107,2206001107,2206001107,USDCHF,USDCHFm,long,Profit,2026-08-21T12:05:21.349000+00:00,2026-08-21T15:32:41.113000+00:00,4h,bars/USDCHF/4h/USDCHF_4h.csv,2026-08-21T12:00:00+00:00,2026-08-21T12:00:00+00:00,16,16,1
2206001107,2206001107,2206001107,USDCHF,USDCHFm,long,Profit,2026-08-21T12:05:21.349000+00:00,2026-08-21T15:32:41.113000+00:00,15m,bars/USDCHF/15m/USDCHF_15m.csv,2026-08-21T12:00:00+00:00,2026-08-21T15:30:00+00:00,262,276,15
2206001107,2206001107,2206001107,USDCHF,USDCHFm,long,Profit,2026-08-21T12:05:21.349000+00:00,2026-08-21T15:32:41.113000+00:00,5m,bars/USDCHF/5m/USDCHF_5m.csv,2026-08-21T12:05:00+00:00,2026-08-21T15:30:00+00:00,786,827,42
2206208086,2206208086,2206208086,EURUSD,EURUSDm,short,Profit,2026-08-21T12:30:23.782000+00:00,2026-08-21T14:50:13.109000+00:00,4h,bars/EURUSD/4h/EURUSD_4h.csv,2026-08-21T12:00:00+00:00,2026-08-21T12:00:00+00:00,16,16,1
2206208086,2206208086,2206208086,EURUSD,EURUSDm,short,Profit,2026-08-21T12:30:23.782000+00:00,2026-08-21T14:50:13.109000+00:00,15m,bars/EURUSD/15m/EURUSD_15m.csv,2026-08-21T12:30:00+00:00,2026-08-21T14:45:00+00:00,264,273,10
2206208086,2206208086,2206208086,EURUSD,EURUSDm,short,Profit,2026-08-21T12:30:23.782000+00:00,2026-08-21T14:50:13.109000+00:00,5m,bars/EURUSD/5m/EURUSD_5m.csv,2026-08-21T12:30:00+00:00,2026-08-21T14:50:00+00:00,792,820,29
2207381938,2207381938,2207381938,CADJPY,CADJPYm,short,Loss,2026-08-21T14:25:28.110000+00:00,2026-08-21T17:37:00.967000+00:00,4h,bars/CADJPY/4h/CADJPY_4h.csv,2026-08-21T12:00:00+00:00,2026-08-21T16:00:00+00:00,16,17,2
2207381938,2207381938,2207381938,CADJPY,CADJPYm,short,Loss,2026-08-21T14:25:28.110000+00:00,2026-08-21T17:37:00.967000+00:00,15m,bars/CADJPY/15m/CADJPY_15m.csv,2026-08-21T14:15:00+00:00,2026-08-21T17:30:00+00:00,271,284,14
2207381938,2207381938,2207381938,CADJPY,CADJPYm,short,Loss,2026-08-21T14:25:28.110000+00:00,2026-08-21T17:37:00.967000+00:00,5m,bars/CADJPY/5m/CADJPY_5m.csv,2026-08-21T14:25:00+00:00,2026-08-21T17:35:00+00:00,814,852,39
2207912222,2207912222,2207912222,GBPNZD,GBPNZDm,long,Loss,2026-08-21T15:10:19.428000+00:00,2026-08-21T15:39:50.700000+00:00,4h,bars/GBPNZD/4h/GBPNZD_4h.csv,2026-08-21T12:00:00+00:00,2026-08-21T12:00:00+00:00,16,16,1
2207912222,2207912222,2207912222,GBPNZD,GBPNZDm,long,Loss,2026-08-21T15:10:19.428000+00:00,2026-08-21T15:39:50.700000+00:00,15m,bars/GBPNZD/15m/GBPNZD_15m.csv,2026-08-21T15:00:00+00:00,2026-08-21T15:30:00+00:00,274,276,3
2207912222,2207912222,2207912222,GBPNZD,GBPNZDm,long,Loss,2026-08-21T15:10:19.428000+00:00,2026-08-21T15:39:50.700000+00:00,5m,bars/GBPNZD/5m/GBPNZD_5m.csv,2026-08-21T15:10:00+00:00,2026-08-21T15:35:00+00:00,821,826,6
2207985789,2207985789,2207985789,NZDJPY,NZDJPYm,short,Loss,2026-08-21T15:20:32.353000+00:00,2026-08-21T15:28:32.121000+00:00,4h,bars/NZDJPY/4h/NZDJPY_4h.csv,2026-08-21T12:00:00+00:00,2026-08-21T12:00:00+00:00,16,16,1
2207985789,2207985789,2207985789,NZDJPY,NZDJPYm,short,Loss,2026-08-21T15:20:32.353000+00:00,2026-08-21T15:28:32.121000+00:00,15m,bars/NZDJPY/15m/NZDJPY_15m.csv,2026-08-21T15:15:00+00:00,2026-08-21T15:15:00+00:00,275,275,1
2207985789,2207985789,2207985789,NZDJPY,NZDJPYm,short,Loss,2026-08-21T15:20:32.353000+00:00,2026-08-21T15:28:32.121000+00:00,5m,bars/NZDJPY/5m/NZDJPY_5m.csv,2026-08-21T15:20:00+00:00,2026-08-21T15:25:00+00:00,825,826,2
2208285496,2208285496,2208285496,NZDUSD,NZDUSDm,short,Loss,2026-08-21T15:50:15.676000+00:00,2026-08-21T18:02:24.038000+00:00,4h,bars/NZDUSD/4h/NZDUSD_4h.csv,2026-08-21T12:00:00+00:00,2026-08-21T16:00:00+00:00,16,17,2
2208285496,2208285496,2208285496,NZDUSD,NZDUSDm,short,Loss,2026-08-21T15:50:15.676000+00:00,2026-08-21T18:02:24.038000+00:00,15m,bars/NZDUSD/15m/NZDUSD_15m.csv,2026-08-21T15:45:00+00:00,2026-08-21T18:00:00+00:00,277,286,10
2208285496,2208285496,2208285496,NZDUSD,NZDUSDm,short,Loss,2026-08-21T15:50:15.676000+00:00,2026-08-21T18:02:24.038000+00:00,5m,bars/NZDUSD/5m/NZDUSD_5m.csv,2026-08-21T15:50:00+00:00,2026-08-21T18:00:00+00:00,831,857,27
2209525712,2209525712,2209525712,GBPUSD,GBPUSDm,short,Profit,2026-08-21T19:05:21.040000+00:00,2026-08-23T21:41:46.524000+00:00,4h,bars/GBPUSD/4h/GBPUSD_4h.csv,2026-08-21T16:00:00+00:00,2026-08-23T20:00:00+00:00,17,19,3
2209525712,2209525712,2209525712,GBPUSD,GBPUSDm,short,Profit,2026-08-21T19:05:21.040000+00:00,2026-08-23T21:41:46.524000+00:00,15m,bars/GBPUSD/15m/GBPUSD_15m.csv,2026-08-21T19:00:00+00:00,2026-08-23T21:30:00+00:00,290,300,11
2209525712,2209525712,2209525712,GBPUSD,GBPUSDm,short,Profit,2026-08-21T19:05:21.040000+00:00,2026-08-23T21:41:46.524000+00:00,5m,bars/GBPUSD/5m/GBPUSD_5m.csv,2026-08-21T19:05:00+00:00,2026-08-23T21:40:00+00:00,869,899,31
2218215189,2218215189,2218215189,GBPCAD,GBPCADm,short,Loss,2026-08-24T09:10:25.848000+00:00,2026-08-24T11:32:22.989000+00:00,4h,bars/GBPCAD/4h/GBPCAD_4h.csv,2026-08-24T08:00:00+00:00,2026-08-24T08:00:00+00:00,22,22,1
2218215189,2218215189,2218215189,GBPCAD,GBPCADm,short,Loss,2026-08-24T09:10:25.848000+00:00,2026-08-24T11:32:22.989000+00:00,15m,bars/GBPCAD/15m/GBPCAD_15m.csv,2026-08-24T09:00:00+00:00,2026-08-24T11:30:00+00:00,345,355,11
2218215189,2218215189,2218215189,GBPCAD,GBPCADm,short,Loss,2026-08-24T09:10:25.848000+00:00,2026-08-24T11:32:22.989000+00:00,5m,bars/GBPCAD/5m/GBPCAD_5m.csv,2026-08-24T09:10:00+00:00,2026-08-24T11:30:00+00:00,1036,1064,29
2218242617,2218242617,2218242617,GBPNZD,GBPNZDm,long,Profit,2026-08-24T09:15:17.508000+00:00,2026-08-24T11:17:42.951000+00:00,4h,bars/GBPNZD/4h/GBPNZD_4h.csv,2026-08-24T08:00:00+00:00,2026-08-24T08:00:00+00:00,22,22,1
2218242617,2218242617,2218242617,GBPNZD,GBPNZDm,long,Profit,2026-08-24T09:15:17.508000+00:00,2026-08-24T11:17:42.951000+00:00,15m,bars/GBPNZD/15m/GBPNZD_15m.csv,2026-08-24T09:15:00+00:00,2026-08-24T11:15:00+00:00,346,354,9
2218242617,2218242617,2218242617,GBPNZD,GBPNZDm,long,Profit,2026-08-24T09:15:17.508000+00:00,2026-08-24T11:17:42.951000+00:00,5m,bars/GBPNZD/5m/GBPNZD_5m.csv,2026-08-24T09:15:00+00:00,2026-08-24T11:15:00+00:00,1034,1058,25
2218684770,2218684770,2218684770,GBPJPY,GBPJPYm,short,Profit,2026-08-24T10:20:15.197000+00:00,2026-08-24T12:55:00.408000+00:00,4h,bars/GBPJPY/4h/GBPJPY_4h.csv,2026-08-24T08:00:00+00:00,2026-08-24T12:00:00+00:00,22,23,2
2218684770,2218684770,2218684770,GBPJPY,GBPJPYm,short,Profit,2026-08-24T10:20:15.197000+00:00,2026-08-24T12:55:00.408000+00:00,15m,bars/GBPJPY/15m/GBPJPY_15m.csv,2026-08-24T10:15:00+00:00,2026-08-24T12:45:00+00:00,351,361,11
2218684770,2218684770,2218684770,GBPJPY,GBPJPYm,short,Profit,2026-08-24T10:20:15.197000+00:00,2026-08-24T12:55:00.408000+00:00,5m,bars/GBPJPY/5m/GBPJPY_5m.csv,2026-08-24T10:20:00+00:00,2026-08-24T12:55:00+00:00,1050,1081,32
2219420071,2219420071,2219420071,AUDUSD,AUDUSDm,short,Profit,2026-08-24T11:45:18.542000+00:00,2026-08-25T00:00:21.311000+00:00,4h,bars/AUDUSD/4h/AUDUSD_4h.csv,2026-08-24T08:00:00+00:00,2026-08-25T00:00:00+00:00,22,26,5
2219420071,2219420071,2219420071,AUDUSD,AUDUSDm,short,Profit,2026-08-24T11:45:18.542000+00:00,2026-08-25T00:00:21.311000+00:00,15m,bars/AUDUSD/15m/AUDUSD_15m.csv,2026-08-24T11:45:00+00:00,2026-08-25T00:00:00+00:00,357,406,50
2219420071,2219420071,2219420071,AUDUSD,AUDUSDm,short,Profit,2026-08-24T11:45:18.542000+00:00,2026-08-25T00:00:21.311000+00:00,5m,bars/AUDUSD/5m/AUDUSD_5m.csv,2026-08-24T11:45:00+00:00,2026-08-25T00:00:00+00:00,1070,1217,148
2219420672,2219420672,2219420672,EURAUD,EURAUDm,long,Profit,2026-08-24T11:45:22.313000+00:00,2026-08-24T15:26:00.585000+00:00,4h,bars/EURAUD/4h/EURAUD_4h.csv,2026-08-24T08:00:00+00:00,2026-08-24T12:00:00+00:00,22,23,2
2219420672,2219420672,2219420672,EURAUD,EURAUDm,long,Profit,2026-08-24T11:45:22.313000+00:00,2026-08-24T15:26:00.585000+00:00,15m,bars/EURAUD/15m/EURAUD_15m.csv,2026-08-24T11:45:00+00:00,2026-08-24T15:15:00+00:00,357,371,15
2219420672,2219420672,2219420672,EURAUD,EURAUDm,long,Profit,2026-08-24T11:45:22.313000+00:00,2026-08-24T15:26:00.585000+00:00,5m,bars/EURAUD/5m/EURAUD_5m.csv,2026-08-24T11:45:00+00:00,2026-08-24T15:25:00+00:00,1069,1113,45
2219421833,2219421833,2219421833,GBPAUD,GBPAUDm,long,Profit,2026-08-24T11:45:26.272000+00:00,2026-08-24T14:57:30.327000+00:00,4h,bars/GBPAUD/4h/GBPAUD_4h.csv,2026-08-24T08:00:00+00:00,2026-08-24T12:00:00+00:00,22,23,2
2219421833,2219421833,2219421833,GBPAUD,GBPAUDm,long,Profit,2026-08-24T11:45:26.272000+00:00,2026-08-24T14:57:30.327000+00:00,15m,bars/GBPAUD/15m/GBPAUD_15m.csv,2026-08-24T11:45:00+00:00,2026-08-24T14:45:00+00:00,357,369,13
2219421833,2219421833,2219421833,GBPAUD,GBPAUDm,long,Profit,2026-08-24T11:45:26.272000+00:00,2026-08-24T14:57:30.327000+00:00,5m,bars/GBPAUD/5m/GBPAUD_5m.csv,2026-08-24T11:45:00+00:00,2026-08-24T14:55:00+00:00,1067,1105,39
2219976618,2219976618,2219976618,GBPUSD,GBPUSDm,short,Loss,2026-08-24T12:35:19.790000+00:00,2026-08-24T13:19:18.607000+00:00,4h,bars/GBPUSD/4h/GBPUSD_4h.csv,2026-08-24T12:00:00+00:00,2026-08-24T12:00:00+00:00,23,23,1
2219976618,2219976618,2219976618,GBPUSD,GBPUSDm,short,Loss,2026-08-24T12:35:19.790000+00:00,2026-08-24T13:19:18.607000+00:00,15m,bars/GBPUSD/15m/GBPUSD_15m.csv,2026-08-24T12:30:00+00:00,2026-08-24T13:15:00+00:00,360,363,4
2219976618,2219976618,2219976618,GBPUSD,GBPUSDm,short,Loss,2026-08-24T12:35:19.790000+00:00,2026-08-24T13:19:18.607000+00:00,5m,bars/GBPUSD/5m/GBPUSD_5m.csv,2026-08-24T12:35:00+00:00,2026-08-24T13:15:00+00:00,1078,1086,9
2221465265,2221465265,2221465265,EURCAD,EURCADm,short,Loss,2026-08-24T14:25:17.124000+00:00,2026-08-24T14:46:41.923000+00:00,4h,bars/EURCAD/4h/EURCAD_4h.csv,2026-08-24T12:00:00+00:00,2026-08-24T12:00:00+00:00,23,23,1
2221465265,2221465265,2221465265,EURCAD,EURCADm,short,Loss,2026-08-24T14:25:17.124000+00:00,2026-08-24T14:46:41.923000+00:00,15m,bars/EURCAD/15m/EURCAD_15m.csv,2026-08-24T14:15:00+00:00,2026-08-24T14:45:00+00:00,367,369,3
2221465265,2221465265,2221465265,EURCAD,EURCADm,short,Loss,2026-08-24T14:25:17.124000+00:00,2026-08-24T14:46:41.923000+00:00,5m,bars/EURCAD/5m/EURCAD_5m.csv,2026-08-24T14:25:00+00:00,2026-08-24T14:45:00+00:00,1101,1105,5
2229054847,2229054847,2229054847,AUDNZD,AUDNZDm,short,Profit,2026-08-25T09:50:26.405000+00:00,2026-08-25T12:00:41.493000+00:00,4h,bars/AUDNZD/4h/AUDNZD_4h.csv,2026-08-25T08:00:00+00:00,2026-08-25T12:00:00+00:00,28,29,2
2229054847,2229054847,2229054847,AUDNZD,AUDNZDm,short,Profit,2026-08-25T09:50:26.405000+00:00,2026-08-25T12:00:41.493000+00:00,15m,bars/AUDNZD/15m/AUDNZD_15m.csv,2026-08-25T09:45:00+00:00,2026-08-25T12:00:00+00:00,445,454,10
2229054847,2229054847,2229054847,AUDNZD,AUDNZDm,short,Profit,2026-08-25T09:50:26.405000+00:00,2026-08-25T12:00:41.493000+00:00,5m,bars/AUDNZD/5m/AUDNZD_5m.csv,2026-08-25T09:50:00+00:00,2026-08-25T12:00:00+00:00,1332,1358,27
2229271794,2229271794,2229271794,EURJPY,EURJPYm,short,Loss,2026-08-25T10:25:20.083000+00:00,2026-08-25T21:05:50.929000+00:00,4h,bars/EURJPY/4h/EURJPY_4h.csv,2026-08-25T08:00:00+00:00,2026-08-25T20:00:00+00:00,28,31,4
2229271794,2229271794,2229271794,EURJPY,EURJPYm,short,Loss,2026-08-25T10:25:20.083000+00:00,2026-08-25T21:05:50.929000+00:00,15m,bars/EURJPY/15m/EURJPY_15m.csv,2026-08-25T10:15:00+00:00,2026-08-25T21:00:00+00:00,447,490,44
2229271794,2229271794,2229271794,EURJPY,EURJPYm,short,Loss,2026-08-25T10:25:20.083000+00:00,2026-08-25T21:05:50.929000+00:00,5m,bars/EURJPY/5m/EURJPY_5m.csv,2026-08-25T10:25:00+00:00,2026-08-25T21:05:00+00:00,1342,1470,129
2229567035,2229567035,2229567035,AUDUSD,AUDUSDm,long,Profit,2026-08-25T11:15:21.566000+00:00,2026-08-25T13:21:20.873000+00:00,4h,bars/AUDUSD/4h/AUDUSD_4h.csv,2026-08-25T08:00:00+00:00,2026-08-25T12:00:00+00:00,28,29,2
2229567035,2229567035,2229567035,AUDUSD,AUDUSDm,long,Profit,2026-08-25T11:15:21.566000+00:00,2026-08-25T13:21:20.873000+00:00,15m,bars/AUDUSD/15m/AUDUSD_15m.csv,2026-08-25T11:15:00+00:00,2026-08-25T13:15:00+00:00,451,459,9
2229567035,2229567035,2229567035,AUDUSD,AUDUSDm,long,Profit,2026-08-25T11:15:21.566000+00:00,2026-08-25T13:21:20.873000+00:00,5m,bars/AUDUSD/5m/AUDUSD_5m.csv,2026-08-25T11:15:00+00:00,2026-08-25T13:20:00+00:00,1352,1377,26
2229653939,2229653939,2229653939,EURUSD,EURUSDm,long,Profit,2026-08-25T11:30:20.181000+00:00,2026-08-25T13:12:14.263000+00:00,4h,bars/EURUSD/4h/EURUSD_4h.csv,2026-08-25T08:00:00+00:00,2026-08-25T12:00:00+00:00,28,29,2
2229653939,2229653939,2229653939,EURUSD,EURUSDm,long,Profit,2026-08-25T11:30:20.181000+00:00,2026-08-25T13:12:14.263000+00:00,15m,bars/EURUSD/15m/EURUSD_15m.csv,2026-08-25T11:30:00+00:00,2026-08-25T13:00:00+00:00,452,458,7
2229653939,2229653939,2229653939,EURUSD,EURUSDm,long,Profit,2026-08-25T11:30:20.181000+00:00,2026-08-25T13:12:14.263000+00:00,5m,bars/EURUSD/5m/EURUSD_5m.csv,2026-08-25T11:30:00+00:00,2026-08-25T13:10:00+00:00,1355,1375,21
2229881780,2229881780,2229881780,EURNZD,EURNZDm,long,Loss,2026-08-25T12:05:17.443000+00:00,2026-08-25T19:31:22.559000+00:00,4h,bars/EURNZD/4h/EURNZD_4h.csv,2026-08-25T12:00:00+00:00,2026-08-25T16:00:00+00:00,29,30,2
2229881780,2229881780,2229881780,EURNZD,EURNZDm,long,Loss,2026-08-25T12:05:17.443000+00:00,2026-08-25T19:31:22.559000+00:00,15m,bars/EURNZD/15m/EURNZD_15m.csv,2026-08-25T12:00:00+00:00,2026-08-25T19:30:00+00:00,454,484,31
2229881780,2229881780,2229881780,EURNZD,EURNZDm,long,Loss,2026-08-25T12:05:17.443000+00:00,2026-08-25T19:31:22.559000+00:00,5m,bars/EURNZD/5m/EURNZD_5m.csv,2026-08-25T12:05:00+00:00,2026-08-25T19:30:00+00:00,1361,1450,90
2229921396,2229921396,2229921396,EURCAD,EURCADm,short,Loss,2026-08-25T12:10:24.595000+00:00,2026-08-25T12:20:28.543000+00:00,4h,bars/EURCAD/4h/EURCAD_4h.csv,2026-08-25T12:00:00+00:00,2026-08-25T12:00:00+00:00,29,29,1
2229921396,2229921396,2229921396,EURCAD,EURCADm,short,Loss,2026-08-25T12:10:24.595000+00:00,2026-08-25T12:20:28.543000+00:00,15m,bars/EURCAD/15m/EURCAD_15m.csv,2026-08-25T12:00:00+00:00,2026-08-25T12:15:00+00:00,454,455,2
2229921396,2229921396,2229921396,EURCAD,EURCADm,short,Loss,2026-08-25T12:10:24.595000+00:00,2026-08-25T12:20:28.543000+00:00,5m,bars/EURCAD/5m/EURCAD_5m.csv,2026-08-25T12:10:00+00:00,2026-08-25T12:20:00+00:00,1361,1363,3
2230675041,2230675041,2230675041,USDJPY,USDJPYm,long,Loss,2026-08-25T13:20:24.915000+00:00,2026-08-25T19:53:20.036000+00:00,4h,bars/USDJPY/4h/USDJPY_4h.csv,2026-08-25T12:00:00+00:00,2026-08-25T16:00:00+00:00,29,30,2
2230675041,2230675041,2230675041,USDJPY,USDJPYm,long,Loss,2026-08-25T13:20:24.915000+00:00,2026-08-25T19:53:20.036000+00:00,15m,bars/USDJPY/15m/USDJPY_15m.csv,2026-08-25T13:15:00+00:00,2026-08-25T19:45:00+00:00,459,485,27
2230675041,2230675041,2230675041,USDJPY,USDJPYm,long,Loss,2026-08-25T13:20:24.915000+00:00,2026-08-25T19:53:20.036000+00:00,5m,bars/USDJPY/5m/USDJPY_5m.csv,2026-08-25T13:20:00+00:00,2026-08-25T19:50:00+00:00,1377,1455,79
2231175910,2231175910,2231175910,GBPCAD,GBPCADm,short,Loss,2026-08-25T13:55:28.138000+00:00,2026-08-26T03:21:34.615000+00:00,4h,bars/GBPCAD/4h/GBPCAD_4h.csv,2026-08-25T12:00:00+00:00,2026-08-26T00:00:00+00:00,29,32,4
2231175910,2231175910,2231175910,GBPCAD,GBPCADm,short,Loss,2026-08-25T13:55:28.138000+00:00,2026-08-26T03:21:34.615000+00:00,15m,bars/GBPCAD/15m/GBPCAD_15m.csv,2026-08-25T13:45:00+00:00,2026-08-26T03:15:00+00:00,460,514,55
2231175910,2231175910,2231175910,GBPCAD,GBPCADm,short,Loss,2026-08-25T13:55:28.138000+00:00,2026-08-26T03:21:34.615000+00:00,5m,bars/GBPCAD/5m/GBPCAD_5m.csv,2026-08-25T13:55:00+00:00,2026-08-26T03:20:00+00:00,1379,1539,161
2231603787,2231603787,2231603787,GBPNZD,GBPNZDm,long,Loss,2026-08-25T14:35:15.026000+00:00,2026-08-25T15:34:27.837000+00:00,4h,bars/GBPNZD/4h/GBPNZD_4h.csv,2026-08-25T12:00:00+00:00,2026-08-25T12:00:00+00:00,29,29,1
2231603787,2231603787,2231603787,GBPNZD,GBPNZDm,long,Loss,2026-08-25T14:35:15.026000+00:00,2026-08-25T15:34:27.837000+00:00,15m,bars/GBPNZD/15m/GBPNZD_15m.csv,2026-08-25T14:30:00+00:00,2026-08-25T15:30:00+00:00,463,467,5
2231603787,2231603787,2231603787,GBPNZD,GBPNZDm,long,Loss,2026-08-25T14:35:15.026000+00:00,2026-08-25T15:34:27.837000+00:00,5m,bars/GBPNZD/5m/GBPNZD_5m.csv,2026-08-25T14:35:00+00:00,2026-08-25T15:30:00+00:00,1385,1396,12
2231796571,2231796571,2231796571,AUDCHF,AUDCHFm,short,Loss,2026-08-25T14:55:25.364000+00:00,2026-08-26T01:30:01.501000+00:00,4h,bars/AUDCHF/4h/AUDCHF_4h.csv,2026-08-25T12:00:00+00:00,2026-08-26T00:00:00+00:00,29,32,4
2231796571,2231796571,2231796571,AUDCHF,AUDCHFm,short,Loss,2026-08-25T14:55:25.364000+00:00,2026-08-26T01:30:01.501000+00:00,15m,bars/AUDCHF/15m/AUDCHF_15m.csv,2026-08-25T14:45:00+00:00,2026-08-26T01:30:00+00:00,465,508,44
2231796571,2231796571,2231796571,AUDCHF,AUDCHFm,short,Loss,2026-08-25T14:55:25.364000+00:00,2026-08-26T01:30:01.501000+00:00,5m,bars/AUDCHF/5m/AUDCHF_5m.csv,2026-08-25T14:55:00+00:00,2026-08-26T01:30:00+00:00,1394,1520,127
2231797162,2231797162,2231797162,NZDJPY,NZDJPYm,short,Loss,2026-08-25T14:55:28.722000+00:00,2026-08-25T15:33:52.752000+00:00,4h,bars/NZDJPY/4h/NZDJPY_4h.csv,2026-08-25T12:00:00+00:00,2026-08-25T12:00:00+00:00,29,29,1
2231797162,2231797162,2231797162,NZDJPY,NZDJPYm,short,Loss,2026-08-25T14:55:28.722000+00:00,2026-08-25T15:33:52.752000+00:00,15m,bars/NZDJPY/15m/NZDJPY_15m.csv,2026-08-25T14:45:00+00:00,2026-08-25T15:30:00+00:00,465,468,4
2231797162,2231797162,2231797162,NZDJPY,NZDJPYm,short,Loss,2026-08-25T14:55:28.722000+00:00,2026-08-25T15:33:52.752000+00:00,5m,bars/NZDJPY/5m/NZDJPY_5m.csv,2026-08-25T14:55:00+00:00,2026-08-25T15:30:00+00:00,1394,1401,8
2233461904,2233461904,2233461904,EURGBP,EURGBPm,long,Profit,2026-08-25T19:05:24.426000+00:00,2026-08-26T11:25:22.839000+00:00,4h,bars/EURGBP/4h/EURGBP_4h.csv,2026-08-25T16:00:00+00:00,2026-08-26T08:00:00+00:00,30,34,5
2233461904,2233461904,2233461904,EURGBP,EURGBPm,long,Profit,2026-08-25T19:05:24.426000+00:00,2026-08-26T11:25:22.839000+00:00,15m,bars/EURGBP/15m/EURGBP_15m.csv,2026-08-25T19:00:00+00:00,2026-08-26T11:15:00+00:00,482,547,66
2233461904,2233461904,2233461904,EURGBP,EURGBPm,long,Profit,2026-08-25T19:05:24.426000+00:00,2026-08-26T11:25:22.839000+00:00,5m,bars/EURGBP/5m/EURGBP_5m.csv,2026-08-25T19:05:00+00:00,2026-08-26T11:25:00+00:00,1446,1642,197
2234047604,2234047604,2234047604,EURCHF,EURCHFm,long,Profit,2026-08-25T22:05:21.772000+00:00,2026-08-26T21:25:56.490000+00:00,4h,bars/EURCHF/4h/EURCHF_4h.csv,2026-08-25T20:00:00+00:00,2026-08-26T20:00:00+00:00,31,37,7
2234047604,2234047604,2234047604,EURCHF,EURCHFm,long,Profit,2026-08-25T22:05:21.772000+00:00,2026-08-26T21:25:56.490000+00:00,15m,bars/EURCHF/15m/EURCHF_15m.csv,2026-08-25T22:00:00+00:00,2026-08-26T21:15:00+00:00,494,587,94
2234047604,2234047604,2234047604,EURCHF,EURCHFm,long,Profit,2026-08-25T22:05:21.772000+00:00,2026-08-26T21:25:56.490000+00:00,5m,bars/EURCHF/5m/EURCHF_5m.csv,2026-08-25T22:05:00+00:00,2026-08-26T21:25:00+00:00,1482,1762,281
2234048124,2234048124,2234048124,NZDCAD,NZDCADm,short,Profit,2026-08-25T22:05:29.193000+00:00,2026-08-26T07:48:36.807000+00:00,4h,bars/NZDCAD/4h/NZDCAD_4h.csv,2026-08-25T20:00:00+00:00,2026-08-26T04:00:00+00:00,31,33,3
2234048124,2234048124,2234048124,NZDCAD,NZDCADm,short,Profit,2026-08-25T22:05:29.193000+00:00,2026-08-26T07:48:36.807000+00:00,15m,bars/NZDCAD/15m/NZDCAD_15m.csv,2026-08-25T22:00:00+00:00,2026-08-26T07:45:00+00:00,494,533,40
2234048124,2234048124,2234048124,NZDCAD,NZDCADm,short,Profit,2026-08-25T22:05:29.193000+00:00,2026-08-26T07:48:36.807000+00:00,5m,bars/NZDCAD/5m/NZDCAD_5m.csv,2026-08-25T22:05:00+00:00,2026-08-26T07:45:00+00:00,1477,1593,117
2237950549,2237950549,2237950549,GBPCAD,GBPCADm,short,Loss,2026-08-26T11:15:19.090000+00:00,2026-08-26T11:30:38.908000+00:00,4h,bars/GBPCAD/4h/GBPCAD_4h.csv,2026-08-26T08:00:00+00:00,2026-08-26T08:00:00+00:00,34,34,1
2237950549,2237950549,2237950549,GBPCAD,GBPCADm,short,Loss,2026-08-26T11:15:19.090000+00:00,2026-08-26T11:30:38.908000+00:00,15m,bars/GBPCAD/15m/GBPCAD_15m.csv,2026-08-26T11:15:00+00:00,2026-08-26T11:30:00+00:00,546,547,2
2237950549,2237950549,2237950549,GBPCAD,GBPCADm,short,Loss,2026-08-26T11:15:19.090000+00:00,2026-08-26T11:30:38.908000+00:00,5m,bars/GBPCAD/5m/GBPCAD_5m.csv,2026-08-26T11:15:00+00:00,2026-08-26T11:30:00+00:00,1634,1637,4
2238082823,2238082823,2238082823,EURAUD,EURAUDm,long,Profit,2026-08-26T11:35:19.933000+00:00,2026-08-26T17:34:46.307000+00:00,4h,bars/EURAUD/4h/EURAUD_4h.csv,2026-08-26T08:00:00+00:00,2026-08-26T16:00:00+00:00,34,36,3
