Trade Key,Position ID,Order Ticket,Symbol,Broker Symbol,Direction,Result,Entry Time UTC,Exit Or Archive End UTC,Timeframe,Bars CSV,Entry Bar Open UTC,Exit Bar Open UTC,Entry Bar Row Index,Exit Bar Row Index,Bars In Trade Window
2185883123,2185883123,2185883123,AUDJPY,AUDJPYm,long,Loss,2026-08-19T10:10:22.561000+00:00,2026-08-19T10:23:19.365000+00:00,4h,bars/AUDJPY/4h/AUDJPY_4h.csv,2026-08-19T08:00:00+00:00,2026-08-19T08:00:00+00:00,3,3,1
2185883123,2185883123,2185883123,AUDJPY,AUDJPYm,long,Loss,2026-08-19T10:10:22.561000+00:00,2026-08-19T10:23:19.365000+00:00,15m,bars/AUDJPY/15m/AUDJPY_15m.csv,2026-08-19T10:00:00+00:00,2026-08-19T10:15:00+00:00,62,63,2
2185883123,2185883123,2185883123,AUDJPY,AUDJPYm,long,Loss,2026-08-19T10:10:22.561000+00:00,2026-08-19T10:23:19.365000+00:00,5m,bars/AUDJPY/5m/AUDJPY_5m.csv,2026-08-19T10:10:00+00:00,2026-08-19T10:20:00+00:00,188,190,3
2186230352,2186230352,2186230352,XAUUSD,XAUUSDm,long,Loss,2026-08-19T11:10:17.746000+00:00,2026-08-19T11:41:31.063000+00:00,4h,bars/XAUUSD/4h/XAUUSD_4h.csv,2026-08-19T08:00:00+00:00,2026-08-19T08:00:00+00:00,3,3,1
2186230352,2186230352,2186230352,XAUUSD,XAUUSDm,long,Loss,2026-08-19T11:10:17.746000+00:00,2026-08-19T11:41:31.063000+00:00,15m,bars/XAUUSD/15m/XAUUSD_15m.csv,2026-08-19T11:00:00+00:00,2026-08-19T11:30:00+00:00,62,64,3
2186230352,2186230352,2186230352,XAUUSD,XAUUSDm,long,Loss,2026-08-19T11:10:17.746000+00:00,2026-08-19T11:41:31.063000+00:00,5m,bars/XAUUSD/5m/XAUUSD_5m.csv,2026-08-19T11:10:00+00:00,2026-08-19T11:40:00+00:00,188,194,7
2186496691,2186496691,2186496691,AUDUSD,AUDUSDm,long,Profit,2026-08-19T11:50:18.275000+00:00,2026-08-19T12:41:49.305000+00:00,4h,bars/AUDUSD/4h/AUDUSD_4h.csv,2026-08-19T08:00:00+00:00,2026-08-19T12:00:00+00:00,3,4,2
2186496691,2186496691,2186496691,AUDUSD,AUDUSDm,long,Profit,2026-08-19T11:50:18.275000+00:00,2026-08-19T12:41:49.305000+00:00,15m,bars/AUDUSD/15m/AUDUSD_15m.csv,2026-08-19T11:45:00+00:00,2026-08-19T12:30:00+00:00,69,72,4
2186496691,2186496691,2186496691,AUDUSD,AUDUSDm,long,Profit,2026-08-19T11:50:18.275000+00:00,2026-08-19T12:41:49.305000+00:00,5m,bars/AUDUSD/5m/AUDUSD_5m.csv,2026-08-19T11:50:00+00:00,2026-08-19T12:40:00+00:00,208,218,11
2186497247,2186497247,2186497247,NZDUSD,NZDUSDm,long,Profit,2026-08-19T11:50:22.878000+00:00,2026-08-19T12:47:17.394000+00:00,4h,bars/NZDUSD/4h/NZDUSD_4h.csv,2026-08-19T08:00:00+00:00,2026-08-19T12:00:00+00:00,3,4,2
2186497247,2186497247,2186497247,NZDUSD,NZDUSDm,long,Profit,2026-08-19T11:50:22.878000+00:00,2026-08-19T12:47:17.394000+00:00,15m,bars/NZDUSD/15m/NZDUSD_15m.csv,2026-08-19T11:45:00+00:00,2026-08-19T12:45:00+00:00,69,73,5
2186497247,2186497247,2186497247,NZDUSD,NZDUSDm,long,Profit,2026-08-19T11:50:22.878000+00:00,2026-08-19T12:47:17.394000+00:00,5m,bars/NZDUSD/5m/NZDUSD_5m.csv,2026-08-19T11:50:00+00:00,2026-08-19T12:45:00+00:00,208,219,12
2186498159,2186498159,2186498159,AUDCAD,AUDCADm,long,Profit,2026-08-19T11:50:29.740000+00:00,2026-08-19T13:10:40.575000+00:00,4h,bars/AUDCAD/4h/AUDCAD_4h.csv,2026-08-19T08:00:00+00:00,2026-08-19T12:00:00+00:00,3,4,2
2186498159,2186498159,2186498159,AUDCAD,AUDCADm,long,Profit,2026-08-19T11:50:29.740000+00:00,2026-08-19T13:10:40.575000+00:00,15m,bars/AUDCAD/15m/AUDCAD_15m.csv,2026-08-19T11:45:00+00:00,2026-08-19T13:00:00+00:00,69,74,6
2186498159,2186498159,2186498159,AUDCAD,AUDCADm,long,Profit,2026-08-19T11:50:29.740000+00:00,2026-08-19T13:10:40.575000+00:00,5m,bars/AUDCAD/5m/AUDCAD_5m.csv,2026-08-19T11:50:00+00:00,2026-08-19T13:10:00+00:00,208,224,17
2186626231,2186626231,2186626231,XAUUSD,XAUUSDm,long,Profit,2026-08-19T12:10:26.920000+00:00,2026-08-19T12:36:41.989000+00:00,4h,bars/XAUUSD/4h/XAUUSD_4h.csv,2026-08-19T12:00:00+00:00,2026-08-19T12:00:00+00:00,4,4,1
2186626231,2186626231,2186626231,XAUUSD,XAUUSDm,long,Profit,2026-08-19T12:10:26.920000+00:00,2026-08-19T12:36:41.989000+00:00,15m,bars/XAUUSD/15m/XAUUSD_15m.csv,2026-08-19T12:00:00+00:00,2026-08-19T12:30:00+00:00,66,68,3
2186626231,2186626231,2186626231,XAUUSD,XAUUSDm,long,Profit,2026-08-19T12:10:26.920000+00:00,2026-08-19T12:36:41.989000+00:00,5m,bars/XAUUSD/5m/XAUUSD_5m.csv,2026-08-19T12:10:00+00:00,2026-08-19T12:35:00+00:00,200,205,6
2186868252,2186868252,2186868252,NZDJPY,NZDJPYm,short,Loss,2026-08-19T12:35:29.198000+00:00,2026-08-19T12:35:56.587000+00:00,4h,bars/NZDJPY/4h/NZDJPY_4h.csv,2026-08-19T12:00:00+00:00,2026-08-19T12:00:00+00:00,4,4,1
2186868252,2186868252,2186868252,NZDJPY,NZDJPYm,short,Loss,2026-08-19T12:35:29.198000+00:00,2026-08-19T12:35:56.587000+00:00,15m,bars/NZDJPY/15m/NZDJPY_15m.csv,2026-08-19T12:30:00+00:00,2026-08-19T12:30:00+00:00,72,72,1
2186868252,2186868252,2186868252,NZDJPY,NZDJPYm,short,Loss,2026-08-19T12:35:29.198000+00:00,2026-08-19T12:35:56.587000+00:00,5m,bars/NZDJPY/5m/NZDJPY_5m.csv,2026-08-19T12:35:00+00:00,2026-08-19T12:35:00+00:00,217,217,1
2187624002,2187624002,2187624002,NZDCHF,NZDCHFm,long,Loss,2026-08-19T13:05:26.311000+00:00,2026-08-19T13:50:01.283000+00:00,4h,bars/NZDCHF/4h/NZDCHF_4h.csv,2026-08-19T12:00:00+00:00,2026-08-19T12:00:00+00:00,4,4,1
