time_utc,Day_IST,Time_IST,time,open,high,low,close,tick_volume,spread,real_volume
2021-03-02T20:00:00+00:00,2021-03-03,01:30:00,1614715200,1733.218,1740.604,1733.218,1736.658,5445,0,0
2021-03-03T00:00:00+00:00,2021-03-03,05:30:00,1614729600,1736.647,1737.575,1730.103,1734.894,15234,0,0
2021-03-03T04:00:00+00:00,2021-03-03,09:30:00,1614744000,1734.89,1736.029,1730.576,1733.48,14474,0,0
2021-03-03T08:00:00+00:00,2021-03-03,13:30:00,1614758400,1733.446,1733.616,1721.566,1724.286,19555,0,0
2021-03-03T12:00:00+00:00,2021-03-03,17:30:00,1614772800,1724.319,1726.748,1701.868,1716.083,50535,0,0
2021-03-03T16:00:00+00:00,2021-03-03,21:30:00,1614787200,1716.052,1725.224,1712.166,1715.77,30233,0,0
2021-03-03T20:00:00+00:00,2021-03-04,01:30:00,1614801600,1715.817,1717.229,1708.252,1710.568,11289,0,0
2021-03-04T00:00:00+00:00,2021-03-04,05:30:00,1614816000,1710.564,1716.755,1708.921,1709.629,17945,0,0
2021-03-04T04:00:00+00:00,2021-03-04,09:30:00,1614830400,1709.599,1721.289,1706.62,1718.012,21331,0,0
2021-03-04T08:00:00+00:00,2021-03-04,13:30:00,1614844800,1717.981,1719.08,1706.325,1715.784,26256,0,0
2021-03-04T12:00:00+00:00,2021-03-04,17:30:00,1614859200,1715.815,1723.265,1709.579,1718.838,39456,0,0
2021-03-04T16:00:00+00:00,2021-03-04,21:30:00,1614873600,1718.805,1722.489,1690.543,1699.189,58979,0,0
2021-03-04T20:00:00+00:00,2021-03-05,01:30:00,1614888000,1699.153,1700.633,1693.368,1694.41,14887,0,0
2021-03-05T00:00:00+00:00,2021-03-05,05:30:00,1614902400,1694.377,1695.795,1687.32,1694.442,22837,0,0
2021-03-05T04:00:00+00:00,2021-03-05,09:30:00,1614916800,1694.438,1700.516,1691.761,1696.663,18836,0,0
2021-03-05T08:00:00+00:00,2021-03-05,13:30:00,1614931200,1696.695,1698.918,1691.062,1694.917,21423,0,0
2021-03-05T12:00:00+00:00,2021-03-05,17:30:00,1614945600,1694.885,1707.731,1687.419,1697.12,55296,0,0
2021-03-05T16:00:00+00:00,2021-03-05,21:30:00,1614960000,1697.151,1705.253,1694.508,1699.191,28723,0,0
2021-03-05T20:00:00+00:00,2021-03-06,01:30:00,1614974400,1699.187,1701.822,1697.686,1700.976,5883,0,0
2021-03-07T20:00:00+00:00,2021-03-08,01:30:00,1615147200,1706.441,1714.055,1706.368,1707.826,4836,0,0
2021-03-08T00:00:00+00:00,2021-03-08,05:30:00,1615161600,1707.806,1714.353,1705.152,1705.676,21141,0,0
2021-03-08T04:00:00+00:00,2021-03-08,09:30:00,1615176000,1705.707,1709.67,1697.109,1699.3,18863,0,0
2021-03-08T08:00:00+00:00,2021-03-08,13:30:00,1615190400,1699.309,1700.739,1685.783,1685.783,22298,0,0
2021-03-08T12:00:00+00:00,2021-03-08,17:30:00,1615204800,1685.74,1696.599,1679.53,1681.75,37241,0,0
2021-03-08T16:00:00+00:00,2021-03-08,21:30:00,1615219200,1681.781,1685.263,1676.792,1685.229,21502,0,0
2021-03-08T20:00:00+00:00,2021-03-09,01:30:00,1615233600,1685.193,1685.696,1680.558,1684.753,8276,0,0
2021-03-09T00:00:00+00:00,2021-03-09,05:30:00,1615248000,1684.72,1691.639,1680.279,1689.466,18092,0,0
2021-03-09T04:00:00+00:00,2021-03-09,09:30:00,1615262400,1689.496,1698.542,1687.303,1697.495,18187,0,0
2021-03-09T08:00:00+00:00,2021-03-09,13:30:00,1615276800,1697.461,1711.526,1695.056,1709.102,21724,0,0
2021-03-09T12:00:00+00:00,2021-03-09,17:30:00,1615291200,1709.071,1720.666,1702.711,1713.223,38604,0,0
2021-03-09T16:00:00+00:00,2021-03-09,21:30:00,1615305600,1713.256,1719.732,1712.664,1717.132,20065,0,0
2021-03-09T20:00:00+00:00,2021-03-10,01:30:00,1615320000,1717.155,1718.262,1714.178,1715.981,8711,0,0
2021-03-10T00:00:00+00:00,2021-03-10,05:30:00,1615334400,1715.964,1719.579,1710.91,1712.663,17482,0,0
2021-03-10T04:00:00+00:00,2021-03-10,09:30:00,1615348800,1712.664,1716.746,1709.75,1715.367,15785,0,0
2021-03-10T08:00:00+00:00,2021-03-10,13:30:00,1615363200,1715.399,1715.585,1708.231,1711.97,17625,0,0
2021-03-10T12:00:00+00:00,2021-03-10,17:30:00,1615377600,1711.939,1723.704,1710.666,1719.181,37450,0,0
2021-03-10T16:00:00+00:00,2021-03-10,21:30:00,1615392000,1719.213,1726.044,1714.633,1724.061,24220,0,0
2021-03-10T20:00:00+00:00,2021-03-11,01:30:00,1615406400,1724.029,1727.23,1723.499,1726.791,7624,0,0
2021-03-11T00:00:00+00:00,2021-03-11,05:30:00,1615420800,1726.799,1734.697,1723.321,1731.862,15654,0,0
2021-03-11T04:00:00+00:00,2021-03-11,09:30:00,1615435200,1731.859,1738.008,1730.902,1736.853,15738,0,0
2021-03-11T08:00:00+00:00,2021-03-11,13:30:00,1615449600,1736.805,1739.904,1731.526,1733.508,18442,0,0
2021-03-11T12:00:00+00:00,2021-03-11,17:30:00,1615464000,1733.473,1737.271,1719.24,1725.473,34862,0,0
2021-03-11T16:00:00+00:00,2021-03-11,21:30:00,1615478400,1725.505,1728.424,1721.149,1724.845,21637,0,0
2021-03-11T20:00:00+00:00,2021-03-12,01:30:00,1615492800,1724.813,1725.099,1721.419,1722.745,7938,0,0
2021-03-12T00:00:00+00:00,2021-03-12,05:30:00,1615507200,1722.776,1728.029,1716.814,1718.433,16191,0,0
2021-03-12T04:00:00+00:00,2021-03-12,09:30:00,1615521600,1718.435,1719.817,1707.544,1710.447,20094,0,0
2021-03-12T08:00:00+00:00,2021-03-12,13:30:00,1615536000,1710.41,1711.386,1699.259,1703.365,22501,0,0
2021-03-12T12:00:00+00:00,2021-03-12,17:30:00,1615550400,1703.335,1708.824,1699.547,1707.205,34563,0,0
2021-03-12T16:00:00+00:00,2021-03-12,21:30:00,1615564800,1707.24,1725.428,1706.264,1722.621,23332,0,0
2021-03-12T20:00:00+00:00,2021-03-13,01:30:00,1615579200,1722.591,1729.311,1721.42,1726.889,5542,0,0
2021-03-14T20:00:00+00:00,2021-03-15,01:30:00,1615752000,1728.391,1728.488,1724.344,1725.435,5281,0,0
2021-03-15T00:00:00+00:00,2021-03-15,05:30:00,1615766400,1725.43,1734.108,1724.969,1727.884,17272,0,0
2021-03-15T04:00:00+00:00,2021-03-15,09:30:00,1615780800,1727.852,1728.012,1721.716,1722.773,16064,0,0
2021-03-15T08:00:00+00:00,2021-03-15,13:30:00,1615795200,1722.803,1732.654,1722.803,1729.839,18275,0,0
