pair,trade_number,direction,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,outcome,pnl_R,exit_reason
GBPUSD,29,short,2022-10-13T12:00:00+00:00,2022-10-14T08:00:00+00:00,1.12621,1.117134,1.147368,1.110579,win,0.429,Exit at 1.11713 via mean_revert -> WIN (+0.43R)
GBPUSD,30,long,2022-11-02T20:00:00+00:00,2022-11-03T08:00:00+00:00,1.13953,1.124417,1.124417,1.148878,loss,-1.0,Exit at 1.12442 via atr_stop -> LOSS (-1.00R)
GBPUSD,31,long,2022-11-28T20:00:00+00:00,2022-11-29T08:00:00+00:00,1.19524,1.204528,1.182713,1.205747,win,0.741,Exit at 1.20453 via mean_revert -> WIN (+0.74R)
GBPUSD,32,long,2022-12-15T20:00:00+00:00,2022-12-19T08:00:00+00:00,1.21907,1.223461,1.203909,1.229779,win,0.29,Exit at 1.22346 via mean_revert -> WIN (+0.29R)
GBPUSD,33,long,2023-02-02T20:00:00+00:00,2023-02-03T12:00:00+00:00,1.22323,1.210733,1.210733,1.230951,loss,-1.0,Exit at 1.21073 via atr_stop -> LOSS (-1.00R)
GBPUSD,34,short,2023-02-09T12:00:00+00:00,2023-02-10T00:00:00+00:00,1.21474,1.209133,1.225774,1.207767,win,0.508,Exit at 1.20913 via mean_revert -> WIN (+0.51R)
GBPUSD,35,short,2023-02-21T12:00:00+00:00,2023-02-22T08:00:00+00:00,1.21096,1.206844,1.221668,1.20397,win,0.384,Exit at 1.20684 via mean_revert -> WIN (+0.38R)
GBPUSD,36,short,2023-02-28T12:00:00+00:00,2023-02-28T20:00:00+00:00,1.20958,1.203243,1.219333,1.202532,win,0.65,Exit at 1.20324 via mean_revert -> WIN (+0.65R)
GBPUSD,37,short,2023-03-10T12:00:00+00:00,2023-03-10T12:00:00+00:00,1.1993,1.209579,1.209579,1.190925,loss,-1.0,Exit at 1.20958 via atr_stop -> LOSS (-1.00R)
GBPUSD,38,short,2023-03-10T20:00:00+00:00,2023-03-13T12:00:00+00:00,1.20322,1.215821,1.215821,1.191851,loss,-1.0,Exit at 1.21582 via atr_stop -> LOSS (-1.00R)
GBPUSD,39,long,2023-04-10T16:00:00+00:00,2023-04-11T00:00:00+00:00,1.23575,1.241289,1.227298,1.241963,win,0.655,Exit at 1.24129 via mean_revert -> WIN (+0.66R)
GBPUSD,40,long,2023-04-17T00:00:00+00:00,2023-04-18T08:00:00+00:00,1.24015,1.243054,1.23222,1.245468,win,0.366,Exit at 1.24305 via mean_revert -> WIN (+0.37R)
GBPUSD,41,long,2023-05-11T16:00:00+00:00,2023-05-15T12:00:00+00:00,1.25,1.25138,1.240414,1.259015,win,0.144,Exit at 1.25138 via mean_revert -> WIN (+0.14R)
GBPUSD,42,long,2023-06-28T16:00:00+00:00,2023-06-30T12:00:00+00:00,1.26358,1.265468,1.254977,1.270243,win,0.22,Exit at 1.26547 via mean_revert -> WIN (+0.22R)
GBPUSD,43,long,2023-07-19T08:00:00+00:00,2023-07-20T12:00:00+00:00,1.2948,1.285482,1.285482,1.305661,loss,-1.0,Exit at 1.28548 via atr_stop -> LOSS (-1.00R)
GBPUSD,44,long,2023-07-20T20:00:00+00:00,2023-07-24T04:00:00+00:00,1.28651,1.287528,1.27678,1.296795,win,0.105,Exit at 1.28753 via mean_revert -> WIN (+0.10R)
GBPUSD,45,short,2023-08-30T20:00:00+00:00,2023-08-31T12:00:00+00:00,1.27175,1.266161,1.280885,1.26393,win,0.612,Exit at 1.26616 via mean_revert -> WIN (+0.61R)
GBPUSD,46,short,2023-09-29T08:00:00+00:00,2023-09-29T12:00:00+00:00,1.22431,1.219014,1.23192,1.218685,win,0.696,Exit at 1.21901 via mean_revert -> WIN (+0.70R)
GBPUSD,47,short,2023-10-05T20:00:00+00:00,2023-10-06T12:00:00+00:00,1.2194,1.215005,1.228586,1.213184,win,0.478,Exit at 1.21500 via mean_revert -> WIN (+0.48R)
GBPUSD,48,short,2023-10-06T20:00:00+00:00,2023-10-09T04:00:00+00:00,1.22424,1.219135,1.234474,1.217109,win,0.499,Exit at 1.21913 via mean_revert -> WIN (+0.50R)
GBPUSD,49,short,2023-10-23T16:00:00+00:00,2023-10-24T12:00:00+00:00,1.22324,1.219391,1.232157,1.216603,win,0.432,Exit at 1.21939 via mean_revert -> WIN (+0.43R)
GBPUSD,50,long,2023-12-06T20:00:00+00:00,2023-12-07T12:00:00+00:00,1.25617,1.258839,1.247599,1.261434,win,0.311,Exit at 1.25884 via mean_revert -> WIN (+0.31R)
GBPUSD,51,long,2024-01-02T12:00:00+00:00,2024-01-03T20:00:00+00:00,1.26625,1.267251,1.256242,1.27329,win,0.1,Exit at 1.26725 via mean_revert -> WIN (+0.10R)
GBPUSD,52,long,2024-01-16T08:00:00+00:00,2024-01-17T08:00:00+00:00,1.26728,1.26875,1.259508,1.272464,win,0.189,Exit at 1.26875 via mean_revert -> WIN (+0.19R)
GBPUSD,53,long,2024-03-15T04:00:00+00:00,2024-03-19T08:00:00+00:00,1.27369,1.267608,1.267608,1.277602,loss,-1.0,Exit at 1.26761 via atr_stop -> LOSS (-1.00R)
GBPUSD,54,short,2024-04-03T20:00:00+00:00,2024-04-05T04:00:00+00:00,1.26495,1.261847,1.271093,1.260114,win,0.505,Exit at 1.26185 via mean_revert -> WIN (+0.51R)
GBPUSD,55,short,2024-04-24T04:00:00+00:00,2024-04-26T08:00:00+00:00,1.24564,1.253604,1.253604,1.240786,loss,-1.0,Exit at 1.25360 via atr_stop -> LOSS (-1.00R)
GBPUSD,56,long,2024-05-29T20:00:00+00:00,2024-05-30T12:00:00+00:00,1.27026,1.273627,1.264606,1.274301,win,0.595,Exit at 1.27363 via mean_revert -> WIN (+0.60R)
GBPUSD,57,long,2024-06-07T16:00:00+00:00,2024-06-11T08:00:00+00:00,1.27246,1.273965,1.265631,1.276701,win,0.22,Exit at 1.27397 via mean_revert -> WIN (+0.22R)
GBPUSD,58,long,2024-07-19T08:00:00+00:00,2024-07-23T00:00:00+00:00,1.29293,1.293319,1.28737,1.296736,win,0.07,Exit at 1.29332 via mean_revert -> WIN (+0.07R)
GBPUSD,59,long,2024-07-25T20:00:00+00:00,2024-07-26T16:00:00+00:00,1.28531,1.287716,1.279282,1.289081,win,0.399,Exit at 1.28772 via mean_revert -> WIN (+0.40R)
GBPUSD,60,long,2024-08-30T16:00:00+00:00,2024-09-02T12:00:00+00:00,1.3131,1.31551,1.305509,1.318649,win,0.317,Exit at 1.31551 via mean_revert -> WIN (+0.32R)
GBPUSD,61,long,2024-09-09T12:00:00+00:00,2024-09-11T04:00:00+00:00,1.30874,1.309595,1.301808,1.313127,win,0.123,Exit at 1.30960 via mean_revert -> WIN (+0.12R)
GBPUSD,62,long,2024-09-11T16:00:00+00:00,2024-09-12T08:00:00+00:00,1.30233,1.306042,1.294368,1.307666,win,0.466,Exit at 1.30604 via mean_revert -> WIN (+0.47R)
GBPUSD,63,long,2024-10-01T16:00:00+00:00,2024-10-03T04:00:00+00:00,1.32793,1.318936,1.318936,1.336048,loss,-1.0,Exit at 1.31894 via atr_stop -> LOSS (-1.00R)
GBPUSD,64,short,2024-11-05T20:00:00+00:00,2024-11-06T00:00:00+00:00,1.30211,1.297603,1.31059,1.296858,win,0.531,Exit at 1.29760 via mean_revert -> WIN (+0.53R)
GBPUSD,65,short,2024-11-27T16:00:00+00:00,2024-12-02T00:00:00+00:00,1.26769,1.268849,1.277497,1.25885,loss,-0.118,Exit at 1.26885 via mean_revert -> LOSS (-0.12R)
GBPUSD,66,short,2024-12-05T16:00:00+00:00,2024-12-06T16:00:00+00:00,1.2757,1.273105,1.284626,1.270178,win,0.291,Exit at 1.27311 via mean_revert -> WIN (+0.29R)
GBPUSD,67,short,2025-01-06T12:00:00+00:00,2025-01-07T20:00:00+00:00,1.25433,1.247914,1.262894,1.246831,win,0.749,Exit at 1.24791 via mean_revert -> WIN (+0.75R)
GBPUSD,68,short,2025-01-20T20:00:00+00:00,2025-01-21T00:00:00+00:00,1.23355,1.224914,1.246025,1.224491,win,0.692,Exit at 1.22491 via mean_revert -> WIN (+0.69R)
GBPUSD,69,long,2025-02-28T04:00:00+00:00,2025-03-03T08:00:00+00:00,1.25848,1.26107,1.250875,1.263134,win,0.341,Exit at 1.26107 via mean_revert -> WIN (+0.34R)
GBPUSD,70,long,2025-03-21T16:00:00+00:00,2025-03-24T04:00:00+00:00,1.28936,1.294278,1.281881,1.295654,win,0.658,Exit at 1.29428 via mean_revert -> WIN (+0.66R)
GBPUSD,71,long,2025-04-04T20:00:00+00:00,2025-04-07T12:00:00+00:00,1.28736,1.272912,1.272912,1.297816,loss,-1.0,Exit at 1.27291 via atr_stop -> LOSS (-1.00R)
GBPUSD,72,long,2025-05-01T16:00:00+00:00,2025-05-02T12:00:00+00:00,1.32727,1.332325,1.317951,1.334928,win,0.542,Exit at 1.33232 via mean_revert -> WIN (+0.54R)
GBPUSD,73,long,2025-05-28T16:00:00+00:00,2025-05-29T12:00:00+00:00,1.346,1.349097,1.337641,1.351355,win,0.37,Exit at 1.34910 via mean_revert -> WIN (+0.37R)
GBPUSD,74,long,2025-06-10T08:00:00+00:00,2025-06-10T12:00:00+00:00,1.34726,1.353199,1.338948,1.353487,win,0.715,Exit at 1.35320 via mean_revert -> WIN (+0.71R)
GBPUSD,75,long,2025-06-18T08:00:00+00:00,2025-06-19T16:00:00+00:00,1.34588,1.346619,1.335922,1.351973,win,0.074,Exit at 1.34662 via mean_revert -> WIN (+0.07R)
GBPUSD,76,long,2025-07-02T16:00:00+00:00,2025-07-04T04:00:00+00:00,1.36209,1.367021,1.352084,1.369831,win,0.493,Exit at 1.36702 via mean_revert -> WIN (+0.49R)
GBPUSD,77,short,2025-07-21T16:00:00+00:00,2025-07-23T12:00:00+00:00,1.34958,1.357164,1.357164,1.344078,loss,-1.0,Exit at 1.35716 via atr_stop -> LOSS (-1.00R)
GBPUSD,78,short,2025-08-07T08:00:00+00:00,2025-08-08T00:00:00+00:00,1.33744,1.345321,1.345321,1.33251,loss,-1.0,Exit at 1.34532 via atr_stop -> LOSS (-1.00R)
GBPUSD,79,long,2025-08-20T04:00:00+00:00,2025-08-21T12:00:00+00:00,1.34724,1.341536,1.341536,1.351558,loss,-1.0,Exit at 1.34154 via atr_stop -> LOSS (-1.00R)
GBPUSD,80,long,2025-09-18T16:00:00+00:00,2025-09-22T04:00:00+00:00,1.35479,1.34552,1.34552,1.360903,loss,-1.0,Exit at 1.34552 via atr_stop -> LOSS (-1.00R)
GBPUSD,81,short,2025-10-16T04:00:00+00:00,2025-10-17T12:00:00+00:00,1.34221,1.339897,1.351299,1.336059,win,0.254,Exit at 1.33990 via mean_revert -> WIN (+0.25R)
GBPUSD,82,short,2025-11-07T00:00:00+00:00,2025-11-11T04:00:00+00:00,1.31398,1.315008,1.321121,1.308802,loss,-0.144,Exit at 1.31501 via mean_revert -> LOSS (-0.14R)
GBPUSD,83,short,2025-11-25T16:00:00+00:00,2025-11-26T12:00:00+00:00,1.31767,1.314082,1.325904,1.311461,win,0.436,Exit at 1.31408 via mean_revert -> WIN (+0.44R)
GBPUSD,84,long,2026-01-08T20:00:00+00:00,2026-01-12T00:00:00+00:00,1.34309,1.343586,1.336451,1.347938,win,0.075,Exit at 1.34359 via mean_revert -> WIN (+0.07R)
GBPUSD,85,long,2026-02-02T00:00:00+00:00,2026-02-03T12:00:00+00:00,1.36765,1.369402,1.355906,1.375215,win,0.149,Exit at 1.36940 via mean_revert -> WIN (+0.15R)
GBPUSD,86,long,2026-02-05T20:00:00+00:00,2026-02-06T12:00:00+00:00,1.35489,1.361415,1.344169,1.363448,win,0.609,Exit at 1.36141 via mean_revert -> WIN (+0.61R)
GBPUSD,87,short,2026-03-10T08:00:00+00:00,2026-03-11T08:00:00+00:00,1.3477,1.341868,1.360572,1.339321,win,0.453,Exit at 1.34187 via mean_revert -> WIN (+0.45R)
GBPUSD,88,short,2026-03-19T20:00:00+00:00,2026-03-20T12:00:00+00:00,1.34308,1.336749,1.355048,1.334819,win,0.529,Exit at 1.33675 via mean_revert -> WIN (+0.53R)
GBPUSD,89,long,2026-04-20T00:00:00+00:00,2026-04-20T08:00:00+00:00,1.3483,1.352324,1.340833,1.353009,win,0.539,Exit at 1.35232 via mean_revert -> WIN (+0.54R)
AUDUSD,1,short,2021-06-23T12:00:00+00:00,2021-06-27T20:00:00+00:00,0.75743,0.758609,0.763899,0.753442,loss,-0.182,Exit at 0.75861 via mean_revert -> LOSS (-0.18R)
AUDUSD,2,short,2021-07-06T00:00:00+00:00,2021-07-06T04:00:00+00:00,0.75406,0.758713,0.758713,0.750957,loss,-1.0,Exit at 0.75871 via atr_stop -> LOSS (-1.00R)
AUDUSD,3,short,2021-07-06T12:00:00+00:00,2021-07-06T12:00:00+00:00,0.75742,0.752327,0.762855,0.752327,win,0.937,Exit at 0.75233 via mean_revert -> WIN (+0.94R)
AUDUSD,4,short,2021-08-04T08:00:00+00:00,2021-08-04T12:00:00+00:00,0.74235,0.738363,0.747683,0.738281,win,0.748,Exit at 0.73836 via mean_revert -> WIN (+0.75R)
AUDUSD,5,short,2021-08-23T20:00:00+00:00,2021-08-24T12:00:00+00:00,0.72151,0.727019,0.727019,0.717816,loss,-1.0,Exit at 0.72702 via atr_stop -> LOSS (-1.00R)
AUDUSD,6,short,2021-08-24T20:00:00+00:00,2021-08-26T12:00:00+00:00,0.72555,0.724809,0.730871,0.718924,win,0.139,Exit at 0.72481 via mean_revert -> WIN (+0.14R)
AUDUSD,7,short,2021-08-27T16:00:00+00:00,2021-09-01T12:00:00+00:00,0.7308,0.736345,0.736345,0.726755,loss,-1.0,Exit at 0.73634 via atr_stop -> LOSS (-1.00R)
AUDUSD,8,long,2021-09-08T08:00:00+00:00,2021-09-09T12:00:00+00:00,0.73642,0.738653,0.731415,0.741222,win,0.446,Exit at 0.73865 via mean_revert -> WIN (+0.45R)
AUDUSD,9,short,2021-10-04T12:00:00+00:00,2021-10-05T04:00:00+00:00,0.7289,0.726247,0.735695,0.724552,win,0.39,Exit at 0.72625 via mean_revert -> WIN (+0.39R)
AUDUSD,10,long,2021-11-02T12:00:00+00:00,2021-11-03T20:00:00+00:00,0.74656,0.746782,0.740462,0.750641,win,0.036,Exit at 0.74678 via mean_revert -> WIN (+0.04R)
AUDUSD,11,short,2021-11-15T12:00:00+00:00,2021-11-16T08:00:00+00:00,0.73666,0.733533,0.741729,0.733218,win,0.617,Exit at 0.73353 via mean_revert -> WIN (+0.62R)
AUDUSD,12,short,2021-12-07T16:00:00+00:00,2021-12-08T16:00:00+00:00,0.71159,0.717886,0.717886,0.706662,loss,-1.0,Exit at 0.71789 via atr_stop -> LOSS (-1.00R)
AUDUSD,13,short,2021-12-09T00:00:00+00:00,2021-12-10T00:00:00+00:00,0.71684,0.713711,0.722956,0.709953,win,0.512,Exit at 0.71371 via mean_revert -> WIN (+0.51R)
AUDUSD,14,short,2021-12-16T12:00:00+00:00,2021-12-17T04:00:00+00:00,0.72077,0.715541,0.727662,0.714781,win,0.759,Exit at 0.71554 via mean_revert -> WIN (+0.76R)
AUDUSD,15,short,2022-02-01T12:00:00+00:00,2022-02-03T08:00:00+00:00,0.70987,0.710982,0.717431,0.705009,loss,-0.147,Exit at 0.71098 via mean_revert -> LOSS (-0.15R)
AUDUSD,16,long,2022-03-08T08:00:00+00:00,2022-03-09T08:00:00+00:00,0.72761,0.731828,0.718728,0.733021,win,0.475,Exit at 0.73183 via mean_revert -> WIN (+0.47R)
AUDUSD,17,long,2022-03-14T04:00:00+00:00,2022-03-15T00:00:00+00:00,0.72527,0.71821,0.71821,0.730649,loss,-1.0,Exit at 0.71821 via atr_stop -> LOSS (-1.00R)
AUDUSD,18,long,2022-04-07T04:00:00+00:00,2022-04-12T00:00:00+00:00,0.74803,0.73997,0.73997,0.753315,loss,-1.0,Exit at 0.73997 via atr_stop -> LOSS (-1.00R)
AUDUSD,19,short,2022-05-04T20:00:00+00:00,2022-05-05T12:00:00+00:00,0.72569,0.714766,0.735988,0.711505,win,1.061,Exit at 0.71477 via mean_revert -> WIN (+1.06R)
AUDUSD,20,short,2022-05-17T04:00:00+00:00,2022-05-18T12:00:00+00:00,0.69955,0.698588,0.709319,0.693151,win,0.098,Exit at 0.69859 via mean_revert -> WIN (+0.10R)
AUDUSD,21,short,2022-05-23T12:00:00+00:00,2022-05-24T00:00:00+00:00,0.71132,0.706884,0.720983,0.705408,win,0.459,Exit at 0.70688 via mean_revert -> WIN (+0.46R)
AUDUSD,22,short,2022-06-16T20:00:00+00:00,2022-06-17T04:00:00+00:00,0.70559,0.697843,0.716919,0.697045,win,0.684,Exit at 0.69784 via mean_revert -> WIN (+0.68R)
AUDUSD,23,short,2022-07-19T08:00:00+00:00,2022-07-21T04:00:00+00:00,0.68796,0.688079,0.696356,0.68065,loss,-0.014,Exit at 0.68808 via mean_revert -> LOSS (-0.01R)
AUDUSD,24,long,2022-08-15T12:00:00+00:00,2022-08-17T08:00:00+00:00,0.70277,0.695607,0.695607,0.707739,loss,-1.0,Exit at 0.69561 via atr_stop -> LOSS (-1.00R)
AUDUSD,25,short,2022-09-09T04:00:00+00:00,2022-09-13T08:00:00+00:00,0.68235,0.691134,0.691134,0.677039,loss,-1.0,Exit at 0.69113 via atr_stop -> LOSS (-1.00R)
AUDUSD,26,short,2022-10-21T20:00:00+00:00,2022-10-24T04:00:00+00:00,0.63899,0.632468,0.650802,0.631633,win,0.552,Exit at 0.63247 via mean_revert -> WIN (+0.55R)
AUDUSD,27,long,2022-11-21T12:00:00+00:00,2022-11-22T08:00:00+00:00,0.66184,0.664552,0.652173,0.667706,win,0.281,Exit at 0.66455 via mean_revert -> WIN (+0.28R)
AUDUSD,28,long,2022-11-28T20:00:00+00:00,2022-11-29T04:00:00+00:00,0.66466,0.671115,0.656599,0.671795,win,0.801,Exit at 0.67111 via mean_revert -> WIN (+0.80R)
AUDUSD,29,long,2022-12-05T20:00:00+00:00,2022-12-07T12:00:00+00:00,0.66965,0.672951,0.659315,0.67787,win,0.319,Exit at 0.67295 via mean_revert -> WIN (+0.32R)
AUDUSD,30,long,2022-12-15T16:00:00+00:00,2022-12-20T00:00:00+00:00,0.67229,0.670914,0.66223,0.67861,loss,-0.137,Exit at 0.67091 via mean_revert -> LOSS (-0.14R)
AUDUSD,31,long,2023-01-19T08:00:00+00:00,2023-01-20T04:00:00+00:00,0.68892,0.693561,0.67974,0.695179,win,0.506,Exit at 0.69356 via mean_revert -> WIN (+0.51R)
AUDUSD,32,long,2023-01-31T04:00:00+00:00,2023-02-01T04:00:00+00:00,0.70347,0.705841,0.696717,0.708005,win,0.351,Exit at 0.70584 via mean_revert -> WIN (+0.35R)
AUDUSD,33,long,2023-02-03T16:00:00+00:00,2023-02-06T12:00:00+00:00,0.69756,0.688003,0.688003,0.705666,loss,-1.0,Exit at 0.68800 via atr_stop -> LOSS (-1.00R)
AUDUSD,34,short,2023-06-01T16:00:00+00:00,2023-06-06T04:00:00+00:00,0.65763,0.664857,0.664857,0.653087,loss,-1.0,Exit at 0.66486 via atr_stop -> LOSS (-1.00R)
AUDUSD,35,long,2023-06-20T12:00:00+00:00,2023-06-22T00:00:00+00:00,0.67848,0.680144,0.671999,0.683856,win,0.257,Exit at 0.68014 via mean_revert -> WIN (+0.26R)
AUDUSD,36,long,2023-07-19T12:00:00+00:00,2023-07-20T00:00:00+00:00,0.6764,0.679218,0.669999,0.680348,win,0.44,Exit at 0.67922 via mean_revert -> WIN (+0.44R)
AUDUSD,37,long,2023-07-21T12:00:00+00:00,2023-07-24T08:00:00+00:00,0.67342,0.675496,0.666632,0.677526,win,0.306,Exit at 0.67550 via mean_revert -> WIN (+0.31R)
AUDUSD,38,short,2023-08-24T00:00:00+00:00,2023-08-24T08:00:00+00:00,0.64808,0.644629,0.654391,0.644029,win,0.547,Exit at 0.64463 via mean_revert -> WIN (+0.55R)
AUDUSD,39,short,2023-08-29T20:00:00+00:00,2023-08-31T08:00:00+00:00,0.64837,0.646652,0.654981,0.643763,win,0.26,Exit at 0.64665 via mean_revert -> WIN (+0.26R)
AUDUSD,40,short,2023-09-11T08:00:00+00:00,2023-09-12T12:00:00+00:00,0.64345,0.641431,0.648867,0.639809,win,0.373,Exit at 0.64143 via mean_revert -> WIN (+0.37R)
AUDUSD,41,short,2023-10-17T16:00:00+00:00,2023-10-18T12:00:00+00:00,0.63761,0.635144,0.643209,0.633998,win,0.44,Exit at 0.63514 via mean_revert -> WIN (+0.44R)
AUDUSD,42,short,2023-10-24T08:00:00+00:00,2023-10-25T08:00:00+00:00,0.6365,0.634605,0.641703,0.633264,win,0.364,Exit at 0.63460 via mean_revert -> WIN (+0.36R)
AUDUSD,43,long,2023-11-07T12:00:00+00:00,2023-11-10T00:00:00+00:00,0.64178,0.635736,0.635736,0.645717,loss,-1.0,Exit at 0.63574 via atr_stop -> LOSS (-1.00R)
AUDUSD,44,long,2023-12-05T12:00:00+00:00,2023-12-07T08:00:00+00:00,0.65614,0.657228,0.64936,0.660869,win,0.161,Exit at 0.65723 via mean_revert -> WIN (+0.16R)
AUDUSD,45,long,2024-01-02T16:00:00+00:00,2024-01-03T12:00:00+00:00,0.67681,0.670511,0.670511,0.681453,loss,-1.0,Exit at 0.67051 via atr_stop -> LOSS (-1.00R)
AUDUSD,46,long,2024-01-03T20:00:00+00:00,2024-01-05T12:00:00+00:00,0.67297,0.666745,0.666745,0.677804,loss,-1.0,Exit at 0.66674 via atr_stop -> LOSS (-1.00R)
AUDUSD,47,short,2024-02-16T20:00:00+00:00,2024-02-20T00:00:00+00:00,0.65336,0.652994,0.657968,0.650469,win,0.079,Exit at 0.65299 via mean_revert -> WIN (+0.08R)
AUDUSD,48,short,2024-04-23T16:00:00+00:00,2024-04-24T00:00:00+00:00,0.64776,0.652809,0.652809,0.644374,loss,-1.0,Exit at 0.65281 via atr_stop -> LOSS (-1.00R)
AUDUSD,49,short,2024-04-24T08:00:00+00:00,2024-04-25T12:00:00+00:00,0.65055,0.648887,0.655648,0.646012,win,0.326,Exit at 0.64889 via mean_revert -> WIN (+0.33R)
AUDUSD,50,long,2024-05-08T12:00:00+00:00,2024-05-09T12:00:00+00:00,0.65644,0.658789,0.6516,0.659522,win,0.485,Exit at 0.65879 via mean_revert -> WIN (+0.49R)
AUDUSD,51,long,2024-05-22T16:00:00+00:00,2024-05-23T12:00:00+00:00,0.66347,0.664709,0.658969,0.666472,win,0.275,Exit at 0.66471 via mean_revert -> WIN (+0.28R)
AUDUSD,52,long,2024-05-23T20:00:00+00:00,2024-05-24T12:00:00+00:00,0.66037,0.662707,0.655217,0.663875,win,0.454,Exit at 0.66271 via mean_revert -> WIN (+0.45R)
AUDUSD,53,long,2024-05-30T04:00:00+00:00,2024-05-30T12:00:00+00:00,0.66088,0.663317,0.656556,0.663488,win,0.564,Exit at 0.66332 via mean_revert -> WIN (+0.56R)
AUDUSD,54,long,2024-07-16T16:00:00+00:00,2024-07-17T08:00:00+00:00,0.67247,0.675245,0.668352,0.675825,win,0.674,Exit at 0.67524 via mean_revert -> WIN (+0.67R)
AUDUSD,55,long,2024-07-18T20:00:00+00:00,2024-07-21T20:00:00+00:00,0.67034,0.671092,0.66628,0.672996,win,0.185,Exit at 0.67109 via mean_revert -> WIN (+0.19R)
AUDUSD,56,short,2024-08-09T04:00:00+00:00,2024-08-09T20:00:00+00:00,0.66013,0.657116,0.667313,0.655634,win,0.42,Exit at 0.65712 via mean_revert -> WIN (+0.42R)
AUDUSD,57,long,2024-09-03T04:00:00+00:00,2024-09-04T00:00:00+00:00,0.6745,0.669551,0.669551,0.677695,loss,-1.0,Exit at 0.66955 via atr_stop -> LOSS (-1.00R)
AUDUSD,58,long,2024-09-04T08:00:00+00:00,2024-09-04T12:00:00+00:00,0.67077,0.674227,0.665626,0.67467,win,0.672,Exit at 0.67423 via mean_revert -> WIN (+0.67R)
AUDUSD,59,long,2024-10-03T16:00:00+00:00,2024-10-07T08:00:00+00:00,0.68422,0.678325,0.678325,0.68809,loss,-1.0,Exit at 0.67832 via atr_stop -> LOSS (-1.00R)
AUDUSD,60,short,2024-11-05T16:00:00+00:00,2024-11-06T00:00:00+00:00,0.66338,0.660371,0.66858,0.659677,win,0.579,Exit at 0.66037 via mean_revert -> WIN (+0.58R)
AUDUSD,61,short,2024-11-19T04:00:00+00:00,2024-11-19T08:00:00+00:00,0.65211,0.648579,0.65768,0.64838,win,0.634,Exit at 0.64858 via mean_revert -> WIN (+0.63R)
AUDUSD,62,short,2024-11-19T20:00:00+00:00,2024-11-20T08:00:00+00:00,0.65306,0.650158,0.658827,0.649234,win,0.503,Exit at 0.65016 via mean_revert -> WIN (+0.50R)
AUDUSD,63,short,2025-01-06T12:00:00+00:00,2025-01-07T12:00:00+00:00,0.62857,0.624118,0.633837,0.622301,win,0.845,Exit at 0.62412 via mean_revert -> WIN (+0.85R)
AUDUSD,64,short,2025-01-15T16:00:00+00:00,2025-01-16T04:00:00+00:00,0.6226,0.619742,0.628193,0.618605,win,0.511,Exit at 0.61974 via mean_revert -> WIN (+0.51R)
AUDUSD,65,short,2025-01-20T20:00:00+00:00,2025-01-21T00:00:00+00:00,0.62738,0.623356,0.63429,0.623132,win,0.582,Exit at 0.62336 via mean_revert -> WIN (+0.58R)
AUDUSD,66,short,2025-04-10T04:00:00+00:00,2025-04-15T00:00:00+00:00,0.61753,0.634469,0.634469,0.606,loss,-1.0,Exit at 0.63447 via atr_stop -> LOSS (-1.00R)
AUDUSD,67,long,2025-05-08T20:00:00+00:00,2025-05-11T20:00:00+00:00,0.6401,0.642517,0.633553,0.644406,win,0.369,Exit at 0.64252 via mean_revert -> WIN (+0.37R)
AUDUSD,68,long,2025-05-28T16:00:00+00:00,2025-05-29T08:00:00+00:00,0.64164,0.644697,0.636334,0.645969,win,0.576,Exit at 0.64470 via mean_revert -> WIN (+0.58R)
AUDUSD,69,long,2025-07-07T04:00:00+00:00,2025-07-08T04:00:00+00:00,0.65159,0.653427,0.64712,0.655483,win,0.411,Exit at 0.65343 via mean_revert -> WIN (+0.41R)
AUDUSD,70,long,2025-07-15T16:00:00+00:00,2025-07-16T12:00:00+00:00,0.65198,0.654206,0.646608,0.655682,win,0.414,Exit at 0.65421 via mean_revert -> WIN (+0.41R)
AUDUSD,71,long,2025-07-28T12:00:00+00:00,2025-07-30T12:00:00+00:00,0.65294,0.648376,0.648376,0.657197,loss,-1.0,Exit at 0.64838 via atr_stop -> LOSS (-1.00R)
AUDUSD,72,short,2025-08-22T16:00:00+00:00,2025-08-27T04:00:00+00:00,0.64833,0.648594,0.65309,0.644683,loss,-0.055,Exit at 0.64859 via mean_revert -> LOSS (-0.06R)
AUDUSD,73,long,2025-09-02T08:00:00+00:00,2025-09-03T08:00:00+00:00,0.65044,0.652678,0.646622,0.653068,win,0.586,Exit at 0.65268 via mean_revert -> WIN (+0.59R)
AUDUSD,74,long,2025-09-18T16:00:00+00:00,2025-09-23T00:00:00+00:00,0.66132,0.660027,0.656081,0.66533,loss,-0.247,Exit at 0.66003 via mean_revert -> LOSS (-0.25R)
AUDUSD,75,short,2025-11-26T04:00:00+00:00,2025-11-28T12:00:00+00:00,0.65011,0.655247,0.655247,0.646658,loss,-1.0,Exit at 0.65525 via atr_stop -> LOSS (-1.00R)
AUDUSD,76,long,2025-12-18T00:00:00+00:00,2025-12-18T12:00:00+00:00,0.66006,0.661917,0.655978,0.662546,win,0.455,Exit at 0.66192 via mean_revert -> WIN (+0.45R)
AUDUSD,77,long,2025-12-31T16:00:00+00:00,2026-01-02T00:00:00+00:00,0.66682,0.66886,0.663312,0.669386,win,0.581,Exit at 0.66886 via mean_revert -> WIN (+0.58R)
