pair,trade_number,direction,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,outcome,pnl_R,exit_reason
GBPUSD,11,short,2021-09-23T16:00:00+00:00,2021-09-24T08:00:00+00:00,1.37447,1.36899,1.38317,1.367981,win,0.63,Exit at 1.36899 via mean_revert -> WIN (+0.63R)
GBPUSD,12,short,2021-10-04T00:00:00+00:00,2021-10-06T04:00:00+00:00,1.357,1.359374,1.366397,1.351025,loss,-0.253,Exit at 1.35937 via mean_revert -> LOSS (-0.25R)
GBPUSD,13,short,2021-12-16T16:00:00+00:00,2021-12-17T12:00:00+00:00,1.33308,1.328162,1.34249,1.326062,win,0.523,Exit at 1.32816 via mean_revert -> WIN (+0.52R)
GBPUSD,14,short,2021-12-22T12:00:00+00:00,2021-12-23T08:00:00+00:00,1.33137,1.339237,1.339237,1.325713,loss,-1.0,Exit at 1.33924 via atr_stop -> LOSS (-1.00R)
GBPUSD,15,long,2022-01-17T16:00:00+00:00,2022-01-18T12:00:00+00:00,1.3649,1.358545,1.358545,1.368722,loss,-1.0,Exit at 1.35855 via atr_stop -> LOSS (-1.00R)
GBPUSD,16,long,2022-01-18T20:00:00+00:00,2022-01-19T08:00:00+00:00,1.35973,1.363534,1.353044,1.365337,win,0.569,Exit at 1.36353 via mean_revert -> WIN (+0.57R)
GBPUSD,17,long,2022-01-24T08:00:00+00:00,2022-01-24T12:00:00+00:00,1.35426,1.348027,1.348027,1.358029,loss,-1.0,Exit at 1.34803 via atr_stop -> LOSS (-1.00R)
GBPUSD,18,short,2022-02-01T12:00:00+00:00,2022-02-02T12:00:00+00:00,1.34943,1.358058,1.358058,1.343212,loss,-1.0,Exit at 1.35806 via atr_stop -> LOSS (-1.00R)
GBPUSD,19,short,2022-03-16T20:00:00+00:00,2022-03-17T12:00:00+00:00,1.31535,1.309732,1.326323,1.307118,win,0.512,Exit at 1.30973 via mean_revert -> WIN (+0.51R)
GBPUSD,20,short,2022-03-22T16:00:00+00:00,2022-03-23T08:00:00+00:00,1.3259,1.320925,1.336542,1.318934,win,0.467,Exit at 1.32093 via mean_revert -> WIN (+0.47R)
GBPUSD,21,short,2022-04-13T20:00:00+00:00,2022-04-14T12:00:00+00:00,1.31098,1.306226,1.31965,1.304427,win,0.548,Exit at 1.30623 via mean_revert -> WIN (+0.55R)
GBPUSD,22,short,2022-05-17T00:00:00+00:00,2022-05-17T08:00:00+00:00,1.23258,1.243855,1.243855,1.225807,loss,-1.0,Exit at 1.24386 via atr_stop -> LOSS (-1.00R)
GBPUSD,23,short,2022-05-17T16:00:00+00:00,2022-05-18T16:00:00+00:00,1.24694,1.23747,1.259318,1.230301,win,0.765,Exit at 1.23747 via mean_revert -> WIN (+0.77R)
GBPUSD,24,short,2022-05-23T04:00:00+00:00,2022-05-24T08:00:00+00:00,1.2543,1.252902,1.265672,1.24695,win,0.123,Exit at 1.25290 via mean_revert -> WIN (+0.12R)
GBPUSD,25,short,2022-06-16T16:00:00+00:00,2022-06-17T12:00:00+00:00,1.23426,1.219554,1.255172,1.215909,win,0.703,Exit at 1.21955 via mean_revert -> WIN (+0.70R)
GBPUSD,26,short,2022-07-18T12:00:00+00:00,2022-07-20T08:00:00+00:00,1.19693,1.196551,1.208861,1.189671,win,0.032,Exit at 1.19655 via mean_revert -> WIN (+0.03R)
GBPUSD,27,short,2022-09-12T08:00:00+00:00,2022-09-13T12:00:00+00:00,1.16857,1.164415,1.181659,1.157509,win,0.317,Exit at 1.16442 via mean_revert -> WIN (+0.32R)
GBPUSD,28,short,2022-09-29T16:00:00+00:00,2022-10-04T04:00:00+00:00,1.10459,1.135277,1.135277,1.083531,loss,-1.0,Exit at 1.13528 via atr_stop -> LOSS (-1.00R)
