time_utc,Day_IST,Time_IST,time,open,high,low,close,tick_volume,spread,real_volume
2026-08-17T00:00:00+00:00,2026-08-17,05:30:00,1786924800,1.87903,1.87926,1.87897,1.8791099999999998,158,18,0
2026-08-17T00:05:00+00:00,2026-08-17,05:35:00,1786925100,1.8791099999999998,1.8791099999999998,1.8789,1.8789500000000001,108,18,0
2026-08-17T00:10:00+00:00,2026-08-17,05:40:00,1786925400,1.8789500000000001,1.87907,1.87892,1.87904,83,18,0
2026-08-17T00:15:00+00:00,2026-08-17,05:45:00,1786925700,1.87904,1.87906,1.8789500000000001,1.87897,89,18,0
2026-08-17T00:20:00+00:00,2026-08-17,05:50:00,1786926000,1.87896,1.87907,1.87886,1.87907,84,18,0
2026-08-17T00:25:00+00:00,2026-08-17,05:55:00,1786926300,1.87907,1.8791,1.87888,1.87899,86,18,0
2026-08-17T00:30:00+00:00,2026-08-17,06:00:00,1786926600,1.8789799999999999,1.87923,1.87896,1.87915,94,18,0
2026-08-17T00:35:00+00:00,2026-08-17,06:05:00,1786926900,1.87915,1.8791799999999999,1.8790499999999999,1.8790499999999999,97,18,0
2026-08-17T00:40:00+00:00,2026-08-17,06:10:00,1786927200,1.87907,1.8792900000000001,1.8790200000000001,1.87924,80,18,0
2026-08-17T00:45:00+00:00,2026-08-17,06:15:00,1786927500,1.8792499999999999,1.87939,1.87923,1.87931,74,18,0
2026-08-17T00:50:00+00:00,2026-08-17,06:20:00,1786927800,1.87931,1.8795199999999999,1.8792,1.8794300000000002,104,18,0
2026-08-17T00:55:00+00:00,2026-08-17,06:25:00,1786928100,1.87944,1.87957,1.87933,1.8795199999999999,120,18,0
2026-08-17T01:00:00+00:00,2026-08-17,06:30:00,1786928400,1.87951,1.87958,1.8794,1.87958,138,18,0
2026-08-17T01:05:00+00:00,2026-08-17,06:35:00,1786928700,1.87958,1.8796599999999999,1.87948,1.8795199999999999,115,18,0
2026-08-17T01:10:00+00:00,2026-08-17,06:40:00,1786929000,1.87951,1.87971,1.87951,1.8796300000000001,103,18,0
2026-08-17T01:15:00+00:00,2026-08-17,06:45:00,1786929300,1.8796300000000001,1.87971,1.8795899999999999,1.8797000000000001,93,18,0
2026-08-17T01:20:00+00:00,2026-08-17,06:50:00,1786929600,1.87971,1.87994,1.87967,1.8797700000000002,123,18,0
2026-08-17T01:25:00+00:00,2026-08-17,06:55:00,1786929900,1.87978,1.87987,1.87961,1.87962,102,18,0
2026-08-17T01:30:00+00:00,2026-08-17,07:00:00,1786930200,1.87962,1.87962,1.87949,1.87951,90,18,0
2026-08-17T01:35:00+00:00,2026-08-17,07:05:00,1786930500,1.87951,1.8796,1.8794,1.8795,93,18,0
2026-08-17T01:40:00+00:00,2026-08-17,07:10:00,1786930800,1.8795,1.87954,1.87937,1.87948,102,18,0
2026-08-17T01:45:00+00:00,2026-08-17,07:15:00,1786931100,1.87949,1.87958,1.87942,1.87955,87,18,0
2026-08-17T01:50:00+00:00,2026-08-17,07:20:00,1786931400,1.87955,1.8795899999999999,1.8794499999999998,1.87953,87,18,0
2026-08-17T01:55:00+00:00,2026-08-17,07:25:00,1786931700,1.87953,1.8795600000000001,1.87941,1.8795199999999999,88,18,0
2026-08-17T02:00:00+00:00,2026-08-17,07:30:00,1786932000,1.87953,1.87953,1.87935,1.87942,71,18,0
2026-08-17T02:05:00+00:00,2026-08-17,07:35:00,1786932300,1.87941,1.87951,1.8792900000000001,1.87935,80,18,0
2026-08-17T02:10:00+00:00,2026-08-17,07:40:00,1786932600,1.87935,1.8793600000000001,1.8790900000000001,1.8792499999999999,79,18,0
2026-08-17T02:15:00+00:00,2026-08-17,07:45:00,1786932900,1.8792499999999999,1.87939,1.8792,1.87939,64,18,0
2026-08-17T02:20:00+00:00,2026-08-17,07:50:00,1786933200,1.87939,1.87939,1.87923,1.87924,50,18,0
2026-08-17T02:25:00+00:00,2026-08-17,07:55:00,1786933500,1.87924,1.87928,1.87921,1.87926,69,18,0
2026-08-17T02:30:00+00:00,2026-08-17,08:00:00,1786933800,1.87926,1.8793,1.87887,1.87888,100,18,0
2026-08-17T02:35:00+00:00,2026-08-17,08:05:00,1786934100,1.87886,1.87907,1.87886,1.87906,71,18,0
2026-08-17T02:40:00+00:00,2026-08-17,08:10:00,1786934400,1.87906,1.87915,1.87899,1.8790200000000001,77,18,0
2026-08-17T02:45:00+00:00,2026-08-17,08:15:00,1786934700,1.8790200000000001,1.8792,1.87901,1.8791099999999998,51,18,0
2026-08-17T02:50:00+00:00,2026-08-17,08:20:00,1786935000,1.8791099999999998,1.8791099999999998,1.87903,1.8790499999999999,47,18,0
2026-08-17T02:55:00+00:00,2026-08-17,08:25:00,1786935300,1.8790499999999999,1.8790499999999999,1.8789500000000001,1.8789799999999999,69,18,0
2026-08-17T03:00:00+00:00,2026-08-17,08:30:00,1786935600,1.8789799999999999,1.8790499999999999,1.87889,1.87892,93,18,0
2026-08-17T03:05:00+00:00,2026-08-17,08:35:00,1786935900,1.87892,1.87894,1.8788,1.87885,74,18,0
2026-08-17T03:10:00+00:00,2026-08-17,08:40:00,1786936200,1.87885,1.87897,1.87881,1.87897,60,18,0
2026-08-17T03:15:00+00:00,2026-08-17,08:45:00,1786936500,1.87897,1.8791,1.87894,1.87894,57,18,0
2026-08-17T03:20:00+00:00,2026-08-17,08:50:00,1786936800,1.87894,1.8789500000000001,1.87877,1.87877,53,18,0
2026-08-17T03:25:00+00:00,2026-08-17,08:55:00,1786937100,1.87877,1.87886,1.87873,1.87883,62,18,0
2026-08-17T03:30:00+00:00,2026-08-17,09:00:00,1786937400,1.87883,1.87883,1.8787,1.87873,67,18,0
2026-08-17T03:35:00+00:00,2026-08-17,09:05:00,1786937700,1.87873,1.8787500000000001,1.8786100000000001,1.87866,80,18,0
2026-08-17T03:40:00+00:00,2026-08-17,09:10:00,1786938000,1.87867,1.87876,1.8786100000000001,1.87865,61,18,0
2026-08-17T03:45:00+00:00,2026-08-17,09:15:00,1786938300,1.8786399999999999,1.8786800000000001,1.87858,1.8786100000000001,44,18,0
2026-08-17T03:50:00+00:00,2026-08-17,09:20:00,1786938600,1.8786100000000001,1.87872,1.87851,1.8787099999999999,70,18,0
2026-08-17T03:55:00+00:00,2026-08-17,09:25:00,1786938900,1.87872,1.87894,1.87869,1.87886,99,18,0
2026-08-17T04:00:00+00:00,2026-08-17,09:30:00,1786939200,1.87886,1.87888,1.8786399999999999,1.87881,89,18,0
2026-08-17T04:05:00+00:00,2026-08-17,09:35:00,1786939500,1.8788,1.87908,1.87879,1.8790200000000001,85,18,0
2026-08-17T04:10:00+00:00,2026-08-17,09:40:00,1786939800,1.8790200000000001,1.87908,1.87892,1.87904,78,18,0
2026-08-17T04:15:00+00:00,2026-08-17,09:45:00,1786940100,1.87904,1.87906,1.8789500000000001,1.87896,60,18,0
2026-08-17T04:20:00+00:00,2026-08-17,09:50:00,1786940400,1.87896,1.8790200000000001,1.8789,1.879,58,18,0
2026-08-17T04:25:00+00:00,2026-08-17,09:55:00,1786940700,1.879,1.87908,1.8789799999999999,1.87899,70,18,0
2026-08-17T04:30:00+00:00,2026-08-17,10:00:00,1786941000,1.879,1.87901,1.87893,1.87896,44,18,0
2026-08-17T04:35:00+00:00,2026-08-17,10:05:00,1786941300,1.87896,1.87901,1.8789099999999999,1.8789799999999999,54,18,0
2026-08-17T04:40:00+00:00,2026-08-17,10:10:00,1786941600,1.8789799999999999,1.87901,1.8789099999999999,1.87894,57,18,0
2026-08-17T04:45:00+00:00,2026-08-17,10:15:00,1786941900,1.8789500000000001,1.87896,1.87883,1.87883,62,18,0
2026-08-17T04:50:00+00:00,2026-08-17,10:20:00,1786942200,1.8788399999999998,1.87885,1.87866,1.8786800000000001,54,18,0
2026-08-17T04:55:00+00:00,2026-08-17,10:25:00,1786942500,1.8786800000000001,1.87869,1.8786100000000001,1.87863,61,18,0
2026-08-17T05:00:00+00:00,2026-08-17,10:30:00,1786942800,1.87862,1.87872,1.8786100000000001,1.87869,57,18,0
2026-08-17T05:05:00+00:00,2026-08-17,10:35:00,1786943100,1.87869,1.87869,1.87852,1.87854,48,18,0
