trade_id,signal_id,strategy,symbol,broker_symbol,direction,model,signal_time_utc,entry_time_utc,exit_time_utc,signal_price,entry_price,fill_price,structural_stop,effective_stop,stop_price,initial_risk,destination_target,active_target,destination_reward_risk_at_fill,exit_price,exit_reason,status,outcome,r,realized_r,peak_r,mfe_r,mae_r,partial_banked,partial_fraction,remaining_fraction,final_stop_price,final_stop_r,bars_held_5m,spread_at_fill_points,spread_at_fill_price,spread_pct_of_initial_risk,entry_zone_id,destination_zone_id,campaign_zone_count,stop_basis
trade-274bd794bd0b0711,274bd794bd0b0711,s146,EURUSD,EURUSDm,long,aggressive_liquidation,2025-11-24T23:50:00Z,2025-11-24T23:50:00Z,2025-11-25T01:50:00Z,1.152177605,1.15218,1.15218,1.1517924075,1.1517924075,1.1517924075,0.0003875925,1.15814,1.15814,15.3769745287,1.1527613887,trailing_stop,win,win,1.375,1.375,2.012422841,2.012422841,-0.8772099563,True,0.5,0.5,1.1527613887,1.5,24,8.0,8e-05,0.2064023427,15m-1764022500-1-334d8b,4h-1763539200--1-57c674,1,liquidity_pool_plus_buffer
trade-0984505748211e81,0984505748211e81,s146,EURUSD,EURUSDm,long,aggressive_liquidation,2025-11-25T03:35:00Z,2025-11-25T03:35:00Z,2025-11-25T03:50:00Z,1.152377613,1.15235,1.15235,1.1519324005,1.1519324005,1.1519324005,0.0004175995,1.15814,1.15814,13.8649591295,1.1519324005,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.0057483306,False,0.0,1.0,1.1519324005,-1.0,3,8.0,8e-05,0.1915711106,15m-1764029700-1-57151e,4h-1763539200--1-57c674,1,liquidity_pool_plus_buffer
trade-8f6bbc55dbad780d,8f6bbc55dbad780d,s146,NZDUSD,NZDUSDm,long,aggressive_liquidation,2025-11-25T07:05:00Z,2025-11-25T07:05:00Z,2025-11-25T19:20:00Z,0.559917992,0.56003,0.56003,0.5587620605,0.5587620605,0.5587620605,0.0012679395,0.56528,0.56528,4.1405761079,0.5619319092,trailing_stop,win,win,1.375,1.375,2.1530995761,2.1530995761,-0.7729075401,True,0.5,0.5,0.5619319092,1.5,147,18.0,0.00018,0.1419626094,15m-1763740800-1-3c69a1,4h-1763481600--1-d5a8b8,1,15m_zone_distal_plus_buffer
trade-d941a2e3a5e429a7,d941a2e3a5e429a7,s146,USDCAD,USDCADm,short,conservative_mss,2025-11-25T09:55:00Z,2025-11-25T09:55:00Z,2025-11-25T11:10:00Z,1.41127943,1.4114,1.4114,1.4119605945,1.4119605945,1.4119605945,0.0005605945,1.40575,1.40575,10.0785862152,1.4119605945,stop_loss,loss,loss,-1.0,-1.0,0.6243371992,0.6243371992,-1.1773215756,False,0.0,1.0,1.4119605945,-1.0,15,15.0,0.00015,0.2675730854,15m-1764062100--1-5295a8,4h-1763611200-1-a2811b,1,liquidity_pool_plus_buffer
trade-004f10a1e790d20f,004f10a1e790d20f,s146,NZDUSD,NZDUSDm,long,aggressive_liquidation,2025-11-25T11:15:00Z,2025-11-25T11:15:00Z,2025-11-25T11:40:00Z,0.559997996,0.5601,0.5601,0.559352031,0.559352031,0.559352031,0.000747969,0.56528,0.56528,6.9254207059,0.559352031,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.4038014944,False,0.0,1.0,0.559352031,-1.0,5,18.0,0.00018,0.2406516848,15m-1764060300-1-bcf273,4h-1763481600--1-d5a8b8,1,liquidity_pool_plus_buffer
trade-c05d7be593ffb767,c05d7be593ffb767,s146,EURUSD,EURUSDm,long,aggressive_liquidation,2025-11-25T11:45:00Z,2025-11-25T11:45:00Z,2025-11-25T12:50:00Z,1.1529776395,1.15286,1.15286,1.1518724035,1.1518724035,1.1518724035,0.0009875965,1.15814,1.15814,5.3463129932,1.154835193,trailing_stop,win,win,1.625,1.625,2.8149147957,2.8149147957,-0.43540049,True,0.5,0.5,1.154835193,2.0,13,8.0,8e-05,0.0810047423,15m-1764056700-1-f253cd,4h-1763539200--1-57c674,1,liquidity_pool_plus_buffer
trade-8f043241295e2869,8f043241295e2869,s146,USDCAD,USDCADm,short,aggressive_liquidation,2025-11-25T14:55:00Z,2025-11-25T14:55:00Z,2025-11-25T19:10:00Z,1.4109894445,1.4111,1.4111,1.412390616,1.412390616,1.412390616,0.001290616,1.40575,1.40575,4.1453073571,1.409809384,trailing_stop,win,win,1.125,1.125,1.5806405623,1.5806405623,-0.6663484724,True,0.5,0.5,1.409809384,1.0,51,15.0,0.00015,0.1162235708,15m-1764077400--1-96c53d,4h-1763611200-1-a2811b,1,liquidity_pool_plus_buffer
trade-5661a98e0253880b,5661a98e0253880b,s146,USDCAD,USDCADm,short,aggressive_liquidation,2025-11-25T15:55:00Z,2025-11-25T15:55:00Z,2025-11-25T16:30:00Z,1.4102194855,1.41027,1.41027,1.41107055,1.41107055,1.41107055,0.00080055,1.40575,1.40575,5.6461182937,1.41107055,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.0992442696,False,0.0,1.0,1.41107055,-1.0,7,15.0,0.00015,0.1873711823,15m-1764083700--1-a9cb77,4h-1763611200-1-a2811b,1,swept_wick_plus_buffer
trade-2f1597c1abdbd8cc,2f1597c1abdbd8cc,s146,USDCHF,USDCHFm,short,aggressive_liquidation,2025-11-25T16:55:00Z,2025-11-25T16:55:00Z,2025-11-25T17:00:00Z,0.8087495605,0.80879,0.80879,0.80904045,0.80904045,0.80904045,0.00025045,0.80471,0.80471,16.2906767818,0.80904045,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.8766220803,False,0.0,1.0,0.80904045,-1.0,1,13.0,0.00013,0.5190656818,15m-1764080100--1-c49912,4h-1763697600-1-684e71,2,swept_wick_plus_buffer
trade-5615b7b365a5acae,5615b7b365a5acae,s146,USDCHF,USDCHFm,short,conservative_mss,2025-11-25T18:05:00Z,2025-11-25T18:05:00Z,2025-11-25T18:10:00Z,0.8063196715,0.80657,0.80657,0.8068503405,0.8068503405,0.8068503405,0.0002803405,0.80471,0.80471,6.6347887658,0.8068503405,stop_loss,loss,loss,-1.0,-1.0,0.0,0.5350636101,-1.1057981276,False,0.0,1.0,0.8068503405,-1.0,1,13.0,0.00013,0.4637217955,15m-1764084600--1-5c27e4,4h-1763697600-1-684e71,1,15m_zone_distal_plus_buffer
trade-f20b58663a4c3780,f20b58663a4c3780,s146,NZDUSD,NZDUSDm,short,aggressive_liquidation,2025-11-25T22:10:00Z,2025-11-25T22:10:00Z,2025-11-25T23:10:00Z,0.5617619105,0.5618,0.5618,0.5625781275,0.5625781275,0.5625781275,0.0007781275,0.55976,0.55976,2.6216783239,0.5625781275,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.1052173326,False,0.0,1.0,0.5625781275,-1.0,12,42.0,0.00042,0.539757302,15m-1764099900--1-12fc4a,4h-1764057600-1-0a2540,1,liquidity_pool_plus_buffer
trade-fbb95c0558495d37,fbb95c0558495d37,s146,USDJPY,USDJPYm,long,aggressive_liquidation,2025-11-25T23:05:00Z,2025-11-25T23:05:00Z,2025-11-26T02:15:00Z,156.05680225,156.055,156.055,155.79720975,155.79720975,155.79720975,0.25779025,156.737,156.737,2.6455616533,155.79720975,stop_loss,loss,loss,-1.0,-1.0,1.2219236375,1.2219236375,-1.1986489016,False,0.0,1.0,155.79720975,-1.0,38,10.0,0.01,0.0387912266,15m-1764099900-1-45b6fc,4h-1764014400--1-37861b,1,liquidity_pool_plus_buffer
trade-4e7b90b2e8db3193,4e7b90b2e8db3193,s146,USDCHF,USDCHFm,short,aggressive_liquidation,2025-11-25T23:25:00Z,2025-11-25T23:25:00Z,2025-11-25T23:35:00Z,0.807479622,0.80756,0.80756,0.807700383,0.807700383,0.807700383,0.000140383,0.80471,0.80471,20.3016034705,0.807700383,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.5671413205,False,0.0,1.0,0.807700383,-1.0,2,13.0,0.00013,0.926038053,15m-1764106200--1-9a00ea,4h-1763697600-1-684e71,1,15m_zone_distal_plus_buffer
trade-e333634cb74b9f69,e333634cb74b9f69,s146,USDJPY,USDJPYm,long,conservative_mss,2025-11-26T00:10:00Z,2025-11-26T00:10:00Z,2025-11-26T01:35:00Z,156.213808,156.17,156.17,156.036697775,156.036697775,156.036697775,0.133302225,156.737,156.737,4.2534923929,156.303302225,trailing_stop,win,win,1.125,1.125,1.5003500504,1.5003500504,-1.4628412992,True,0.5,0.5,156.303302225,1.0,17,10.0,0.01,0.0750175025,15m-1764112500-1-af714c,4h-1764014400--1-37861b,1,liquidity_pool_plus_buffer
trade-8dbf776795e5b41d,8dbf776795e5b41d,s146,EURUSD,EURUSDm,short,aggressive_liquidation,2025-11-26T01:45:00Z,2025-11-26T01:45:00Z,2025-11-26T02:20:00Z,1.157782108,1.15785,1.15785,1.1585879265,1.1585879265,1.1585879265,0.0007379265,1.15201,1.15201,7.9140673224,1.1585879265,stop_loss,loss,loss,-1.0,-1.0,0.4607504948,0.4607504948,-1.0299128707,False,0.0,1.0,1.1585879265,-1.0,7,8.0,8e-05,0.1084118811,15m-1764099900--1-25641e,4h-1764028800-1-27c47a,1,liquidity_pool_plus_buffer
trade-3afd012535cefa9c,3afd012535cefa9c,s146,EURUSD,EURUSDm,short,aggressive_liquidation,2025-11-26T07:40:00Z,2025-11-26T07:40:00Z,2025-11-26T09:05:00Z,1.1583120805,1.15837,1.15837,1.1592479595,1.1592479595,1.1592479595,0.0008779595,1.15201,1.15201,7.2440699144,1.1574920405,trailing_stop,win,win,1.125,1.125,1.9818681841,1.9818681841,-0.1822407526,True,0.5,0.5,1.1574920405,1.0,17,8.0,8e-05,0.0911203763,15m-1764140400--1-61abd9,4h-1764028800-1-27c47a,1,liquidity_pool_plus_buffer
trade-ca2d7e34e8975d3a,ca2d7e34e8975d3a,s146,AUDUSD,AUDUSDm,short,conservative_mss,2025-11-26T08:05:00Z,2025-11-26T08:05:00Z,2025-11-26T13:15:00Z,0.6497575005,0.64999,0.64999,0.6511825575,0.6511825575,0.6511825575,0.0011925575,0.64486,0.64486,4.301679374,0.64999,breakeven_stop,win,win,0.625,0.625,1.2913423462,1.2913423462,-0.469579035,True,0.5,0.5,0.64999,0.0,62,9.0,9e-05,0.0754680592,15m-1764140400--1-e323c1,4h-1764072000-1-52a6b4,1,liquidity_pool_plus_buffer
trade-99e0f397b7721088,99e0f397b7721088,s146,EURUSD,EURUSDm,short,aggressive_liquidation,2025-11-26T15:00:00Z,2025-11-26T15:00:00Z,2025-11-26T15:05:00Z,1.1577421085,1.15781,1.15781,1.1584279185,1.1584279185,1.1584279185,0.0006179185,1.15201,1.15201,9.3863511126,1.1584279185,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.7316199466,False,0.0,1.0,1.1584279185,-1.0,1,8.0,8e-05,0.1294669119,15m-1764162900--1-0fd9e0,4h-1764028800-1-27c47a,2,liquidity_pool_plus_buffer
trade-0091ea86185f99e2,0091ea86185f99e2,s146,NZDUSD,NZDUSDm,short,aggressive_liquidation,2025-11-26T15:45:00Z,2025-11-26T15:45:00Z,2025-11-26T15:55:00Z,0.5688115565,0.56884,0.56884,0.5692784625,0.5692784625,0.5692784625,0.0004384625,0.56244,0.56244,14.5964592183,0.5692784625,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.208769279,False,0.0,1.0,0.5692784625,-1.0,2,18.0,0.00018,0.4105254155,15m-1764137700--1-4d7eb6,4h-1764100800-1-49103a,1,15m_zone_distal_plus_buffer
trade-d241c06ed1599fc4,d241c06ed1599fc4,s146,USDCAD,USDCADm,long,conservative_mss,2025-11-26T21:10:00Z,2025-11-26T21:10:00Z,2025-11-27T02:05:00Z,1.4043302085,1.40431,1.40431,1.40332983,1.40332983,1.40332983,0.00098017,1.40686,1.40686,2.6015895202,1.40332983,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.2854912923,False,0.0,1.0,1.40332983,-1.0,59,15.0,0.00015,0.1530346777,15m-1764189000-1-60b44d,4h-1764144000--1-3c2fee,1,15m_zone_distal_plus_buffer
trade-c01725e8390dc6ad,c01725e8390dc6ad,s146,USDJPY,USDJPYm,long,aggressive_liquidation,2025-11-27T01:35:00Z,2025-11-27T01:35:00Z,2025-11-27T02:40:00Z,155.89679445,155.898,155.898,155.71121405,155.71121405,155.71121405,0.18678595,156.737,156.737,4.4917725343,156.08478595,trailing_stop,win,win,1.125,1.125,1.5151032505,1.5151032505,-0.4711275125,True,0.5,0.5,156.08478595,1.0,13,10.0,0.01,0.0535372173,15m-1764127800-1-180253,4h-1764014400--1-37861b,1,swept_wick_plus_buffer
trade-e5356cb3e4244d37,e5356cb3e4244d37,s146,USDCAD,USDCADm,long,conservative_mss,2025-11-27T09:05:00Z,2025-11-27T09:05:00Z,2025-11-27T10:30:00Z,1.403820186,1.40387,1.40387,1.403269833,1.403269833,1.403269833,0.000600167,1.40686,1.40686,4.9819466915,1.404470167,trailing_stop,win,win,1.125,1.125,1.7495130522,1.7495130522,-0.249930436,True,0.5,0.5,1.404470167,1.0,17,15.0,0.00015,0.249930436,15m-1764229500-1-a98489,4h-1764144000--1-3c2fee,1,liquidity_pool_plus_buffer
trade-7cc28ca88a4f792a,7cc28ca88a4f792a,s146,USDJPY,USDJPYm,long,aggressive_liquidation,2025-11-27T13:25:00Z,2025-11-27T13:25:00Z,2025-11-27T14:00:00Z,156.3258151,156.312,156.312,156.251687025,156.251687025,156.251687025,0.060312975,156.737,156.737,7.046576628,156.251687025,stop_loss,loss,loss,-1.0,-1.0,0.3481837863,0.3481837863,-1.1937729817,False,0.0,1.0,156.251687025,-1.0,7,10.0,0.01,0.165801803,15m-1764245700-1-88d071,4h-1764014400--1-37861b,1,liquidity_pool_plus_buffer
trade-f5cd1b4d29ac8a19,f5cd1b4d29ac8a19,s146,NZDUSD,NZDUSDm,short,aggressive_liquidation,2025-11-27T19:00:00Z,2025-11-27T19:00:00Z,2025-11-27T22:05:00Z,0.5721213925,0.57213,0.57213,0.573088653,0.573088653,0.573088653,0.000958653,0.56771,0.56771,4.6106359653,0.573088653,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.0014050965,False,0.0,1.0,0.573088653,-1.0,37,18.0,0.00018,0.1877634556,15m-1764220500--1-60b1f5,4h-1764144000-1-95e792,2,15m_zone_distal_plus_buffer
trade-621db2ada861cce4,621db2ada861cce4,s146,NZDUSD,NZDUSDm,short,conservative_mss,2025-11-27T20:15:00Z,2025-11-27T20:15:00Z,2025-11-27T20:40:00Z,0.5720213975,0.57206,0.57206,0.5722936133,0.5722936133,0.5722936133,0.0002336133,0.56771,0.56771,18.62051917,0.5722936133,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.0273389887,False,0.0,1.0,0.5722936133,-1.0,5,18.0,0.00018,0.7705042415,15m-1764270000--1-ef2cad,4h-1764144000-1-95e792,1,liquidity_pool_plus_buffer
trade-7d8cbd7a2f8bb6e6,7d8cbd7a2f8bb6e6,s146,USDJPY,USDJPYm,long,aggressive_liquidation,2025-11-27T21:00:00Z,2025-11-27T21:00:00Z,2025-11-27T22:10:00Z,156.32781555,156.316,156.316,156.252187,156.252187,156.252187,0.063813,156.737,156.737,6.5974017833,156.252187,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.0342720135,False,0.0,1.0,156.252187,-1.0,14,10.0,0.01,0.1567078808,15m-1764261900-1-c2bc42,4h-1764014400--1-37861b,1,liquidity_pool_plus_buffer
trade-4e452a39ebd420de,4e452a39ebd420de,s146,NZDUSD,NZDUSDm,short,aggressive_liquidation,2025-11-27T23:00:00Z,2025-11-27T23:00:00Z,2025-11-27T23:05:00Z,0.5722013885,0.57231,0.57231,0.572868642,0.572868642,0.572868642,0.000558642,0.56771,0.56771,8.2342537797,0.572868642,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.0024308949,False,0.0,1.0,0.572868642,-1.0,1,18.0,0.00018,0.3222099305,15m-1764279900--1-b8566d,4h-1764144000-1-95e792,1,liquidity_pool_plus_buffer
trade-4da2b97c372d3d27,4da2b97c372d3d27,s146,EURUSD,EURUSDm,short,aggressive_liquidation,2025-11-28T00:20:00Z,2025-11-28T00:20:00Z,2025-11-28T02:10:00Z,1.1598720025,1.15995,1.15995,1.160538024,1.160538024,1.160538024,0.000588024,1.15201,1.15201,13.5028502238,1.158773952,trailing_stop,win,win,1.625,1.625,2.9420567868,2.9420567868,-0.1360488688,True,0.5,0.5,1.158773952,2.0,22,8.0,8e-05,0.1360488688,15m-1764222300--1-a7a755,4h-1764028800-1-27c47a,2,15m_zone_distal_plus_buffer
trade-2bed057e2338f160,2bed057e2338f160,s146,AUDUSD,AUDUSDm,short,aggressive_liquidation,2025-11-28T00:40:00Z,2025-11-28T00:40:00Z,2025-11-28T01:20:00Z,0.653637316,0.65369,0.65369,0.653952696,0.653952696,0.653952696,0.000262696,0.65008,0.65008,13.7421201693,0.653952696,stop_loss,loss,loss,-1.0,-1.0,1.1800712611,1.1800712611,-1.6749398544,False,0.0,1.0,0.653952696,-1.0,8,9.0,9e-05,0.3426013339,15m-1764220500--1-7a4a89,4h-1764144000-1-ef1a12,1,15m_zone_distal_plus_buffer
trade-befa5435d7e1afe6,befa5435d7e1afe6,s146,USDJPY,USDJPYm,long,aggressive_liquidation,2025-11-28T00:40:00Z,2025-11-28T00:40:00Z,2025-11-28T01:00:00Z,156.33581605,156.325,156.325,156.16519135,156.16519135,156.16519135,0.15980865,156.737,156.737,2.5780832264,156.48480865,trailing_stop,win,win,1.125,1.125,1.5831433405,1.5831433405,-0.0938622534,True,0.5,0.5,156.48480865,1.0,4,10.0,0.01,0.0625748356,15m-1764288000-1-6cb57a,4h-1764014400--1-37861b,1,liquidity_pool_plus_buffer
trade-729b8bd544827302,729b8bd544827302,s146,AUDUSD,AUDUSDm,short,conservative_mss,2025-11-28T05:30:00Z,2025-11-28T05:30:00Z,2025-11-28T14:15:00Z,0.6526573625,0.65274,0.65274,0.6538076887,0.6538076887,0.6538076887,0.0010676887,0.65008,0.65008,2.4913627684,0.6538076887,stop_loss,loss,loss,-1.0,-1.0,0.6368897303,0.6368897303,-1.1426551043,False,0.0,1.0,0.6538076887,-1.0,105,9.0,9e-05,0.084294229,15m-1764302400--1-f3268e,4h-1764144000-1-ef1a12,1,liquidity_pool_plus_buffer
trade-321c976a5eb7c954,321c976a5eb7c954,s146,USDCAD,USDCADm,long,aggressive_liquidation,2025-11-28T05:40:00Z,2025-11-28T05:40:00Z,2025-11-28T11:20:00Z,1.403390165,1.4036,1.4036,1.4027398595,1.4027398595,1.4027398595,0.0008601405,1.40686,1.40686,3.7900784814,1.4044601405,trailing_stop,win,win,1.125,1.125,1.6857711037,1.6857711037,-0.4069102664,True,0.5,0.5,1.4044601405,1.0,68,30.0,0.0003,0.3487802283,15m-1764302400-1-2d63f0,4h-1764144000--1-3c2fee,1,liquidity_pool_plus_buffer
trade-d40ad78f9dfd00f5,d40ad78f9dfd00f5,s146,USDCAD,USDCADm,long,aggressive_liquidation,2025-11-28T06:20:00Z,2025-11-28T06:20:00Z,2025-11-28T11:20:00Z,1.4036201745,1.4038,1.4038,1.403009846,1.403009846,1.403009846,0.000790154,1.40686,1.40686,3.8726627974,1.404590154,trailing_stop,win,win,1.125,1.125,1.581970097,1.581970097,-0.6960668427,True,0.5,0.5,1.404590154,1.0,60,30.0,0.0003,0.3796728233,15m-1764306900-1-23d794,4h-1764144000--1-3c2fee,1,liquidity_pool_plus_buffer
trade-986e1dbdc4b1fb2d,986e1dbdc4b1fb2d,s146,USDCAD,USDCADm,long,conservative_mss,2025-11-28T08:10:00Z,2025-11-28T08:10:00Z,2025-11-28T12:20:00Z,1.404190201,1.40415,1.40415,1.4032748327,1.4032748327,1.4032748327,0.0008751673,1.40686,1.40686,3.0965509735,1.4032748327,stop_loss,loss,loss,-1.0,-1.0,1.0283748621,1.0283748621,-1.0055220873,False,0.0,1.0,1.4032748327,-1.0,50,15.0,0.00015,0.1713958103,15m-1764314100-1-8867b4,4h-1764144000--1-3c2fee,1,liquidity_pool_plus_buffer
trade-1890ccfb98b917c6,1890ccfb98b917c6,s146,AUDUSD,AUDUSDm,short,aggressive_liquidation,2025-11-28T09:30:00Z,2025-11-28T09:30:00Z,2025-11-28T13:05:00Z,0.6523673775,0.65243,0.65243,0.653052651,0.653052651,0.653052651,0.000622651,0.65008,0.65008,3.7741848965,0.653052651,stop_loss,loss,loss,-1.0,-1.0,0.5942333667,0.5942333667,-1.0118027595,False,0.0,1.0,0.653052651,-1.0,43,9.0,9e-05,0.1445432514,15m-1764314100--1-66cb0f,4h-1764144000-1-ef1a12,1,liquidity_pool_plus_buffer
trade-8526e982a32c38f2,8526e982a32c38f2,s146,USDJPY,USDJPYm,long,aggressive_liquidation,2025-11-28T09:50:00Z,2025-11-28T09:50:00Z,2025-11-28T11:35:00Z,156.31081515,156.319,156.319,156.16919115,156.16919115,156.16919115,0.14980885,156.737,156.737,2.79022234,156.16919115,stop_loss,loss,loss,-1.0,-1.0,0.3137331339,0.3137331339,-1.0613525169,False,0.0,1.0,156.16919115,-1.0,21,20.0,0.02,0.1335034612,15m-1764305100-1-a5ecb0,4h-1764014400--1-37861b,1,15m_zone_distal_plus_buffer
trade-a24f02db13e648ff,a24f02db13e648ff,s146,USDJPY,USDJPYm,long,aggressive_liquidation,2025-11-28T16:10:00Z,2025-11-28T16:10:00Z,2025-11-30T23:55:00Z,156.10980505,156.157,156.157,155.94520235,155.94520235,155.94520235,0.21179765,156.737,156.737,2.7384628677,155.94520235,stop_loss,loss,loss,-1.0,-1.0,0.3635545531,0.3635545531,-1.3503454831,False,0.0,1.0,155.94520235,-1.0,92,59.0,0.059,0.2785677745,15m-1764337500-1-19cdc3,4h-1764014400--1-37861b,1,liquidity_pool_plus_buffer
trade-8aa71e0d7b19e4cf,8aa71e0d7b19e4cf,s146,EURUSD,EURUSDm,short,conservative_mss,2025-11-28T21:10:00Z,2025-11-28T21:10:00Z,2025-11-28T21:15:00Z,1.159812003,1.15994,1.15994,1.1603630152,1.1603630152,1.1603630152,0.0004230152,1.15795,1.15795,4.7043221255,1.1603630152,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.3001895322,False,0.0,1.0,1.1603630152,-1.0,1,49.0,0.00049,1.1583506741,15m-1764360900--1-139017,4h-1764316800-1-202fb9,1,liquidity_pool_plus_buffer
trade-39ecc5675771d701,39ecc5675771d701,s146,AUDUSD,AUDUSDm,short,aggressive_liquidation,2025-11-28T22:00:00Z,2025-11-30T22:05:00Z,2025-11-30T22:10:00Z,0.6545372585,0.65366,0.65366,0.6550777522,0.6550777522,0.6550777522,0.0014177522,0.6533,0.6533,0.2539230673,0.6550777522,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.0509593619,False,0.0,1.0,0.6550777522,-1.0,1,112.0,0.00112,0.7899828761,15m-1764363600--1-8990d8,4h-1764302400-1-45763c,1,liquidity_pool_plus_buffer
trade-03f6dd115d25072d,03f6dd115d25072d,s146,USDCAD,USDCADm,long,aggressive_liquidation,2025-11-30T23:25:00Z,2025-11-30T23:25:00Z,2025-12-02T07:05:00Z,1.396949844,1.39706,1.39706,1.395410226,1.395410226,1.395410226,0.001649774,1.40325,1.40325,3.7520290658,1.399534661,trailing_stop,win,win,1.375,1.375,2.188178502,2.188178502,-0.9880141159,True,0.5,0.5,1.399534661,1.5,380,18.0,0.00018,0.1091058533,15m-1764366300-1-9c3e39,4h-1764302400--1-e855d5,1,liquidity_pool_plus_buffer
trade-6dca7c53618dc35e,6dca7c53618dc35e,s146,USDCAD,USDCADm,long,aggressive_liquidation,2025-12-01T01:15:00Z,2025-12-01T01:15:00Z,2025-12-01T01:20:00Z,1.397189855,1.39725,1.39725,1.3968201555,1.3968201555,1.3968201555,0.0004298445,1.40325,1.40325,13.9585361683,1.3968201555,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.0236259857,False,0.0,1.0,1.3968201555,-1.0,1,15.0,0.00015,0.3489634042,15m-1764546300-1-be4a23,4h-1764302400--1-e855d5,1,15m_zone_distal_plus_buffer
trade-47bacbc678e9a7a5,47bacbc678e9a7a5,s146,USDJPY,USDJPYm,long,aggressive_liquidation,2025-12-01T07:05:00Z,2025-12-01T07:05:00Z,2025-12-01T07:30:00Z,155.63077945,155.602,155.602,155.424728375,155.424728375,155.424728375,0.177271625,156.267,156.267,3.7513053767,155.424728375,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.1789816898,False,0.0,1.0,155.424728375,-1.0,5,10.0,0.01,0.0564106072,15m-1764565200-1-7cdbfc,4h-1764302400--1-cab3e2,1,liquidity_pool_plus_buffer
trade-cc70af01caf51b9a,cc70af01caf51b9a,s146,USDCAD,USDCADm,long,aggressive_liquidation,2025-12-01T07:55:00Z,2025-12-01T07:55:00Z,2025-12-01T12:40:00Z,1.39824989,1.39795,1.39795,1.3963201805,1.3963201805,1.3963201805,0.0016298195,1.40325,1.40325,3.2518938447,1.3963201805,stop_loss,loss,loss,-1.0,-1.0,0.699463959,0.699463959,-1.1350950213,False,0.0,1.0,1.3963201805,-1.0,57,15.0,0.00015,0.0920347315,15m-1764551700-1-5cf9f2,4h-1764302400--1-e855d5,1,15m_zone_distal_plus_buffer
trade-ea06847fe3df02f5,ea06847fe3df02f5,s146,EURUSD,EURUSDm,short,aggressive_liquidation,2025-12-01T07:55:00Z,2025-12-01T07:55:00Z,2025-12-01T08:10:00Z,1.1606119615,1.16077,1.16077,1.1615880765,1.1615880765,1.1615880765,0.0008180765,1.15795,1.15795,3.4471103864,1.1615880765,stop_loss,loss,loss,-1.0,-1.0,0.3667138709,0.3667138709,-1.0267988385,False,0.0,1.0,1.1615880765,-1.0,3,8.0,8e-05,0.0977903656,15m-1764551700--1-9a5421,4h-1764316800-1-202fb9,1,15m_zone_distal_plus_buffer
trade-c008e4304bd0fadf,c008e4304bd0fadf,s146,USDCAD,USDCADm,long,aggressive_liquidation,2025-12-01T09:40:00Z,2025-12-01T09:40:00Z,2025-12-01T09:50:00Z,1.3986699295,1.39874,1.39874,1.398210086,1.398210086,1.398210086,0.000529914,1.40325,1.40325,8.5108149624,1.398210086,stop_loss,loss,loss,-1.0,-1.0,0.0,0.0,-1.3020980763,False,0.0,1.0,1.398210086,-1.0,2,15.0,0.00015,0.2830647992,15m-1764578700-1-1be863,4h-1764302400--1-e855d5,1,liquidity_pool_plus_buffer
trade-5f969e8bbedca5bc,5f969e8bbedca5bc,s146,NZDUSD,NZDUSDm,short,aggressive_liquidation,2025-12-01T11:40:00Z,2025-12-01T11:40:00Z,2025-12-01T12:40:00Z,0.5734313245,0.57351,0.57351,0.5739586965,0.5739586965,0.5739586965,0.0004486965,0.57101,0.57101,5.5716948984,0.5739586965,stop_loss,loss,loss,-1.0,-1.0,0.2005810163,0.2005810163,-1.1589125389,False,0.0,1.0,0.5739586965,-1.0,12,18.0,0.00018,0.4011620327,15m-1764581400--1-8f355d,4h-1764316800-1-df0d36,1,liquidity_pool_plus_buffer
trade-b4cff1d2292e3f91,b4cff1d2292e3f91,s146,USDCAD,USDCADm,long,aggressive_liquidation,2025-12-01T14:40:00Z,2025-12-01T14:40:00Z,2025-12-01T17:40:00Z,1.396529823,1.39659,1.39659,1.3954552238,1.3954552238,1.3954552238,0.0011347763,1.40325,1.40325,5.8689984039,1.3977247763,trailing_stop,win,win,1.125,1.125,1.6479019542,1.6479019542,-0.9341048511,True,0.5,0.5,1.3977247763,1.0,36,15.0,0.00015,0.1321846487,15m-1764595800-1-f9a8b6,4h-1764302400--1-e855d5,1,liquidity_pool_plus_buffer
