time_utc,time,open,high,low,close,tick_volume,spread,real_volume
2026-05-07T04:00:00+00:00,1778126400,200.735,200.946,200.606,200.936,8862,21,0
2026-05-07T08:00:00+00:00,1778140800,200.939,201.192,200.846,201.043,8677,21,0
2026-05-07T12:00:00+00:00,1778155200,201.04,201.244,200.992,201.193,11151,21,0
2026-05-07T16:00:00+00:00,1778169600,201.193,201.334,201.049,201.051,9818,19,0
2026-05-07T20:00:00+00:00,1778184000,201.049,201.113,200.809,200.949,3994,21,0
2026-05-08T00:00:00+00:00,1778198400,200.952,201.147,200.881,200.923,6441,21,0
2026-05-08T04:00:00+00:00,1778212800,200.923,201.277,200.922,201.263,6619,21,0
2026-05-08T08:00:00+00:00,1778227200,201.266,201.476,201.246,201.449,7009,21,0
2026-05-08T12:00:00+00:00,1778241600,201.453,201.558,201.271,201.504,11785,21,0
2026-05-08T16:00:00+00:00,1778256000,201.503,201.904,201.494,201.715,5272,19,0
2026-05-08T20:00:00+00:00,1778270400,201.714,201.877,201.688,201.801,921,37,0
2026-05-10T20:00:00+00:00,1778443200,201.24,201.719,201.061,201.669,2284,21,0
2026-05-11T00:00:00+00:00,1778457600,201.672,201.853,201.659,201.72,6403,21,0
2026-05-11T04:00:00+00:00,1778472000,201.721,201.952,201.544,201.891,6063,21,0
2026-05-11T08:00:00+00:00,1778486400,201.894,201.956,201.687,201.782,7146,21,0
2026-05-11T12:00:00+00:00,1778500800,201.779,202.131,201.675,202.03,8859,21,0
2026-05-11T16:00:00+00:00,1778515200,202.03,202.09,201.982,202.035,5200,19,0
2026-05-11T20:00:00+00:00,1778529600,202.035,202.088,201.895,202.027,2360,8,0
2026-05-12T00:00:00+00:00,1778544000,202.026,202.17,201.977,202.068,5761,21,0
2026-05-12T04:00:00+00:00,1778558400,202.067,202.27,201.218,201.705,13186,21,0
2026-05-12T08:00:00+00:00,1778572800,201.704,201.965,201.62,201.716,8272,21,0
2026-05-12T12:00:00+00:00,1778587200,201.719,201.884,201.541,201.719,10888,21,0
2026-05-12T16:00:00+00:00,1778601600,201.721,201.884,201.661,201.884,5359,19,0
2026-05-12T20:00:00+00:00,1778616000,201.878,201.946,201.766,201.932,2733,17,0
2026-05-13T00:00:00+00:00,1778630400,201.933,202.128,201.9,201.966,5790,21,0
2026-05-13T04:00:00+00:00,1778644800,201.966,202.07,201.769,201.885,5145,21,0
2026-05-13T08:00:00+00:00,1778659200,201.888,201.919,201.609,201.816,6607,21,0
2026-05-13T12:00:00+00:00,1778673600,201.815,201.881,201.512,201.65,9186,21,0
2026-05-13T16:00:00+00:00,1778688000,201.647,201.909,201.628,201.861,5441,19,0
2026-05-13T20:00:00+00:00,1778702400,201.861,201.939,201.763,201.937,2343,21,0
2026-05-14T00:00:00+00:00,1778716800,201.936,202.065,201.9,202.036,5074,21,0
2026-05-14T04:00:00+00:00,1778731200,202.035,202.142,201.542,201.849,7663,21,0
2026-05-14T08:00:00+00:00,1778745600,201.846,202.03,201.819,201.973,6298,21,0
2026-05-14T12:00:00+00:00,1778760000,201.97,202.09,201.198,201.882,15754,21,0
2026-05-14T16:00:00+00:00,1778774400,201.883,202.058,201.873,202.044,6050,19,0
2026-05-14T20:00:00+00:00,1778788800,202.049,202.086,201.883,201.943,2428,13,0
2026-05-15T00:00:00+00:00,1778803200,201.947,201.963,201.736,201.848,7000,21,0
2026-05-15T04:00:00+00:00,1778817600,201.848,201.954,201.584,201.772,8120,21,0
2026-05-15T08:00:00+00:00,1778832000,201.775,201.99,201.501,201.719,9416,21,0
2026-05-15T12:00:00+00:00,1778846400,201.716,201.946,201.479,201.674,10495,21,0
2026-05-15T16:00:00+00:00,1778860800,201.677,201.824,201.625,201.815,6117,19,0
2026-05-15T20:00:00+00:00,1778875200,201.819,201.855,201.715,201.736,1128,38,0
2026-05-17T20:00:00+00:00,1779048000,201.409,201.851,201.362,201.746,2304,21,0
2026-05-18T00:00:00+00:00,1779062400,201.748,202.142,201.743,202.122,6950,21,0
2026-05-18T04:00:00+00:00,1779076800,202.122,202.414,201.899,202.36,7904,21,0
2026-05-18T08:00:00+00:00,1779091200,202.363,202.395,202.069,202.218,7733,21,0
2026-05-18T12:00:00+00:00,1779105600,202.218,202.359,202.037,202.171,10641,21,0
2026-05-18T16:00:00+00:00,1779120000,202.17,202.585,202.133,202.505,7875,19,0
2026-05-18T20:00:00+00:00,1779134400,202.507,202.554,202.406,202.501,2667,15,0
2026-05-19T00:00:00+00:00,1779148800,202.501,202.564,202.284,202.287,6082,21,0
2026-05-19T04:00:00+00:00,1779163200,202.286,202.55,202.239,202.524,6618,21,0
