time_utc,time,open,high,low,close,tick_volume,spread,real_volume
2026-08-18T18:30:00Z,1787077800,1.0995,1.09952,1.09946,1.09946,53,15,0
2026-08-18T18:35:00Z,1787078100,1.09946,1.09953,1.09942,1.09949,65,15,0
2026-08-18T18:40:00Z,1787078400,1.09949,1.09961,1.09949,1.09959,64,15,0
2026-08-18T18:45:00Z,1787078700,1.09959,1.09965,1.09954,1.09955,50,15,0
2026-08-18T18:50:00Z,1787079000,1.09955,1.09958,1.09949,1.0995,35,15,0
2026-08-18T18:55:00Z,1787079300,1.0995,1.09955,1.0994,1.09948,79,15,0
2026-08-18T19:00:00Z,1787079600,1.09948,1.09965,1.09947,1.09965,67,15,0
2026-08-18T19:05:00Z,1787079900,1.09965,1.09969,1.09959,1.0996,56,15,0
2026-08-18T19:10:00Z,1787080200,1.0996,1.0996,1.0994,1.09948,77,15,0
2026-08-18T19:15:00Z,1787080500,1.09948,1.09949,1.09941,1.09946,62,15,0
2026-08-18T19:20:00Z,1787080800,1.09945,1.09948,1.09941,1.09942,52,15,0
2026-08-18T19:25:00Z,1787081100,1.09942,1.09959,1.09941,1.09953,58,15,0
2026-08-18T19:30:00Z,1787081400,1.09953,1.09962,1.0995,1.09957,70,15,0
2026-08-18T19:35:00Z,1787081700,1.09957,1.0996,1.0995,1.09953,56,15,0
2026-08-18T19:40:00Z,1787082000,1.09954,1.09954,1.09942,1.09952,68,15,0
2026-08-18T19:45:00Z,1787082300,1.09952,1.09956,1.09949,1.09954,59,15,0
2026-08-18T19:50:00Z,1787082600,1.09954,1.09962,1.09952,1.09958,58,15,0
2026-08-18T19:55:00Z,1787082900,1.09956,1.09964,1.09946,1.09953,119,15,0
2026-08-18T20:00:00Z,1787083200,1.09954,1.09956,1.09948,1.09952,71,15,0
2026-08-18T20:05:00Z,1787083500,1.09951,1.09957,1.0995,1.09953,40,15,0
2026-08-18T20:10:00Z,1787083800,1.09954,1.09954,1.09948,1.09948,50,15,0
2026-08-18T20:15:00Z,1787084100,1.09948,1.0995,1.09939,1.09942,42,15,0
2026-08-18T20:20:00Z,1787084400,1.09941,1.09942,1.09934,1.09934,42,15,0
2026-08-18T20:25:00Z,1787084700,1.09934,1.0994,1.09932,1.09939,32,15,0
2026-08-18T20:30:00Z,1787085000,1.0994,1.09944,1.09938,1.09944,35,15,0
2026-08-18T20:35:00Z,1787085300,1.09944,1.09953,1.09939,1.09952,47,15,0
2026-08-18T20:40:00Z,1787085600,1.09953,1.09953,1.09938,1.09948,48,15,0
2026-08-18T20:45:00Z,1787085900,1.0995,1.09953,1.09941,1.09944,60,15,0
2026-08-18T20:50:00Z,1787086200,1.09945,1.09945,1.09937,1.0994,22,15,0
2026-08-18T20:55:00Z,1787086500,1.0994,1.0994,1.0992,1.09924,56,15,0
2026-08-18T21:00:00Z,1787086800,1.09923,1.09923,1.09923,1.09923,1,20,0
2026-08-18T21:05:00Z,1787087100,1.09922,1.09925,1.0992,1.0992,16,20,0
2026-08-18T21:10:00Z,1787087400,1.09922,1.09923,1.09916,1.09921,42,22,0
2026-08-18T21:15:00Z,1787087700,1.0991900000000001,1.09923,1.09917,1.09921,23,34,0
2026-08-18T21:20:00Z,1787088000,1.09922,1.09923,1.09917,1.0991900000000001,47,41,0
2026-08-18T21:25:00Z,1787088300,1.09917,1.09931,1.09914,1.09931,31,34,0
2026-08-18T21:30:00Z,1787088600,1.09932,1.09943,1.09931,1.09943,35,31,0
2026-08-18T21:35:00Z,1787088900,1.09944,1.09944,1.09912,1.09917,96,24,0
2026-08-18T21:40:00Z,1787089200,1.09915,1.09927,1.09911,1.09912,125,38,0
2026-08-18T21:45:00Z,1787089500,1.09911,1.09915,1.09897,1.09903,106,42,0
2026-08-18T21:50:00Z,1787089800,1.09903,1.0991900000000001,1.09903,1.09909,118,25,0
2026-08-18T21:55:00Z,1787090100,1.09911,1.09912,1.09883,1.09883,82,20,0
2026-08-18T22:00:00Z,1787090400,1.09916,1.09923,1.09886,1.09912,86,40,0
2026-08-18T22:05:00Z,1787090700,1.09913,1.09915,1.09904,1.09907,47,40,0
2026-08-18T22:10:00Z,1787091000,1.09908,1.09917,1.09908,1.09908,62,40,0
2026-08-18T22:15:00Z,1787091300,1.09908,1.0991,1.09901,1.09909,50,40,0
2026-08-18T22:20:00Z,1787091600,1.0991,1.09917,1.09908,1.09917,42,40,0
2026-08-18T22:25:00Z,1787091900,1.09917,1.09924,1.09911,1.09924,26,25,0
2026-08-18T22:30:00Z,1787092200,1.09924,1.09928,1.09922,1.09923,24,25,0
2026-08-18T22:35:00Z,1787092500,1.09923,1.09926,1.09918,1.09923,27,25,0
2026-08-18T22:40:00Z,1787092800,1.09923,1.09926,1.09923,1.09924,18,25,0
2026-08-18T22:45:00Z,1787093100,1.09924,1.09926,1.09916,1.09921,27,25,0
2026-08-18T22:50:00Z,1787093400,1.09921,1.09931,1.09918,1.09929,17,25,0
2026-08-18T22:55:00Z,1787093700,1.09929,1.09937,1.09929,1.09936,17,25,0
2026-08-18T23:00:00Z,1787094000,1.09941,1.09942,1.09927,1.09927,42,15,0
2026-08-18T23:05:00Z,1787094300,1.09927,1.09941,1.09927,1.09941,28,15,0
2026-08-18T23:10:00Z,1787094600,1.09941,1.09944,1.09939,1.09943,28,15,0
2026-08-18T23:15:00Z,1787094900,1.09943,1.09948,1.09943,1.09947,27,15,0
2026-08-18T23:20:00Z,1787095200,1.09947,1.09951,1.09946,1.09949,28,15,0
2026-08-18T23:25:00Z,1787095500,1.09949,1.09957,1.09948,1.09956,30,15,0
2026-08-18T23:30:00Z,1787095800,1.09956,1.0996299999999999,1.09951,1.09961,43,15,0
2026-08-18T23:35:00Z,1787096100,1.09961,1.09971,1.0996,1.0997,42,15,0
2026-08-18T23:40:00Z,1787096400,1.0997,1.09974,1.09969,1.0997,41,15,0
2026-08-18T23:45:00Z,1787096700,1.0997,1.0997,1.09954,1.09954,55,15,0
2026-08-18T23:50:00Z,1787097000,1.09953,1.09953,1.09938,1.09944,47,15,0
2026-08-18T23:55:00Z,1787097300,1.09944,1.09952,1.09941,1.09943,47,15,0
2026-08-19T00:00:00Z,1787097600,1.09941,1.09965,1.0994,1.09941,130,15,0
2026-08-19T00:05:00Z,1787097900,1.0994,1.09944,1.09915,1.09923,107,15,0
2026-08-19T00:10:00Z,1787098200,1.09923,1.09931,1.09905,1.09909,80,15,0
2026-08-19T00:15:00Z,1787098500,1.09909,1.09911,1.09894,1.0990199999999999,82,15,0
2026-08-19T00:20:00Z,1787098800,1.0990199999999999,1.09911,1.09898,1.09906,87,15,0
2026-08-19T00:25:00Z,1787099100,1.09906,1.0993,1.09904,1.09928,86,15,0
2026-08-19T00:30:00Z,1787099400,1.09929,1.0994,1.09923,1.0993,80,15,0
2026-08-19T00:35:00Z,1787099700,1.09929,1.09931,1.09913,1.09914,64,15,0
2026-08-19T00:40:00Z,1787100000,1.09915,1.09922,1.09911,1.09918,55,15,0
2026-08-19T00:45:00Z,1787100300,1.09918,1.0991900000000001,1.09907,1.09907,48,15,0
2026-08-19T00:50:00Z,1787100600,1.09907,1.09908,1.09872,1.09881,99,15,0
2026-08-19T00:55:00Z,1787100900,1.09879,1.099,1.09877,1.09887,97,15,0
2026-08-19T01:00:00Z,1787101200,1.09885,1.09909,1.09885,1.09903,96,15,0
2026-08-19T01:05:00Z,1787101500,1.0990199999999999,1.09912,1.09892,1.09903,88,15,0
2026-08-19T01:10:00Z,1787101800,1.09903,1.0992,1.09901,1.09918,95,15,0
2026-08-19T01:15:00Z,1787102100,1.09918,1.09918,1.0989,1.09899,113,15,0
2026-08-19T01:20:00Z,1787102400,1.09899,1.099,1.09887,1.099,80,15,0
2026-08-19T01:25:00Z,1787102700,1.099,1.0991,1.09898,1.09907,73,15,0
2026-08-19T01:30:00Z,1787103000,1.09907,1.0991,1.09892,1.09892,84,15,0
2026-08-19T01:35:00Z,1787103300,1.09892,1.09893,1.0985800000000001,1.09859,87,15,0
2026-08-19T01:40:00Z,1787103600,1.0986,1.09868,1.09844,1.09846,84,15,0
2026-08-19T01:45:00Z,1787103900,1.09847,1.0985800000000001,1.09843,1.09853,59,15,0
2026-08-19T01:50:00Z,1787104200,1.09853,1.09859,1.0985,1.09852,52,15,0
2026-08-19T01:55:00Z,1787104500,1.09853,1.09861,1.09849,1.09859,66,15,0
2026-08-19T02:00:00Z,1787104800,1.0985800000000001,1.09865,1.09854,1.0986,61,15,0
2026-08-19T02:05:00Z,1787105100,1.09859,1.09861,1.09847,1.09847,51,15,0
2026-08-19T02:10:00Z,1787105400,1.09847,1.09852,1.09837,1.09846,54,15,0
2026-08-19T02:15:00Z,1787105700,1.09846,1.09851,1.09822,1.0984,164,15,0
2026-08-19T02:20:00Z,1787106000,1.09838,1.09845,1.09834,1.0984099999999999,98,15,0
2026-08-19T02:25:00Z,1787106300,1.0984099999999999,1.09845,1.09835,1.0984099999999999,69,15,0
2026-08-19T02:30:00Z,1787106600,1.0984099999999999,1.09848,1.09836,1.09842,57,15,0
2026-08-19T02:35:00Z,1787106900,1.09842,1.09851,1.09842,1.09845,62,15,0
2026-08-19T02:40:00Z,1787107200,1.09845,1.09852,1.09839,1.0985,68,15,0
2026-08-19T02:45:00Z,1787107500,1.09848,1.09859,1.09843,1.0985800000000001,82,15,0
2026-08-19T02:50:00Z,1787107800,1.0985800000000001,1.09878,1.09856,1.09873,58,15,0
2026-08-19T02:55:00Z,1787108100,1.09873,1.09883,1.09873,1.0988,63,15,0
2026-08-19T03:00:00Z,1787108400,1.0988,1.0988,1.09868,1.09869,49,15,0
2026-08-19T03:05:00Z,1787108700,1.09872,1.09877,1.09869,1.09871,47,15,0
2026-08-19T03:10:00Z,1787109000,1.09871,1.09871,1.09863,1.09867,44,15,0
2026-08-19T03:15:00Z,1787109300,1.09867,1.09874,1.09863,1.09874,42,15,0
2026-08-19T03:20:00Z,1787109600,1.09874,1.09874,1.0987,1.09871,36,15,0
2026-08-19T03:25:00Z,1787109900,1.09871,1.09873,1.09867,1.09867,43,15,0
2026-08-19T03:30:00Z,1787110200,1.09867,1.09867,1.09854,1.0985800000000001,54,15,0
2026-08-19T03:35:00Z,1787110500,1.0985800000000001,1.09866,1.09857,1.09865,40,15,0
2026-08-19T03:40:00Z,1787110800,1.09865,1.09866,1.09854,1.09855,31,15,0
2026-08-19T03:45:00Z,1787111100,1.09855,1.09863,1.09854,1.09861,48,15,0
2026-08-19T03:50:00Z,1787111400,1.09862,1.09869,1.09861,1.09868,44,15,0
2026-08-19T03:55:00Z,1787111700,1.09868,1.09871,1.09865,1.09865,41,15,0
2026-08-19T04:00:00Z,1787112000,1.09865,1.09868,1.09859,1.09866,63,15,0
2026-08-19T04:05:00Z,1787112300,1.09866,1.09868,1.0986,1.0986,31,15,0
2026-08-19T04:10:00Z,1787112600,1.0986,1.09862,1.09857,1.09859,42,15,0
2026-08-19T04:15:00Z,1787112900,1.09859,1.09859,1.09843,1.09845,63,15,0
2026-08-19T04:20:00Z,1787113200,1.09844,1.09854,1.09843,1.09854,61,15,0
2026-08-19T04:25:00Z,1787113500,1.09854,1.0985800000000001,1.09853,1.09857,44,15,0
2026-08-19T04:30:00Z,1787113800,1.09856,1.09856,1.09838,1.09842,76,15,0
2026-08-19T04:35:00Z,1787114100,1.09842,1.09852,1.09836,1.09846,47,15,0
2026-08-19T04:40:00Z,1787114400,1.09846,1.09852,1.09844,1.09852,40,15,0
2026-08-19T04:45:00Z,1787114700,1.09852,1.09853,1.0984,1.0984,42,15,0
2026-08-19T04:50:00Z,1787115000,1.0984,1.0984,1.09826,1.09835,51,15,0
2026-08-19T04:55:00Z,1787115300,1.09835,1.09842,1.09828,1.09838,63,15,0
2026-08-19T05:00:00Z,1787115600,1.09838,1.09839,1.09827,1.09835,57,15,0
2026-08-19T05:05:00Z,1787115900,1.09835,1.09838,1.09831,1.09835,56,15,0
2026-08-19T05:10:00Z,1787116200,1.09835,1.0984,1.09825,1.09825,55,15,0
2026-08-19T05:15:00Z,1787116500,1.09825,1.09827,1.09812,1.09819,62,15,0
2026-08-19T05:20:00Z,1787116800,1.09819,1.09825,1.09805,1.09824,68,15,0
2026-08-19T05:25:00Z,1787117100,1.09824,1.09838,1.0982,1.09833,51,15,0
2026-08-19T05:30:00Z,1787117400,1.09833,1.09848,1.09833,1.09843,49,15,0
2026-08-19T05:35:00Z,1787117700,1.09843,1.09854,1.09839,1.09851,54,15,0
2026-08-19T05:40:00Z,1787118000,1.09852,1.09852,1.09839,1.0984099999999999,59,15,0
2026-08-19T05:45:00Z,1787118300,1.0984099999999999,1.09861,1.0984099999999999,1.09847,78,15,0
2026-08-19T05:50:00Z,1787118600,1.09846,1.09854,1.0984,1.0985,59,15,0
2026-08-19T05:55:00Z,1787118900,1.0985,1.09867,1.0985,1.09855,83,15,0
2026-08-19T06:00:00Z,1787119200,1.09859,1.09878,1.0984,1.0986,143,15,0
2026-08-19T06:05:00Z,1787119500,1.0986,1.0987,1.09824,1.09827,101,15,0
2026-08-19T06:10:00Z,1787119800,1.09828,1.09837,1.0982,1.09837,89,15,0
2026-08-19T06:15:00Z,1787120100,1.09835,1.0985,1.09825,1.09845,150,15,0
2026-08-19T06:20:00Z,1787120400,1.09845,1.09862,1.09844,1.0986,153,15,0
2026-08-19T06:25:00Z,1787120700,1.09862,1.0987,1.09817,1.09826,144,15,0
2026-08-19T06:30:00Z,1787121000,1.09827,1.09835,1.0981,1.09829,132,15,0
2026-08-19T06:35:00Z,1787121300,1.0983,1.09834,1.0981,1.09828,112,15,0
2026-08-19T06:40:00Z,1787121600,1.09829,1.09829,1.09788,1.09801,120,15,0
2026-08-19T06:45:00Z,1787121900,1.098,1.09803,1.09784,1.09802,127,15,0
2026-08-19T06:50:00Z,1787122200,1.098,1.09837,1.0979700000000001,1.09833,148,15,0
2026-08-19T06:55:00Z,1787122500,1.09833,1.09849,1.09824,1.09845,135,15,0
2026-08-19T07:00:00Z,1787122800,1.09842,1.09867,1.0984,1.09861,179,15,0
2026-08-19T07:05:00Z,1787123100,1.09861,1.09866,1.09844,1.09866,124,15,0
2026-08-19T07:10:00Z,1787123400,1.09866,1.09872,1.09842,1.09842,130,15,0
2026-08-19T07:15:00Z,1787123700,1.0984,1.09851,1.09826,1.09832,120,15,0
2026-08-19T07:20:00Z,1787124000,1.0983,1.09855,1.0983,1.09844,119,15,0
2026-08-19T07:25:00Z,1787124300,1.09846,1.09848,1.09817,1.0982,118,15,0
2026-08-19T07:30:00Z,1787124600,1.0982,1.09826,1.09806,1.09824,138,15,0
2026-08-19T07:35:00Z,1787124900,1.09821,1.09859,1.09813,1.09859,137,15,0
