time_utc,time,open,high,low,close,tick_volume,spread,real_volume
2023-06-09T15:00:00Z,1686322800,1.7546599999999999,1.7549299999999999,1.75356,1.7538399999999998,439,36,0
2023-06-09T15:15:00Z,1686323700,1.75386,1.75426,1.7537,1.75421,382,36,0
2023-06-09T15:30:00Z,1686324600,1.75426,1.7544,1.75359,1.7539799999999999,379,36,0
2023-06-09T15:45:00Z,1686325500,1.75399,1.75446,1.75372,1.75415,357,36,0
2023-06-09T16:00:00Z,1686326400,1.7540900000000001,1.75455,1.75352,1.75359,314,36,0
2023-06-09T16:15:00Z,1686327300,1.75363,1.75442,1.7534399999999999,1.7544,295,36,0
2023-06-09T16:30:00Z,1686328200,1.75442,1.7545,1.7535500000000002,1.75381,263,36,0
2023-06-09T16:45:00Z,1686329100,1.75386,1.7540200000000001,1.75338,1.75381,220,36,0
2023-06-09T17:00:00Z,1686330000,1.7538200000000002,1.7541,1.75353,1.75377,211,36,0
2023-06-09T17:15:00Z,1686330900,1.7537500000000001,1.75468,1.7537500000000001,1.7542200000000001,200,36,0
2023-06-09T17:30:00Z,1686331800,1.7541600000000002,1.75424,1.75367,1.75406,157,36,0
2023-06-09T17:45:00Z,1686332700,1.75403,1.7545899999999999,1.75394,1.75423,189,36,0
2023-06-09T18:00:00Z,1686333600,1.75417,1.7542900000000001,1.75396,1.7541,149,36,0
2023-06-09T18:15:00Z,1686334500,1.7541099999999998,1.7542900000000001,1.75379,1.75413,184,36,0
2023-06-09T18:30:00Z,1686335400,1.75407,1.75449,1.75393,1.7541099999999998,197,36,0
2023-06-09T18:45:00Z,1686336300,1.75412,1.75485,1.75387,1.7541,238,36,0
2023-06-09T19:00:00Z,1686337200,1.75407,1.7546599999999999,1.75394,1.75417,179,36,0
2023-06-09T19:15:00Z,1686338100,1.75414,1.75461,1.75407,1.7545,125,36,0
2023-06-09T19:30:00Z,1686339000,1.75448,1.75462,1.75359,1.75373,179,36,0
2023-06-09T19:45:00Z,1686339900,1.75379,1.7539099999999999,1.7533699999999999,1.75386,230,36,0
2023-06-09T20:00:00Z,1686340800,1.7538399999999998,1.7538399999999998,1.75325,1.75363,151,36,0
2023-06-09T20:15:00Z,1686341700,1.75362,1.75378,1.75346,1.75352,102,36,0
