position_id,symbol,direction,model,result,exit_reason,signal_id,entry_utc,entry_ist,exit_utc,hour_utc,weekday,lots,entry_price,initial_stop,broker_target,risk_price,risk_points,realized_money,loss_at_sl_money,stop_basis,entry_zone_id,destination_zone_id,destination_rr,spread_at_signal_points,spread_pct_of_risk,round_trip_cost_r,stop_multiple_vs_structural,used_liquidity_pool_stop,minutes_held,realized_r_money_est,realized_r,exit_legs,closed_fraction,destination_confirmed_utc,zone_confirmed_utc,destination_age_hours,zone_age_hours,alert_to_confirm_minutes,zone_width_r,zone_width_points,entry_beyond_proximal_r,stop_pad_beyond_distal_r,campaign_zones_all,campaign_extreme_zone_id,entry_zone_is_extreme_all,entry_zone_extreme_rank,r_from_extreme_zone,extreme_zone_confirmed_utc,live_partial_banked,live_partial_events,live_stop_moves_ok,live_final_stop_r,live_stop_went_positive,live_peak_r_journal,live_stop_clamped_by_broker,entry_bar_open_utc,entry_bar_partial,mfe_r,mae_r,minutes_to_peak,bars_in_window,reached_partial_1_25r,reached_first_trail_1_5r,reached_1r,reached_0_5r,scn_live_ladder_sim_r,scn_live_ladder_sim_reason,scn_fixed_0_75r_r,scn_fixed_0_75r_reason,scn_fixed_1r_r,scn_fixed_1r_reason,scn_fixed_1_25r_r,scn_fixed_1_25r_reason,scn_fixed_2r_r,scn_fixed_2r_reason,scn_destination_only_r,scn_destination_only_reason,scn_partial_1r_then_be_r,scn_partial_1r_then_be_reason,scn_no_partial_trail_from_1_5r_r,scn_no_partial_trail_from_1_5r_reason,scn_be_at_0_75r_then_dest_r,scn_be_at_0_75r_then_dest_reason,scn_be_at_1r_then_dest_r,scn_be_at_1r_then_dest_reason,scn_be_at_1r_target_2r_r,scn_be_at_1r_target_2r_reason,outcome_class
2192325997,EURCAD,short,aggressive_liquidation,Profit,stop_loss,344a0b83d10bc4fc,2026-08-19T22:30:30.176000+00:00,2026-08-20T04:00:30.176000+05:30,2026-08-20T09:03:15.417000+00:00,22,Wed,0.16,1.61221,1.61276,1.60888,0.00055,55.0,1386.09,791.98,liquidity_pool_plus_buffer,15m-1787171400--1-f1c6e7,4h-1787097600-1-bd309c,4.96,15.0,23.03,0.4607,1.0,True,632.8,1.75,2.127,2,1.0,2026-08-19T16:00:00+00:00,2026-08-19T21:30:00+00:00,6.5,1.0,25.0,0.273,15.0,0.4,0.327,2,15m-1787171400--1-f1c6e7,True,1,0.0,2026-08-19T21:30:00+00:00,True,1,2,2.0,True,2.543,False,2026-08-19T22:30:00+00:00,True,4.145,-0.309,600.0,127,True,True,True,True,0.625,trail_stop,0.75,take_profit,1.0,take_profit,1.25,take_profit,2.0,take_profit,6.055,take_profit,0.5,trail_stop,1.0,trail_stop,0.0,trail_stop,0.0,trail_stop,0.0,trail_stop,trailed_winner
2195235020,USDCHF,long,aggressive_liquidation,Loss,stop_loss,364b45525ea82ed0,2026-08-20T09:05:21.578000+00:00,2026-08-20T14:35:21.578000+05:30,2026-08-20T09:10:17.184000+00:00,9,Thu,0.19,0.79789,0.79707,0.81207,0.00082,82.0,-2054.03,2127.37,15m_zone_distal_plus_buffer,15m-1787184000-1-686a96,4h-1787068800--1-e75c98,16.65,13.0,15.3,0.306,1.0,False,4.9,-0.966,-1.0,1,1.0,2026-08-19T16:00:00+00:00,2026-08-20T00:30:00+00:00,17.08,8.58,20.0,0.768,63.0,0.183,0.049,3,15m-1787176800-1-b3d831,False,2,0.512,2026-08-19T23:00:00+00:00,False,0,0,,False,,False,2026-08-20T09:05:00+00:00,True,-0.049,-2.439,0.0,2,False,False,False,False,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,stopped_never_our_way
2195369450,AUDJPY,long,aggressive_liquidation,Loss,stop_loss,dc729b8b48b40921,2026-08-20T09:30:25.271000+00:00,2026-08-20T15:00:25.271000+05:30,2026-08-20T11:57:05.760000+00:00,9,Thu,0.26,112.878,112.802,113.438,0.076,76.0,-1307.53,1317.14,liquidity_pool_plus_buffer,15m-1787211000-1-045ebe,4h-1787040000--1-012ee8,7.33,11.0,14.42,0.2884,1.0,True,146.7,-0.993,-1.0,1,1.0,2026-08-18T20:00:00+00:00,2026-08-20T08:45:00+00:00,37.5,0.75,10.0,0.461,35.0,0.158,0.382,8,15m-1787142600-1-56608f,False,8,3.5,2026-08-19T13:15:00+00:00,False,0,0,,False,,False,2026-08-20T09:30:00+00:00,True,0.763,-1.25,95.0,30,False,False,False,True,-1.0,stop_loss,0.75,take_profit,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,0.0,trail_stop,-1.0,stop_loss,-1.0,stop_loss,ran_then_reverted_before_partial
2195935435,GBPAUD,short,aggressive_liquidation,Loss,stop_loss,9c0cdcb695944fe0,2026-08-20T11:05:27.117000+00:00,2026-08-20T16:35:27.117000+05:30,2026-08-20T11:09:15.645000+00:00,11,Thu,0.14,1.91502,1.9155,1.9047,0.00048,48.0,-502.36,839.12,15m_zone_distal_plus_buffer,15m-1787142600--1-f57669,4h-1787040000-1-4b012a,12.47,21.0,26.2,0.524,1.0,False,3.8,-0.599,-1.0,1,1.0,2026-08-19T04:00:00+00:00,2026-08-19T13:15:00+00:00,31.08,21.83,10.0,0.562,27.0,0.229,0.208,8,15m-1787142600--1-f57669,True,1,0.0,2026-08-19T13:15:00+00:00,False,0,0,,False,,False,2026-08-20T11:05:00+00:00,True,-0.083,-1.187,0.0,1,False,False,False,False,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,stopped_never_our_way
2195964203,NZDJPY,short,aggressive_liquidation,Loss,stop_loss,bb1dd2609aedd9d8,2026-08-20T11:10:20.986000+00:00,2026-08-20T16:40:20.986000+05:30,2026-08-20T12:58:55.629000+00:00,11,Thu,0.32,94.362,94.452,93.933,0.09,90.0,-1905.0,2033.08,liquidity_pool_plus_buffer,15m-1787205600--1-321673,4h-1787155200-1-74751c,4.41,14.0,14.59,0.2918,1.0,True,108.6,-0.937,-1.0,1,1.0,2026-08-20T04:00:00+00:00,2026-08-20T06:30:00+00:00,7.17,4.67,5.0,0.289,26.0,0.589,0.122,1,15m-1787205600--1-321673,True,1,0.0,2026-08-20T06:30:00+00:00,False,0,0,,False,,False,2026-08-20T11:10:00+00:00,True,0.322,-1.044,55.0,22,False,False,False,False,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,ran_then_reverted_before_partial
2196157693,GBPCHF,long,aggressive_liquidation,Profit,stop_loss,5b9e908e2510a023,2026-08-20T11:35:25.223000+00:00,2026-08-20T17:05:25.223000+05:30,2026-08-23T21:16:39.416000+00:00,11,Thu,0.13,1.08738,1.08455,1.09865,0.00283,283.0,6615.83,4774.83,15m_zone_distal_plus_buffer,15m-1787180400-1-1fd3e0,4h-1787112000--1-dd8b4b,4.06,15.0,5.38,0.1076,1.0,False,4901.2,1.386,1.412,2,1.0,2026-08-19T16:00:00+00:00,2026-08-20T00:30:00+00:00,19.58,11.08,130.0,0.074,21.0,0.908,0.018,4,15m-1787180400-1-1fd3e0,True,1,0.0,2026-08-20T00:30:00+00:00,True,1,3,1.5,True,2.004,False,2026-08-20T11:35:00+00:00,True,2.173,-0.081,1835.0,404,True,True,True,True,1.375,trail_stop,0.75,take_profit,1.0,take_profit,1.25,take_profit,2.0,take_profit,2.382,time_expiry,1.25,trail_stop,1.5,trail_stop,1.5,trail_stop,1.5,trail_stop,2.0,take_profit,trailed_winner
2197053969,CHFJPY,short,aggressive_liquidation,Profit,stop_loss,d4c6d69262e27748,2026-08-20T12:45:21.289000+00:00,2026-08-20T18:15:21.289000+05:30,2026-08-21T09:21:05.364000+00:00,12,Thu,0.15,198.887,199.077,196.418,0.19,190.0,5325.99,2068.45,liquidity_pool_plus_buffer,15m-1787223600--1-a5240d,4h-1787112000-1-d639a8,11.76,21.0,10.08,0.2015,1.0,True,1235.7,2.575,2.896,2,1.0,2026-08-19T16:00:00+00:00,2026-08-20T11:45:00+00:00,20.75,1.0,25.0,0.574,109.0,0.158,0.268,3,15m-1787223600--1-a5240d,True,1,0.0,2026-08-20T11:45:00+00:00,True,1,1,2.5,True,3.334,False,2026-08-20T12:45:00+00:00,True,3.516,-0.689,1220.0,248,True,True,True,True,0.625,trail_stop,0.75,take_profit,1.0,take_profit,1.25,take_profit,2.0,take_profit,2.7,time_expiry,0.5,trail_stop,1.0,trail_stop,0.0,trail_stop,0.0,trail_stop,0.0,trail_stop,trailed_winner
2197264325,EURCAD,short,aggressive_liquidation,Profit,stop_loss,2f84e882399ea84f,2026-08-20T13:05:20.213000+00:00,2026-08-20T18:35:20.213000+05:30,2026-08-21T14:08:51.713000+00:00,13,Thu,0.16,1.6101,1.61125,1.60538,0.00115,115.0,2953.45,1610.6,liquidity_pool_plus_buffer,15m-1787221800--1-f274fd,4h-1787025600-1-656c5f,3.44,15.0,11.35,0.2271,1.0,True,1503.5,1.834,2.161,2,1.0,2026-08-19T00:00:00+00:00,2026-08-20T11:15:00+00:00,37.08,1.83,15.0,0.417,48.0,0.278,0.304,10,15m-1787171400--1-f1c6e7,False,8,1.748,2026-08-19T21:30:00+00:00,True,1,6,3.0,True,3.555,False,2026-08-20T13:05:00+00:00,True,3.974,-0.661,1465.0,301,True,True,True,True,1.125,trail_stop,0.75,take_profit,1.0,take_profit,1.25,take_profit,2.0,take_profit,-1.0,stop_loss,0.5,trail_stop,1.0,trail_stop,0.0,trail_stop,0.0,trail_stop,0.0,trail_stop,trailed_winner
2201442741,EURNZD,long,aggressive_liquidation,Loss,stop_loss,aaa4a283de8847b3,2026-08-21T00:05:21.225000+00:00,2026-08-21T05:35:21.225000+05:30,2026-08-21T00:10:38.784000+00:00,0,Fri,0.16,1.96346,1.96232,1.9673500000000002,0.00114,114.0,-1136.39,1042.52,15m_zone_distal_plus_buffer,15m-1787238900-1-cc7b50,4h-1787155200--1-9a141f,3.81,22.0,21.03,0.4205,1.0,False,5.3,-1.09,-1.0,1,1.0,2026-08-20T04:00:00+00:00,2026-08-20T15:45:00+00:00,20.08,8.33,5.0,0.447,51.0,0.465,0.088,5,15m-1787205600-1-384fc9,False,3,1.228,2026-08-20T06:30:00+00:00,False,0,0,,False,,False,2026-08-21T00:05:00+00:00,True,-0.053,-1.272,0.0,2,False,False,False,False,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,stopped_never_our_way
2201517364,CADJPY,short,aggressive_liquidation,Loss,stop_loss,a298b8f19e5f7beb,2026-08-21T00:20:14.215000+00:00,2026-08-21T05:50:14.215000+05:30,2026-08-21T00:27:25.825000+00:00,0,Fri,0.26,115.366,115.403,114.641,0.037,37.0,-633.0,1010.36,liquidity_pool_plus_buffer,15m-1787256900--1-405509,4h-1787155200-1-e1df13,11.91,11.0,18.63,0.3726,1.0,True,7.2,-0.627,-1.0,1,1.0,2026-08-20T12:00:00+00:00,2026-08-20T21:00:00+00:00,12.33,3.33,10.0,0.324,12.0,0.486,0.189,2,15m-1787256900--1-405509,True,1,0.0,2026-08-20T21:00:00+00:00,False,0,0,,False,,False,2026-08-21T00:20:00+00:00,True,0.27,-1.324,0.0,2,False,False,False,False,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,ran_then_reverted_before_partial
2205433470,CADJPY,short,aggressive_liquidation,Loss,stop_loss,b549e2ada5978bf6,2026-08-21T11:00:19.730000+00:00,2026-08-21T16:30:19.730000+05:30,2026-08-21T11:08:03.700000+00:00,11,Fri,0.26,115.488,115.531,114.641,0.043,43.0,-738.06,919.3,liquidity_pool_plus_buffer,15m-1787289300--1-69085a,4h-1787155200-1-e1df13,15.62,11.0,20.54,0.4108,1.0,True,7.7,-0.803,-1.0,1,1.0,2026-08-20T12:00:00+00:00,2026-08-21T05:45:00+00:00,23.0,5.25,5.0,0.488,21.0,0.372,0.14,4,15m-1787289300--1-69085a,True,1,0.0,2026-08-21T05:45:00+00:00,False,0,0,,False,,False,2026-08-21T11:00:00+00:00,True,0.0,-1.14,0.0,2,False,False,False,False,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,stopped_never_our_way
2205919044,GBPUSD,short,aggressive_liquidation,Profit,stop_loss,275d51b72f8b0b67,2026-08-21T11:55:14.160000+00:00,2026-08-21T17:25:14.160000+05:30,2026-08-21T14:50:18.169000+00:00,11,Fri,0.14,1.36514,1.36666,1.36073,0.00152,152.0,2996.08,2490.14,liquidity_pool_plus_buffer,15m-1787307300--1-d9703a,4h-1787169600-1-95dc4e,2.49,10.0,5.89,0.1179,1.0,True,175.1,1.203,1.378,2,1.0,2026-08-20T12:00:00+00:00,2026-08-21T11:00:00+00:00,23.92,0.92,30.0,0.566,86.0,0.388,0.046,4,15m-1787307300--1-d9703a,True,1,0.0,2026-08-21T11:00:00+00:00,True,1,3,1.5,True,2.055,False,2026-08-21T11:55:00+00:00,True,2.132,-0.599,165.0,36,True,True,True,True,1.375,trail_stop,0.75,take_profit,1.0,take_profit,1.25,take_profit,2.0,take_profit,1.428,time_expiry,1.25,trail_stop,1.5,trail_stop,1.5,trail_stop,1.5,trail_stop,2.0,take_profit,trailed_winner
2206001107,USDCHF,long,aggressive_liquidation,Profit,stop_loss,1c75f7a51781f740,2026-08-21T12:05:21.349000+00:00,2026-08-21T17:35:21.349000+05:30,2026-08-21T15:32:41.113000+00:00,12,Fri,0.19,0.79943,0.79821,0.81207,0.00122,122.0,4157.5,3138.99,15m_zone_distal_plus_buffer,15m-1787310900-1-c0c4c2,4h-1787068800--1-e75c98,10.0,13.0,10.32,0.2064,1.0,False,207.3,1.324,1.407,2,1.0,2026-08-19T16:00:00+00:00,2026-08-21T11:45:00+00:00,44.08,0.33,0.0,0.721,88.0,0.246,0.033,9,15m-1787176800-1-b3d831,False,5,1.484,2026-08-19T23:00:00+00:00,True,1,3,1.5,True,2.033,False,2026-08-21T12:05:00+00:00,True,2.107,-0.369,200.0,42,True,True,True,True,1.375,trail_stop,0.75,take_profit,1.0,take_profit,1.25,take_profit,2.0,take_profit,3.525,time_expiry,1.25,trail_stop,1.5,trail_stop,1.5,trail_stop,1.5,trail_stop,2.0,take_profit,trailed_winner
2206208086,EURUSD,short,aggressive_liquidation,Profit,stop_loss,e6a76955cb7626eb,2026-08-21T12:30:23.782000+00:00,2026-08-21T18:00:23.782000+05:30,2026-08-21T14:50:13.109000+00:00,12,Fri,0.16,1.16925,1.17034,1.15787,0.00109,109.0,2508.77,1639.1,liquidity_pool_plus_buffer,15m-1787312700--1-e894db,4h-1787068800-1-349ab4,11.76,8.0,8.19,0.1638,1.0,True,139.8,1.531,1.408,2,1.0,2026-08-19T08:00:00+00:00,2026-08-21T12:15:00+00:00,52.5,0.25,10.0,0.156,17.0,0.578,0.266,8,15m-1787220900--1-bf9a75,False,2,0.826,2026-08-20T11:00:00+00:00,True,1,3,1.5,True,2.003,False,2026-08-21T12:30:00+00:00,True,2.128,-0.257,125.0,29,True,True,True,True,1.375,trail_stop,0.75,take_profit,1.0,take_profit,1.25,take_profit,2.0,take_profit,2.505,time_expiry,1.25,trail_stop,1.5,trail_stop,1.5,trail_stop,1.5,trail_stop,2.0,take_profit,trailed_winner
2207381938,CADJPY,short,aggressive_liquidation,Loss,stop_loss,fe66af9880cdd040,2026-08-21T14:25:28.110000+00:00,2026-08-21T19:55:28.110000+05:30,2026-08-21T17:37:00.967000+00:00,14,Fri,0.26,115.459,115.587,114.641,0.128,128.0,-2190.85,2203.38,liquidity_pool_plus_buffer,15m-1787318100--1-20fd5d,4h-1787155200-1-e1df13,6.36,11.0,8.56,0.1711,1.0,True,191.5,-0.994,-1.0,1,1.0,2026-08-20T12:00:00+00:00,2026-08-21T14:15:00+00:00,26.42,0.17,5.0,0.648,83.0,0.156,0.195,5,15m-1787289300--1-69085a,False,2,0.195,2026-08-21T05:45:00+00:00,False,0,0,,False,,False,2026-08-21T14:25:00+00:00,True,0.648,-1.0,30.0,39,False,False,False,True,2.625,trail_stop,0.75,take_profit,1.0,take_profit,1.25,take_profit,2.0,take_profit,6.391,take_profit,2.5,trail_stop,4.0,trail_stop,4.0,trail_stop,4.0,trail_stop,2.0,take_profit,ran_then_reverted_before_partial
2207912222,GBPNZD,long,aggressive_liquidation,Loss,stop_loss,ebfee2ccaf9584db,2026-08-21T15:10:19.428000+00:00,2026-08-21T20:40:19.428000+05:30,2026-08-21T15:39:50.700000+00:00,15,Fri,0.14,2.28098,2.28019,2.2928100000000002,0.00079,79.0,-692.31,983.81,liquidity_pool_plus_buffer,15m-1787321700-1-aad210,4h-1787241600--1-d99482,10.24,24.0,21.37,0.4274,1.0,True,29.5,-0.704,-1.0,1,1.0,2026-08-21T12:00:00+00:00,2026-08-21T14:45:00+00:00,3.17,0.42,10.0,0.646,51.0,-0.278,0.633,1,15m-1787321700-1-aad210,True,1,0.0,2026-08-21T14:45:00+00:00,False,0,0,,False,,False,2026-08-21T15:10:00+00:00,True,0.418,-1.025,0.0,6,False,False,False,False,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,ran_then_reverted_before_partial
2207985789,NZDJPY,short,aggressive_liquidation,Loss,stop_loss,dc69d35cb97bafca,2026-08-21T15:20:32.353000+00:00,2026-08-21T20:50:32.353000+05:30,2026-08-21T15:28:32.121000+00:00,15,Fri,0.32,94.962,95.018,94.351,0.056,56.0,-1180.12,1127.2,liquidity_pool_plus_buffer,15m-1787319900--1-7a554f,4h-1787212800-1-46d7a9,11.46,14.0,26.17,0.5234,1.0,True,8.0,-1.047,-1.0,1,1.0,2026-08-20T16:00:00+00:00,2026-08-21T14:45:00+00:00,23.33,0.58,15.0,1.268,71.0,-0.357,0.089,4,15m-1787319900--1-7a554f,True,1,0.0,2026-08-21T14:45:00+00:00,False,0,0,,False,,False,2026-08-21T15:20:00+00:00,True,-0.196,-1.036,0.0,2,False,False,False,False,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,stopped_never_our_way
2208285496,NZDUSD,short,aggressive_liquidation,Loss,stop_loss,5ae3397e93f09354,2026-08-21T15:50:15.676000+00:00,2026-08-21T21:20:15.676000+05:30,2026-08-21T18:02:24.038000+00:00,15,Fri,0.32,0.59794,0.5985,0.59467,0.00056,56.0,-1875.4,2042.57,liquidity_pool_plus_buffer,15m-1787319900--1-a0a55b,4h-1787241600-1-dba524,5.28,14.0,22.96,0.4592,1.0,True,132.1,-0.918,-1.0,1,1.0,2026-08-21T04:00:00+00:00,2026-08-21T14:45:00+00:00,11.83,1.08,5.0,0.893,50.0,-0.107,0.214,3,15m-1787319900--1-a0a55b,True,1,0.0,2026-08-21T14:45:00+00:00,False,0,0,,False,,False,2026-08-21T15:50:00+00:00,True,0.018,-1.089,25.0,27,False,False,False,False,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,stopped_never_our_way
2209525712,GBPUSD,short,aggressive_liquidation,Profit,client_close,cbce77dde6bd59ea,2026-08-21T19:05:21.040000+00:00,2026-08-22T00:35:21.040000+05:30,2026-08-23T21:41:46.524000+00:00,19,Fri,0.14,1.36491,1.36594,1.36073,0.00103,103.0,1084.45,1607.27,15m_zone_distal_plus_buffer,15m-1787314500--1-0365fc,4h-1787169600-1-95dc4e,3.75,10.0,9.12,0.1824,1.0,False,3036.4,0.675,0.738,1,1.0,2026-08-20T12:00:00+00:00,2026-08-21T12:45:00+00:00,31.08,6.33,60.0,0.563,58.0,0.369,0.068,6,15m-1787307300--1-d9703a,False,2,0.427,2026-08-21T11:00:00+00:00,False,0,0,,False,,False,2026-08-21T19:05:00+00:00,True,1.99,-0.175,3000.0,31,True,True,True,True,1.125,trail_stop,0.75,take_profit,1.0,take_profit,1.25,take_profit,2.0,take_profit,4.058,take_profit,1.0,trail_stop,1.0,trail_stop,1.0,trail_stop,1.0,trail_stop,0.0,trail_stop,partial_winner
2218215189,GBPCAD,short,conservative_mss,Loss,stop_loss,a93119827f46cc05,2026-08-24T09:10:25.848000+00:00,2026-08-24T14:40:25.848000+05:30,2026-08-24T11:32:22.989000+00:00,9,Mon,0.14,1.88568,1.88705,1.8830900000000002,0.00137,137.0,-1450.4,1653.01,liquidity_pool_plus_buffer,15m-1787560200--1-358caf,4h-1787529600-1-781ef5,1.54,18.0,11.55,0.231,1.0,True,142.0,-0.877,-1.0,1,1.0,2026-08-24T08:00:00+00:00,2026-08-24T09:00:00+00:00,1.17,0.17,5.0,0.642,88.0,0.212,0.146,1,15m-1787560200--1-358caf,True,1,0.0,2026-08-24T09:00:00+00:00,False,0,0,,False,,False,2026-08-24T09:10:00+00:00,True,0.226,-1.131,85.0,29,False,False,False,False,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,-1.0,stop_loss,stopped_never_our_way
2218242617,GBPNZD,long,aggressive_liquidation,Profit,stop_loss,6f41dee0839f08f8,2026-08-24T09:15:17.508000+00:00,2026-08-24T14:45:17.508000+05:30,2026-08-24T11:17:42.951000+00:00,9,Mon,0.13,2.2838,2.28251,2.2928100000000002,0.00129,129.0,1426.78,1234.52,liquidity_pool_plus_buffer,15m-1787553900-1-94f9df,4h-1787241600--1-d99482,5.79,24.0,15.81,0.3161,1.0,True,122.4,1.156,1.393,2,1.0,2026-08-21T12:00:00+00:00,2026-08-24T07:30:00+00:00,69.25,1.75,70.0,0.705,91.0,-0.078,0.372,5,15m-1787321700-1-aad210,False,5,2.093,2026-08-21T14:45:00+00:00,True,1,3,1.5,True,2.04,False,2026-08-24T09:15:00+00:00,True,2.093,-0.419,115.0,25,True,True,True,True,1.375,trail_stop,0.75,take_profit,1.0,take_profit,1.25,take_profit,2.0,take_profit,-1.0,stop_loss,1.25,trail_stop,1.5,trail_stop,1.5,trail_stop,1.5,trail_stop,2.0,take_profit,trailed_winner
2218684770,GBPJPY,short,aggressive_liquidation,Profit,stop_loss,405f96d9006c0b40,2026-08-24T10:20:15.197000+00:00,2026-08-24T15:50:15.197000+05:30,2026-08-24T12:55:00.408000+00:00,10,Mon,0.14,216.984,217.106,215.599,0.122,122.0,689.72,1527.79,liquidity_pool_plus_buffer,15m-1787558400--1-5030eb,4h-1787155200-1-d858bf,8.09,21.0,12.67,0.2535,1.0,True,154.8,0.451,0.627,2,1.0,2026-08-20T12:00:00+00:00,2026-08-24T09:00:00+00:00,94.33,1.33,55.0,0.943,115.0,-0.033,0.09,6,15m-1787558400--1-5030eb,True,1,0.0,2026-08-24T09:00:00+00:00,True,1,1,0.0,False,1.256,False,2026-08-24T10:20:00+00:00,True,1.525,-0.459,120.0,32,True,True,True,True,1.125,trail_stop,0.75,take_profit,1.0,take_profit,1.25,take_profit,-1.0,stop_loss,-1.0,stop_loss,1.0,trail_stop,1.0,trail_stop,1.0,trail_stop,1.0,trail_stop,0.0,trail_stop,trailed_winner
2219420071,AUDUSD,short,aggressive_liquidation,Profit,stop_loss,fe99667b02674060,2026-08-24T11:45:18.542000+00:00,2026-08-24T17:15:18.542000+05:30,2026-08-25T00:00:21.311000+00:00,11,Mon,0.27,0.71634,0.71714,0.7119,0.0008,80.0,2521.0,2378.83,liquidity_pool_plus_buffer,15m-1787553900--1-86e0bc,4h-1787241600-1-5c1bda,5.22,9.0,10.69,0.2139,1.0,True,735.0,1.06,1.138,2,1.0,2026-08-21T04:00:00+00:00,2026-08-24T07:45:00+00:00,79.75,4.0,5.0,0.55,44.0,0.4,0.05,7,15m-1787342400--1-5dc7af,False,4,0.7,2026-08-21T21:00:00+00:00,True,1,1,1.0,True,1.52,False,2026-08-24T11:45:00+00:00,True,2.8,-0.637,370.0,148,True,True,True,True,1.625,trail_stop,0.75,take_profit,1.0,take_profit,1.25,take_profit,2.0,take_profit,-1.0,stop_loss,1.5,trail_stop,2.0,trail_stop,2.0,trail_stop,2.0,trail_stop,2.0,take_profit,trailed_winner
2219420672,EURAUD,long,aggressive_liquidation,Profit,stop_loss,c01f4d771dda0cd0,2026-08-24T11:45:22.313000+00:00,2026-08-24T17:15:22.313000+05:30,2026-08-24T15:26:00.585000+00:00,11,Mon,0.16,1.6285,1.62779,1.64035,0.00071,71.0,1988.84,770.78,swept_wick_plus_buffer,15m-1787565600-1-ffc165,4h-1787241600--1-fed4b1,18.54,17.0,26.45,0.5289,1.0,False,220.6,2.58,2.387,2,1.0,2026-08-21T04:00:00+00:00,2026-08-24T11:15:00+00:00,79.75,0.5,5.0,0.394,28.0,0.352,0.254,4,15m-1787343300-1-9d9cc5,False,2,0.38,2026-08-21T21:00:00+00:00,True,1,7,3.5,True,4.006,False,2026-08-24T11:45:00+00:00,True,4.085,-0.662,215.0,45,True,True,True,True,2.375,trail_stop,0.75,take_profit,1.0,take_profit,1.25,take_profit,2.0,take_profit,-1.0,stop_loss,0.5,trail_stop,3.5,trail_stop,0.0,trail_stop,0.0,trail_stop,0.0,trail_stop,trailed_winner
2219421833,GBPAUD,long,aggressive_liquidation,Profit,stop_loss,889fa8fa581fe348,2026-08-24T11:45:26.272000+00:00,2026-08-24T17:15:26.272000+05:30,2026-08-24T14:57:30.327000+00:00,11,Mon,0.14,1.90334,1.9021,1.9159899999999999,0.00124,124.0,1755.75,1165.19,liquidity_pool_plus_buffer,15m-1787565600-1-4ca125,4h-1787256000--1-d949f1,11.51,21.0,18.91,0.3783,1.0,True,192.1,1.507,1.379,2,1.0,2026-08-21T08:00:00+00:00,2026-08-24T11:15:00+00:00,75.75,0.5,10.0,0.565,70.0,0.129,0.306,6,15m-1787337900-1-85d0aa,False,5,1.081,2026-08-21T19:30:00+00:00,True,1,3,1.5,True,2.032,False,2026-08-24T11:45:00+00:00,True,2.113,-0.266,185.0,39,True,True,True,True,1.375,trail_stop,0.75,take_profit,1.0,take_profit,1.25,take_profit,2.0,take_profit,-1.0,stop_loss,1.25,trail_stop,1.5,trail_stop,1.5,trail_stop,1.5,trail_stop,2.0,take_profit,trailed_winner
