position_id,signal_id,symbol,direction,model,entry_utc,entry_ist_date,signal_close_utc,entry_price,original_stop,destination_target,broker_target,risk_price,risk_points,destination_target_matches_broker_tp,destination_zone_id,entry_zone_id,destination_rr_signal,destination_rr_fill,model_aggressive,direction_long,used_liquidity_pool_stop,spread_pct_of_risk,round_trip_cost_r,stop_multiple_vs_structural,destination_before_original_stop,destination_label_status,label_start_bar_utc,label_resolution_bar_utc,label_bars_observed,destination_only_r,fill_adverse_slippage_signal_r,destination_confirmation_age_h,destination_origin_age_h,destination_origin_to_bos_bars_4h,entry_zone_age_h,entry_zone_origin_to_bos_bars_15m,alert_to_signal_minutes,destination_width_r,destination_width_signal_r,entry_zone_width_r,fill_beyond_entry_proximal_r,stop_pad_beyond_distal_r,campaign_actionable_count,entry_is_logged_running_extreme,running_extreme_filter_enabled,campaign_fields_available,same_direction_zones_since_destination,all_formed_gap_from_extreme_r,entry_is_extreme_all_formed,formed_opposing_15m_between_count,not_invalidated_opposing_15m_between_count,blocker_history_complete_count,nearest_blocker_distance_r,blocker_total_width_r,clear_path_no_surviving_15m_blocker,destination_prior_selection_count,destination_prior_distinct_entry_zones,hours_since_destination_last_selection,signal5m_body_dir_r,signal5m_range_r,signal5m_close_location,signal5m_rejection_wick_r,signal5m_opposing_wick_r,signal5m_range_vs_prior,signal5m_volume_vs_prior,signal5m_prior_momentum_r,signal5m_prior_range_mean_r,signal5m_spread_r,signal5m_sweep_depth_r,signal5m_close_beyond_confirmation_r,signal5m_zone_penetration_r,signal5m_rejection_from_extreme_r,zone15m_bos_body_dir_r,zone15m_bos_range_r,zone15m_bos_close_location,zone15m_bos_rejection_wick_r,zone15m_bos_opposing_wick_r,zone15m_bos_range_vs_prior,zone15m_bos_volume_vs_prior,zone15m_bos_prior_momentum_r,zone15m_bos_prior_range_mean_r,zone15m_bos_spread_r,zone15m_close_beyond_bos_r,destination4h_bos_body_dir_r,destination4h_bos_range_r,destination4h_bos_close_location,destination4h_bos_rejection_wick_r,destination4h_bos_opposing_wick_r,destination4h_bos_range_vs_prior,destination4h_bos_volume_vs_prior,destination4h_bos_prior_momentum_r,destination4h_bos_prior_range_mean_r,destination4h_bos_spread_r
2186497247,4043b45ac07a4f26,NZDUSD,long,aggressive_liquidation,2026-08-19T11:50:22.878000+00:00,2026-08-19,2026-08-19T11:50:00+00:00,0.588,0.58743,0.59032,0.59032,0.00057,57.0,True,4h-1786996800--1-4aeb25,15m-1787129100-1-44fa3d,4.27,4.07,True,True,True,25.51,0.5102,1.0,True,destination_first,2026-08-19T11:55:00+00:00,2026-08-19T12:50:00+00:00,12,4.07,0.0376,27.83,39.83,3.0,2.33,3.0,5.0,0.439,0.456,0.351,0.544,0.105,,,,False,5,1.193,False,30,28,1,0.14,12.316,False,2,2,12.0,0.5088,0.7895,0.7778,0.1053,0.1754,2.5,1.3175,-0.9649,0.3713,0.2456,0.5088,0.1053,0.3333,0.614,0.6316,1.0,0.807,0.1754,0.193,1.4074,1.1068,0.1579,0.6667,0.2456,0.386,,,,,,,,,,
2186498159,ece24648b9b50ebc,AUDCAD,long,aggressive_liquidation,2026-08-19T11:50:29.740000+00:00,2026-08-19,2026-08-19T11:50:00+00:00,0.98158,0.98082,0.98472,0.98472,0.00076,76.0,True,4h-1787040000--1-71f224,15m-1787124600-1-dfed8f,4.4,4.132,True,True,True,24.89,0.4978,1.0,True,destination_first,2026-08-19T11:55:00+00:00,2026-08-19T13:10:00+00:00,16,4.132,0.0566,11.83,27.83,4.0,3.33,4.0,5.0,2.237,2.351,0.25,0.671,0.079,,,,False,2,0.0,True,41,5,5,1.0,1.671,False,0,0,,0.4737,0.6447,0.8571,0.0789,0.0921,2.3333,1.0283,-0.6184,0.2895,0.2368,0.2895,0.2632,0.0921,0.5526,0.5132,0.6053,0.8696,0.0132,0.0789,1.3529,1.0522,1.0132,0.7039,0.2368,0.4605,0.5263,1.1974,0.5714,0.1579,0.5132,,,,,0.2368
2186626231,98f1ea39eb8d3bbd,XAUUSD,long,aggressive_liquidation,2026-08-19T12:10:26.920000+00:00,2026-08-19,2026-08-19T12:10:00+00:00,4367.023,4354.427,4395.566,4395.566,12.596,12596.0,True,4h-1787040000--1-f6c62d,15m-1787129100-1-d0cf65,1.96,2.266,True,True,True,1.87,0.0375,1.0,True,destination_first,2026-08-19T12:15:00+00:00,2026-08-19T12:35:00+00:00,5,2.266,-0.0925,20.17,28.17,2.0,1.92,6.0,5.0,0.322,0.293,0.614,0.368,0.017,,,,False,7,2.518,False,10,10,0,0.539,4.665,False,1,1,1.0,0.275,0.3818,0.9085,0.0718,0.0349,1.3369,1.3156,-0.4453,0.2904,0.0206,0.2133,0.1335,-0.0713,0.3469,0.1398,0.3819,0.853,0.1859,0.0561,1.0659,0.9985,0.4832,0.3718,0.0191,0.029,,,,,,,,,,
2186868252,2ed0964ecc86819c,NZDJPY,short,aggressive_liquidation,2026-08-19T12:35:29.198000+00:00,2026-08-19,2026-08-19T12:35:00+00:00,93.574,93.604,93.321,93.321,0.03,30.0,True,4h-1786651200-1-0ea28e,15m-1787137200--1-273a66,2.03,8.433,True,False,True,15.0,0.2999,1.0,False,original_stop_first,2026-08-19T12:40:00+00:00,2026-08-19T13:00:00+00:00,5,-1.0,-0.6821,116.58,136.58,5.0,0.83,3.0,15.0,2.167,0.696,0.833,-0.167,0.333,,,,False,19,22.8,False,7,4,1,2.433,6.267,False,1,1,18.5,1.3667,2.7,0.6049,0.2667,1.0667,2.3824,4.9664,-1.2667,1.2111,0.4667,1.1833,0.45,0.9,1.6333,1.1667,1.7333,0.8462,0.3,0.2667,1.4247,1.1637,0.1,1.2333,0.4667,0.2333,,,,,,,,,,
2187624002,24fd3bb6632c39a4,NZDCHF,long,aggressive_liquidation,2026-08-19T13:05:26.311000+00:00,2026-08-19,2026-08-19T13:05:00+00:00,0.47656,0.47572,0.47861,0.47861,0.00084,84.0,True,4h-1786996800--1-749bf5,15m-1787123700-1-755d38,3.61,2.44,True,True,True,22.31,0.4461,1.0,False,original_stop_first,2026-08-19T13:10:00+00:00,2026-08-19T13:50:00+00:00,9,-1.0,0.3445,33.08,41.08,2.0,4.58,5.0,15.0,0.274,0.366,0.25,0.619,0.131,1.0,True,True,True,5,0.0,True,23,12,2,0.012,2.024,False,2,2,3.41,0.2262,0.2976,0.96,0.0595,0.0119,1.25,1.0147,-0.4405,0.252,0.1667,0.1012,0.1845,-0.0357,0.2857,0.3333,0.4167,0.8571,0.0238,0.0595,1.4894,1.0966,0.2619,0.2857,0.1667,0.1905,,,,,,,,,,
2190881806,40144eac5d8d6367,NZDUSD,short,aggressive_liquidation,2026-08-19T18:10:29.638000+00:00,2026-08-19,2026-08-19T18:10:00+00:00,0.59307,0.5936,0.58709,0.58709,0.00053,53.0,True,4h-1787112000-1-1d53f2,15m-1787157900--1-7a7a50,7.25,11.283,True,False,True,17.74,0.3547,1.0,False,original_stop_first,2026-08-19T18:15:00+00:00,2026-08-19T18:40:00+00:00,6,-1.0,-0.329,2.17,14.17,3.0,0.17,5.0,0.0,0.679,0.456,0.509,0.17,0.321,1.0,True,True,True,1,0.0,True,59,2,2,9.623,1.358,False,0,0,,0.2453,0.8302,0.5455,0.2075,0.3774,2.5882,2.54,-0.7547,0.5283,0.2642,0.2642,0.1887,0.2264,0.4528,0.3962,0.6415,0.9118,0.1887,0.0566,1.0794,0.9768,1.0566,0.8066,0.2642,0.0189,9.4151,11.3962,0.846,0.2264,1.7547,4.6641,2.5131,1.0377,2.2736,0.2642
2191535017,24dc5a14246f3611,AUDUSD,short,aggressive_liquidation,2026-08-19T19:15:28.107000+00:00,2026-08-20,2026-08-19T19:15:00+00:00,0.71232,0.71257,0.70723,0.70723,0.00025,25.0,True,4h-1787112000-1-32911d,15m-1787157000--1-010154,12.83,20.36,True,False,True,23.3,0.466,1.0,False,original_stop_first,2026-08-19T19:20:00+00:00,2026-08-19T19:25:00+00:00,2,-1.0,-0.3511,3.25,15.25,3.0,1.5,5.0,15.0,2.28,1.476,0.64,0.0,0.36,1.0,True,True,True,1,0.0,True,22,2,2,2.28,3.76,False,0,0,,0.68,1.24,0.9032,0.44,0.12,1.24,1.0705,-2.6,1.0467,0.36,0.16,0.96,0.84,1.12,0.84,1.04,0.8462,0.04,0.16,0.8814,0.8748,2.2,1.63,0.36,0.48,19.0,22.32,0.871,0.44,2.88,4.6891,2.7075,-3.96,4.67,0.36
2191680635,9d28818c25275f67,GBPUSD,short,aggressive_liquidation,2026-08-19T19:35:29.533000+00:00,2026-08-20,2026-08-19T19:35:00+00:00,1.36089,1.36158,1.35551,1.35551,0.00069,69.0,True,4h-1787126400-1-8b5848,15m-1787157900--1-22c20f,6.72,7.797,True,False,True,12.72,0.2544,1.0,False,original_stop_first,2026-08-19T19:40:00+00:00,2026-08-20T04:05:00+00:00,101,-1.0,-0.1247,3.58,11.58,2.0,2.08,3.0,35.0,1.159,1.018,0.87,0.029,0.101,1.0,True,True,True,1,0.0,True,3,0,0,,0.0,True,0,0,,0.087,0.4348,0.5,0.1304,0.2174,0.6522,1.2308,-0.6522,0.6787,0.1449,0.029,0.1884,0.3623,0.2174,0.8116,1.1739,0.7037,0.0145,0.3478,1.2366,0.8955,0.8696,1.1703,0.1449,0.3768,7.8551,11.3188,0.7004,0.0725,3.3913,4.0154,2.4591,2.8551,2.4855,0.1449
2192174615,70c301b9fcf3891f,NZDCAD,short,aggressive_liquidation,2026-08-19T22:00:16.913000+00:00,2026-08-20,2026-08-19T22:00:00+00:00,0.81923,0.81954,0.81503,0.81503,0.00031,31.0,True,4h-1787112000-1-e828f9,15m-1787170500--1-025ebc,2.4,13.548,True,False,True,12.81,0.2562,1.0,False,original_stop_first,2026-08-19T22:05:00+00:00,2026-08-19T22:10:00+00:00,2,-1.0,-0.7694,6.0,18.0,3.0,0.5,5.0,0.0,2.355,0.55,0.613,-0.032,0.419,1.0,True,True,True,2,0.0,True,30,2,2,11.0,2.452,False,0,0,,3.0,3.2258,1.0,0.2258,0.0,7.1429,2.2105,0.2258,0.414,1.0,0.0968,3.129,0.0968,3.2258,0.3548,0.4516,1.0,0.0968,0.0,0.9655,0.5123,-0.0,0.4839,1.4516,0.1935,12.3226,13.5806,0.9264,0.2581,1.0,2.7973,2.1601,-2.1613,4.7661,0.5806
2192275158,88faec39b66e3483,AUDJPY,long,aggressive_liquidation,2026-08-19T22:10:26.922000+00:00,2026-08-20,2026-08-19T22:10:00+00:00,112.639,112.219,113.438,113.438,0.42,420.0,True,4h-1787040000--1-012ee8,15m-1787142600-1-56608f,2.09,1.902,True,True,False,9.89,0.1978,1.0,True,destination_first,2026-08-19T22:15:00+00:00,2026-08-21T02:15:00+00:00,337,1.902,0.0644,26.17,38.17,3.0,8.92,3.0,5.0,0.264,0.282,0.893,0.093,0.014,1.0,True,True,True,3,0.0,True,18,10,4,0.121,0.814,False,1,1,12.0,0.0548,0.0714,1.0,0.0167,0.0,1.5385,0.6821,-0.0429,0.0563,0.0929,0.0583,0.0131,0.0524,0.0714,0.4214,0.5119,0.8744,0.0262,0.0643,1.5412,1.3716,0.031,0.4304,0.0262,0.3381,,,,,,,,,,
2192325997,344a0b83d10bc4fc,EURCAD,short,aggressive_liquidation,2026-08-19T22:30:30.176000+00:00,2026-08-20,2026-08-19T22:30:00+00:00,1.61221,1.61276,1.60888,1.60888,0.00055,55.0,True,4h-1787097600-1-bd309c,15m-1787171400--1-f1c6e7,4.96,6.055,True,False,True,23.03,0.4607,1.0,True,destination_first,2026-08-19T22:35:00+00:00,2026-08-20T11:45:00+00:00,159,6.055,-0.1545,6.5,22.5,4.0,1.0,4.0,25.0,3.618,3.056,0.273,0.4,0.327,1.0,True,True,True,2,0.0,True,16,3,3,4.473,1.491,False,0,0,,0.1091,0.1636,0.7778,0.0182,0.0364,1.2857,0.8364,-0.5636,0.2545,0.2727,0.1,0.0273,-0.2727,0.1273,1.3455,1.3455,1.0,0.0,0.0,2.4262,1.2453,0.6,0.4545,0.5273,1.3455,4.3091,7.4545,0.6268,0.3636,2.7818,2.2652,3.0386,1.8,3.3045,0.2727
2195235020,364b45525ea82ed0,USDCHF,long,aggressive_liquidation,2026-08-20T09:05:21.578000+00:00,2026-08-20,2026-08-20T09:05:00+00:00,0.79789,0.79707,0.81207,0.81207,0.00082,82.0,True,4h-1787068800--1-e75c98,15m-1787184000-1-686a96,16.65,17.293,True,True,False,15.3,0.306,1.0,False,original_stop_first,2026-08-20T09:10:00+00:00,2026-08-20T09:10:00+00:00,1,-1.0,-0.0352,17.08,41.08,6.0,8.58,2.0,20.0,0.61,0.588,0.768,0.183,0.049,1.0,True,True,True,3,0.512,False,66,9,8,0.622,3.927,False,0,0,,0.1341,0.378,0.8387,0.1829,0.061,0.8158,0.8665,-0.7439,0.5183,0.1585,0.0122,0.3049,0.2073,0.3171,0.561,0.9268,0.8684,0.2439,0.122,3.3043,2.7106,0.3537,0.4116,0.1585,0.3537,12.6829,14.3659,0.8862,0.0488,1.6341,8.5054,3.9439,2.7927,1.5579,0.1585
2195369450,dc729b8b48b40921,AUDJPY,long,aggressive_liquidation,2026-08-20T09:30:25.271000+00:00,2026-08-20,2026-08-20T09:30:00+00:00,112.878,112.802,113.438,113.438,0.076,76.0,True,4h-1787040000--1-012ee8,15m-1787211000-1-045ebe,7.33,7.368,True,True,True,14.42,0.2884,1.0,False,original_stop_first,2026-08-20T09:35:00+00:00,2026-08-20T11:55:00+00:00,29,-1.0,-0.0084,37.5,49.5,3.0,0.75,5.0,10.0,1.461,1.455,0.461,0.158,0.382,1.0,True,True,True,8,3.5,False,9,8,2,0.908,3.263,False,2,2,11.33,0.4605,0.5658,0.907,0.0526,0.0526,1.2286,1.0502,-1.1184,0.5197,0.1447,0.1447,0.3684,0.4737,0.5132,0.1974,1.0395,0.6835,0.5132,0.3289,1.4495,0.9665,0.6184,0.7303,0.1447,0.1974,,,,,,,,,,
2195935435,9c0cdcb695944fe0,GBPAUD,short,aggressive_liquidation,2026-08-20T11:05:27.117000+00:00,2026-08-20,2026-08-20T11:05:00+00:00,1.91502,1.9155,1.9047,1.9047,0.00048,48.0,True,4h-1787040000-1-4b012a,15m-1787142600--1-f57669,12.47,21.5,True,False,False,26.2,0.524,1.0,False,original_stop_first,2026-08-20T11:10:00+00:00,2026-08-20T11:10:00+00:00,1,-1.0,-0.4064,31.08,51.08,5.0,21.83,3.0,10.0,5.187,3.107,0.562,0.229,0.208,1.0,True,True,True,8,0.0,True,64,18,6,0.229,24.958,False,0,0,,1.0833,1.2292,0.9153,0.0417,0.1042,1.6857,1.0688,-1.3958,0.7569,0.4375,0.5417,0.5833,0.5208,1.125,5.6875,7.0208,0.8694,0.4167,0.9167,3.2878,1.5619,1.8125,2.1719,0.4375,3.25,5.0208,7.0,0.9881,1.8958,0.0833,1.3228,2.2195,2.6458,5.2917,0.4375
2195964203,bb1dd2609aedd9d8,NZDJPY,short,aggressive_liquidation,2026-08-20T11:10:20.986000+00:00,2026-08-20,2026-08-20T11:10:00+00:00,94.362,94.452,93.933,93.933,0.09,90.0,True,4h-1787155200-1-74751c,15m-1787205600--1-321673,4.41,4.767,True,False,True,14.59,0.2918,1.0,False,original_stop_first,2026-08-20T11:15:00+00:00,2026-08-20T12:55:00+00:00,21,-1.0,-0.0596,7.17,19.17,3.0,4.67,2.0,5.0,1.722,1.616,0.289,0.589,0.122,1.0,True,True,True,1,0.0,True,18,5,5,0.256,2.2,False,0,0,,0.4667,0.7,0.8571,0.1333,0.1,2.6809,1.2769,-0.4556,0.2926,0.1556,0.3889,0.2111,0.1,0.6,1.0,1.0556,0.9579,0.0111,0.0444,1.8095,1.1863,-0.5222,0.5833,0.1556,0.0333,4.1556,4.7222,0.92,0.1889,0.3778,1.8438,1.2436,5.4778,3.7667,0.1556
2196157693,5b9e908e2510a023,GBPCHF,long,aggressive_liquidation,2026-08-20T11:35:25.223000+00:00,2026-08-20,2026-08-20T11:35:00+00:00,1.08738,1.08455,1.09865,1.09865,0.00283,283.0,True,4h-1787112000--1-dd8b4b,15m-1787180400-1-1fd3e0,4.06,3.982,True,True,False,5.38,0.1076,1.0,,unresolved,2026-08-20T11:40:00+00:00,,1834,,0.0164,19.58,31.58,3.0,11.08,6.0,130.0,0.216,0.219,0.074,0.908,0.018,1.0,True,True,True,4,0.0,True,62,6,6,0.106,0.781,False,0,0,,0.1131,0.1378,0.8205,0.0,0.0247,1.0,0.8765,-0.0071,0.1419,0.053,0.0495,0.0636,-0.735,0.1131,0.1696,0.2014,0.9298,0.0177,0.0141,2.7805,1.3462,0.1095,0.0901,0.053,0.0919,3.4629,3.894,0.9201,0.1201,0.311,7.7333,3.7508,0.5265,0.4673,0.053
2197053969,d4c6d69262e27748,CHFJPY,short,aggressive_liquidation,2026-08-20T12:45:21.289000+00:00,2026-08-20,2026-08-20T12:45:00+00:00,198.887,199.077,196.418,196.418,0.19,190.0,True,4h-1787112000-1-d639a8,15m-1787223600--1-a5240d,11.76,12.995,True,False,True,10.08,0.2015,1.0,,unresolved,2026-08-20T12:50:00+00:00,,1824,,-0.0861,20.75,32.75,3.0,1.0,3.0,25.0,0.916,0.835,0.574,0.158,0.268,1.0,True,True,True,3,0.0,True,25,5,5,2.453,3.663,False,0,0,,0.0105,0.2316,0.2955,0.0579,0.1632,0.5432,0.9421,-1.0579,0.5009,0.1105,0.0316,0.0368,0.0316,0.0684,0.7158,0.8421,0.85,0.0,0.1263,1.3169,0.8476,0.1105,0.6408,0.1105,0.3,8.9316,12.2895,0.9272,2.4632,0.8947,9.1569,3.909,-0.2789,1.2276,0.1105
2197264325,2f84e882399ea84f,EURCAD,short,aggressive_liquidation,2026-08-20T13:05:20.213000+00:00,2026-08-20,2026-08-20T13:05:00+00:00,1.6101,1.61125,1.60538,1.60538,0.00115,115.0,True,4h-1787025600-1-656c5f,15m-1787221800--1-f274fd,3.44,4.104,True,False,True,11.35,0.2271,1.0,False,original_stop_first,2026-08-20T13:10:00+00:00,2026-08-23T21:05:00+00:00,383,-1.0,-0.1291,37.08,57.08,5.0,1.83,3.0,15.0,0.87,0.757,0.417,0.278,0.304,1.0,True,True,True,10,1.748,False,46,31,0,1.861,8.226,False,0,0,,0.0957,0.4696,0.8333,0.2957,0.0783,1.3846,1.0743,-0.3913,0.4188,0.1304,0.3217,0.0696,0.113,0.3913,0.9478,0.9739,0.9821,0.0087,0.0174,1.5448,0.9743,0.7913,0.6457,0.1304,0.5739,0.1739,0.9913,0.9298,0.7478,0.0696,,,,,0.1304
2201442741,aaa4a283de8847b3,EURNZD,long,aggressive_liquidation,2026-08-21T00:05:21.225000+00:00,2026-08-21,2026-08-21T00:05:00+00:00,1.96346,1.96232,1.9673500000000002,1.9673500000000002,0.00114,114.0,True,4h-1787155200--1-9a141f,15m-1787238900-1-cc7b50,3.81,3.412,True,True,False,21.03,0.4205,1.0,False,original_stop_first,2026-08-21T00:10:00+00:00,2026-08-21T00:10:00+00:00,1,-1.0,0.0878,20.08,32.08,3.0,8.33,2.0,5.0,0.675,0.736,0.447,0.465,0.088,1.0,True,True,True,5,1.228,False,25,4,4,1.333,3.763,False,0,0,,0.0614,0.5877,1.0,0.5263,0.0,2.1613,2.438,-0.8772,0.3275,0.193,0.2982,0.2895,0.2895,0.5877,1.9211,2.1579,0.935,0.0965,0.1404,1.7024,0.9973,0.386,1.1886,0.193,1.1842,4.2281,6.0,0.924,1.3158,0.4561,2.2687,1.1956,7.4386,3.5548,0.193
2201517364,a298b8f19e5f7beb,CADJPY,short,aggressive_liquidation,2026-08-21T00:20:14.215000+00:00,2026-08-21,2026-08-21T00:20:00+00:00,115.366,115.403,114.641,114.641,0.037,37.0,True,4h-1787155200-1-e1df13,15m-1787256900--1-405509,11.91,19.595,True,False,True,18.63,0.3726,1.0,False,original_stop_first,2026-08-21T00:25:00+00:00,2026-08-21T00:25:00+00:00,1,-1.0,-0.3687,12.33,32.33,5.0,3.33,3.0,10.0,4.27,2.676,0.324,0.486,0.189,1.0,True,True,True,2,0.0,True,24,6,6,1.405,5.649,False,0,0,,0.7568,1.1622,0.9767,0.3784,0.027,1.303,1.3874,-2.1081,1.0135,0.2973,0.7432,0.3919,0.2432,1.1351,0.8649,1.3243,0.9592,0.4054,0.0541,1.8491,0.9064,-0.2703,0.8581,0.2973,0.0811,6.973,8.6757,0.9034,0.8649,0.8378,1.3573,1.2145,9.1622,6.2095,0.2973
2205433470,b549e2ada5978bf6,CADJPY,short,aggressive_liquidation,2026-08-21T11:00:19.730000+00:00,2026-08-21,2026-08-21T11:00:00+00:00,115.488,115.531,114.641,114.641,0.043,43.0,True,4h-1787155200-1-e1df13,15m-1787289300--1-69085a,15.62,19.698,True,False,True,20.54,0.4108,1.0,False,original_stop_first,2026-08-21T11:05:00+00:00,2026-08-21T11:05:00+00:00,1,-1.0,-0.2012,23.0,43.0,5.0,5.25,2.0,5.0,3.674,2.95,0.488,0.372,0.14,1.0,True,True,True,4,0.0,True,26,4,4,1.395,4.14,False,1,1,10.66,0.1395,0.6744,0.7586,0.3721,0.1628,1.0175,1.3308,-2.0233,0.6977,0.2558,0.3605,0.1512,0.186,0.5116,1.6977,1.6977,1.0,0.0,0.0,2.8627,1.7818,0.093,0.7267,0.2558,0.9535,6.0,7.4651,0.9034,0.7442,0.7209,1.3573,1.2145,7.8837,5.343,0.2558
2205919044,275d51b72f8b0b67,GBPUSD,short,aggressive_liquidation,2026-08-21T11:55:14.160000+00:00,2026-08-21,2026-08-21T11:55:00+00:00,1.36514,1.36666,1.36073,1.36073,0.00152,152.0,True,4h-1787169600-1-95dc4e,15m-1787307300--1-d9703a,2.49,2.901,True,False,True,5.89,0.1179,1.0,True,destination_first,2026-08-21T12:00:00+00:00,2026-08-26T13:00:00+00:00,874,2.901,-0.1051,23.92,39.92,4.0,0.92,3.0,30.0,0.605,0.542,0.566,0.388,0.046,1.0,True,True,True,4,0.0,True,13,7,7,0.52,2.211,False,0,0,,0.0987,0.1974,0.5,0.0,0.0987,0.5128,0.6676,0.0395,0.4254,0.0658,0.0362,0.0625,-0.2632,0.0987,0.8355,1.2039,0.7213,0.0329,0.3355,2.8594,1.4454,-0.1842,0.4507,0.0658,0.3487,0.4803,2.4013,0.2438,0.1053,1.8158,1.5699,1.1633,1.1645,1.4753,0.0658
2206001107,1c75f7a51781f740,USDCHF,long,aggressive_liquidation,2026-08-21T12:05:21.349000+00:00,2026-08-21,2026-08-21T12:05:00+00:00,0.79943,0.79821,0.81207,0.81207,0.00122,122.0,True,4h-1787068800--1-e75c98,15m-1787310900-1-c0c4c2,10.0,10.361,True,True,False,10.32,0.2064,1.0,,unresolved,2026-08-21T12:10:00+00:00,,1545,,-0.0317,44.08,68.08,6.0,0.33,2.0,0.0,0.41,0.397,0.721,0.246,0.033,1.0,True,True,True,9,1.484,False,65,8,7,0.443,2.27,False,1,1,27.0,0.0984,0.4016,0.8776,0.2541,0.0492,1.225,1.0333,0.6557,0.3811,0.1066,0.2213,0.1311,0.1557,0.3525,0.8115,0.9344,0.9123,0.041,0.082,1.8095,2.0431,-0.0656,0.5123,0.1066,0.0656,8.5246,9.6557,0.8862,0.0328,1.0984,8.5054,3.9439,1.877,1.0471,0.1066
2206208086,e6a76955cb7626eb,EURUSD,short,aggressive_liquidation,2026-08-21T12:30:23.782000+00:00,2026-08-21,2026-08-21T12:30:00+00:00,1.16925,1.17034,1.15787,1.15787,0.00109,109.0,True,4h-1787068800-1-349ab4,15m-1787312700--1-e894db,11.76,10.44,True,False,True,8.19,0.1638,1.0,True,destination_first,2026-08-21T12:35:00+00:00,2026-08-28T17:45:00+00:00,1502,10.44,0.1142,52.5,68.5,4.0,0.25,2.0,10.0,0.468,0.522,0.156,0.578,0.266,1.0,True,True,True,8,0.826,False,23,10,10,0.174,3.404,False,0,0,,0.2477,0.3028,0.9394,0.0367,0.0183,0.9041,0.8444,0.0459,0.3349,0.0734,0.1927,0.0917,-0.1193,0.2844,0.3486,0.5596,0.9836,0.2018,0.0092,1.0893,0.9307,0.1193,0.6514,0.0734,0.1743,1.3945,1.6514,0.8722,0.0459,0.211,1.4575,1.4422,0.5872,1.133,0.0734
2207381938,fe66af9880cdd040,CADJPY,short,aggressive_liquidation,2026-08-21T14:25:28.110000+00:00,2026-08-21,2026-08-21T14:25:00+00:00,115.459,115.587,114.641,114.641,0.128,128.0,True,4h-1787155200-1-e1df13,15m-1787318100--1-20fd5d,6.36,6.391,True,False,True,8.56,0.1711,1.0,True,destination_first,2026-08-21T14:30:00+00:00,2026-08-26T09:15:00+00:00,799,6.391,-0.006,26.42,46.42,5.0,0.17,4.0,5.0,1.234,1.229,0.648,0.156,0.195,1.0,True,True,True,5,0.195,False,25,4,4,0.242,1.391,False,2,2,3.41,0.0313,0.1406,0.8333,0.0859,0.0234,0.5455,0.868,0.3984,0.2591,0.0859,0.0156,0.1016,0.0234,0.1172,0.0391,0.3516,0.7556,0.2266,0.0859,0.6122,0.8885,0.125,0.5391,0.0859,0.0078,2.0156,2.5078,0.9034,0.25,0.2422,1.3573,1.2145,2.6484,1.7949,0.0859
2207912222,ebfee2ccaf9584db,GBPNZD,long,aggressive_liquidation,2026-08-21T15:10:19.428000+00:00,2026-08-21,2026-08-21T15:10:00+00:00,2.28098,2.28019,2.2928100000000002,2.2928100000000002,0.00079,79.0,True,4h-1787241600--1-d99482,15m-1787321700-1-aad210,10.24,14.975,True,True,True,21.37,0.4274,1.0,False,original_stop_first,2026-08-21T15:15:00+00:00,2026-08-21T15:35:00+00:00,5,-1.0,-0.2974,3.17,23.17,5.0,0.42,2.0,10.0,2.114,1.487,0.646,-0.278,0.633,1.0,True,True,True,1,0.0,True,49,4,4,2.62,5.101,False,0,0,,0.3797,0.6835,0.5556,0.0,0.3038,0.675,0.7275,-0.7468,1.0338,0.3038,0.1519,0.2278,0.6835,0.3797,1.3924,2.2405,0.9153,0.6582,0.1899,1.4274,1.2621,0.2152,1.5696,0.3038,0.1519,4.1646,5.4684,0.956,1.0633,0.2405,1.9548,1.3889,8.9241,4.231,0.3038
2207985789,dc69d35cb97bafca,NZDJPY,short,aggressive_liquidation,2026-08-21T15:20:32.353000+00:00,2026-08-21,2026-08-21T15:20:00+00:00,94.962,95.018,94.351,94.351,0.056,56.0,True,4h-1787212800-1-46d7a9,15m-1787319900--1-7a554f,11.46,10.911,True,False,True,26.17,0.5234,1.0,False,original_stop_first,2026-08-21T15:25:00+00:00,2026-08-21T15:25:00+00:00,1,-1.0,0.0421,23.33,31.33,2.0,0.58,4.0,15.0,1.0,1.047,1.268,-0.357,0.089,1.0,True,True,True,4,0.0,True,14,4,4,3.214,3.214,False,1,1,15.32,0.0357,0.4821,0.8519,0.375,0.0714,0.7013,0.9,-1.4286,0.7083,0.25,0.2589,0.1518,0.9643,0.4107,1.0536,1.6607,0.871,0.3929,0.2143,1.86,1.2083,0.2679,0.9152,0.25,0.5714,2.3393,4.0893,0.655,0.3393,1.4107,0.9582,1.565,9.0893,4.6071,0.25
