time_utc,time,open,high,low,close,tick_volume,spread,real_volume
2023-06-09T15:00:00Z,1686322800,0.89783,0.89839,0.89776,0.89832,314,25,0
2023-06-09T15:15:00Z,1686323700,0.89834,0.89855,0.89819,0.89844,216,25,0
2023-06-09T15:30:00Z,1686324600,0.89841,0.89903,0.89835,0.89896,261,25,0
2023-06-09T15:45:00Z,1686325500,0.89898,0.89957,0.89891,0.89918,227,25,0
2023-06-09T16:00:00Z,1686326400,0.89917,0.89959,0.899,0.89936,226,25,0
2023-06-09T16:15:00Z,1686327300,0.89937,0.89976,0.89933,0.89964,206,25,0
2023-06-09T16:30:00Z,1686328200,0.89962,0.8997,0.89923,0.8994,180,25,0
2023-06-09T16:45:00Z,1686329100,0.89937,0.89984,0.89933,0.89955,144,25,0
2023-06-09T17:00:00Z,1686330000,0.89954,0.89981,0.89938,0.89981,156,25,0
2023-06-09T17:15:00Z,1686330900,0.89982,0.89989,0.89925,0.89938,175,25,0
2023-06-09T17:30:00Z,1686331800,0.89941,0.89951,0.89916,0.89944,116,25,0
2023-06-09T17:45:00Z,1686332700,0.89945,0.89965,0.89929,0.89929,131,25,0
2023-06-09T18:00:00Z,1686333600,0.89931,0.89936,0.89914,0.89934,112,25,0
2023-06-09T18:15:00Z,1686334500,0.89936,0.8995,0.89922,0.89936,110,25,0
2023-06-09T18:30:00Z,1686335400,0.89933,0.89957,0.89925,0.89946,115,25,0
2023-06-09T18:45:00Z,1686336300,0.89947,0.89975,0.8994,0.89975,120,25,0
2023-06-09T19:00:00Z,1686337200,0.89973,0.89973,0.89932,0.89951,147,25,0
2023-06-09T19:15:00Z,1686338100,0.89954,0.89956,0.89922,0.89929,113,25,0
2023-06-09T19:30:00Z,1686339000,0.89928,0.89936,0.89917,0.8993,144,25,0
2023-06-09T19:45:00Z,1686339900,0.89927,0.89937,0.8992,0.89932,107,25,0
2023-06-09T20:00:00Z,1686340800,0.89937,0.8996,0.89937,0.89947,56,25,0
2023-06-09T20:15:00Z,1686341700,0.89949,0.89962,0.89944,0.89961,42,25,0
2023-06-09T20:30:00Z,1686342600,0.89962,0.89971,0.89959,0.89962,38,25,0
2023-06-09T20:45:00Z,1686343500,0.89959,0.89959,0.8991,0.89946,128,25,0
2023-06-11T21:00:00Z,1686517200,0.89857,0.89897,0.89847,0.89897,31,94,0
2023-06-11T21:15:00Z,1686518100,0.89897,0.89897,0.89804,0.8987,51,97,0
2023-06-11T21:30:00Z,1686519000,0.89869,0.89891,0.89859,0.89871,97,60,0
2023-06-11T21:45:00Z,1686519900,0.89883,0.89893,0.8987,0.89873,77,60,0
2023-06-11T22:00:00Z,1686520800,0.89851,0.89907,0.89851,0.89901,121,75,0
2023-06-11T22:15:00Z,1686521700,0.89902,0.89939,0.89899,0.89927,98,60,0
2023-06-11T22:30:00Z,1686522600,0.89922,0.89925,0.89901,0.89922,52,60,0
2023-06-11T22:45:00Z,1686523500,0.8992,0.89929,0.89907,0.89909,42,60,0
2023-06-11T23:00:00Z,1686524400,0.89926,0.89944,0.8991,0.89943,80,25,0
2023-06-11T23:15:00Z,1686525300,0.89944,0.89951,0.89926,0.89948,70,25,0
2023-06-11T23:30:00Z,1686526200,0.8995,0.89957,0.89938,0.89945,47,25,0
2023-06-11T23:45:00Z,1686527100,0.89946,0.89959,0.8994,0.89945,48,25,0
2023-06-12T00:00:00Z,1686528000,0.89948,0.89969,0.89935,0.89954,157,25,0
2023-06-12T00:15:00Z,1686528900,0.89957,0.89967,0.89953,0.89963,74,25,0
2023-06-12T00:30:00Z,1686529800,0.89964,0.90017,0.89955,0.90001,114,25,0
2023-06-12T00:45:00Z,1686530700,0.90003,0.90006,0.89971,0.89972,110,25,0
2023-06-12T01:00:00Z,1686531600,0.89968,0.89972,0.89944,0.89957,132,25,0
2023-06-12T01:15:00Z,1686532500,0.89962,0.9,0.89949,0.89978,134,25,0
2023-06-12T01:30:00Z,1686533400,0.89981,0.90007,0.89961,0.89969,192,25,0
2023-06-12T01:45:00Z,1686534300,0.89972,0.89982,0.89941,0.89949,178,25,0
2023-06-12T02:00:00Z,1686535200,0.89947,0.89964,0.89938,0.89948,109,25,0
2023-06-12T02:15:00Z,1686536100,0.89949,0.89967,0.89936,0.89941,110,25,0
2023-06-12T02:30:00Z,1686537000,0.8994,0.8994,0.89888,0.89917,184,25,0
2023-06-12T02:45:00Z,1686537900,0.89915,0.89942,0.89911,0.89939,137,25,0
2023-06-12T03:00:00Z,1686538800,0.8994,0.8998,0.89914,0.89974,114,25,0
2023-06-12T03:15:00Z,1686539700,0.89973,0.8998,0.89955,0.89956,91,25,0
