meta_trade_id,meta_symbol,meta_signal_time_utc,k_paths,k_p_target_first,k_p_stop_first,k_p_timeout,k_expected_r,k_median_r,k_expected_r_p25,k_mean_mfe_r,k_mean_mae_r,k_mean_terminal_r,k_p_terminal_favorable,k_dispersion_r,k_mean_bars_to_exit,k_reward_r,k_target_stop_ratio,k_error
trade-49e812a5f105e4f0,EURUSD,2025-11-10T15:10:00Z,30.0,0.8,0.2,0.0,2.10591325,2.88239157,2.88239157,2.52169447,-0.81432927,4.43908,1.0,0.63686074,42.53333333,2.88239157,3.999985,
trade-199740d536a39613,EURUSD,2025-11-10T19:25:00Z,30.0,0.9,0.1,0.0,3.06738392,3.51931547,3.51931547,3.57362632,-0.44226507,3.81262263,0.93333333,2.71670514,22.5,3.51931547,8.99992,
trade-41110c167f1a6446,GBPUSD,2025-11-10T19:25:00Z,30.0,0.7,0.3,0.0,6.06708229,9.09583184,-1.0,7.23046456,-0.70621094,13.76317787,1.0,2.23570539,30.23333333,9.09583184,2.33332889,
trade-d2f58393ba3fd156,USDCHF,2025-11-11T06:45:00Z,30.0,0.06666667,0.93333333,0.0,-0.70647174,-1.0,-1.0,0.61894171,-1.18455158,0.03699041,0.46666667,0.63015611,27.36666667,3.40292386,0.07142957,
trade-0039a1b409b2383e,GBPUSD,2025-11-11T15:05:00Z,30.0,0.0,0.33333333,0.66666667,0.78145817,1.42931893,-1.0,2.22414674,-0.84886267,1.74842279,0.96666667,0.60340407,67.83333333,11.22695966,3e-06,
trade-3a49df495fb9bcae,USDCAD,2025-11-11T16:30:00Z,30.0,0.0,0.63333333,0.36666667,0.73706931,-1.0,-1.0,3.81676689,-1.01210698,4.55669628,1.0,1.11692413,43.0,19.14618367,1.58e-06,
trade-7d30537465086707,EURUSD,2025-11-11T19:50:00Z,30.0,1.0,0.0,0.0,3.06173301,3.06173301,3.06173301,3.40412403,-0.4563249,3.5433298,1.0,0.47366931,33.4,3.06173301,1000001.0,
trade-a0a13025f43161b3,USDCHF,2025-11-11T20:45:00Z,30.0,0.4,0.6,0.0,3.39177182,-1.0,-1.0,5.97390018,-1.2543988,14.31941532,1.0,0.86242535,41.36666667,9.97942954,0.66666722,
trade-f7bf16e231047ddd,USDCAD,2025-11-12T06:15:00Z,30.0,0.0,0.8,0.2,-0.43794345,-1.0,-1.0,1.16536749,-1.20656749,1.72427653,0.96666667,0.79422936,31.13333333,16.27215923,1.25e-06,
trade-967d0888d318e790,EURUSD,2025-11-12T22:15:00Z,30.0,0.86666667,0.13333333,0.0,3.88723325,4.63911529,4.63911529,4.46100795,-0.44149175,3.85063369,1.0,2.99449179,39.56666667,4.63911529,6.49995875,
trade-2679eed66a8b5a55,USDJPY,2025-11-13T01:50:00Z,30.0,0.96666667,0.03333333,0.0,3.41865527,3.57102269,3.57102269,3.86897119,-0.41597395,5.10935704,1.0,0.58180364,36.43333333,3.57102269,28.99916003,
trade-0531a30632203542,EURUSD,2025-11-13T02:10:00Z,30.0,0.13333333,0.86666667,0.0,0.41623379,-1.0,-1.0,1.51676451,-1.17441612,2.49872877,0.9,3.2463286,8.16666667,9.62175341,0.15384713,
trade-58a6fe57b09bd4fa,USDJPY,2025-11-13T19:20:00Z,30.0,0.16666667,0.83333333,0.0,-0.52274989,-1.0,-1.0,0.53612864,-1.19248417,2.58991189,1.0,0.47586211,34.96666667,1.86350066,0.20000096,
trade-bd3d4d39548d2b64,EURUSD,2025-11-13T20:45:00Z,30.0,0.96666667,0.03333333,0.0,4.0397298,4.21351358,4.21351358,5.05792293,-0.32438347,12.07692323,1.0,0.53209035,27.06666667,4.21351358,28.99916003,
trade-3c265115bb1908e1,USDCAD,2025-11-13T21:35:00Z,30.0,0.76666667,0.23333333,0.0,2.97925037,4.19032657,4.19032657,3.50853281,-0.7401595,5.0934264,1.0,0.57806649,31.8,4.19032657,3.28570449,
trade-a77e4e2b0589fcd2,USDCHF,2025-11-14T01:30:00Z,30.0,0.3,0.7,0.0,2.03478892,-1.0,-1.0,4.17793755,-1.43924205,13.83421293,1.0,0.75131442,35.2,9.11596306,0.42857224,
trade-b5a2bb28629e3b07,EURUSD,2025-11-14T01:30:00Z,30.0,0.86666667,0.13333333,0.0,2.45744063,2.98935457,2.98935457,2.95489265,-0.57509655,10.07275309,1.0,1.23886521,17.36666667,2.98935457,6.49995875,
trade-20926fc272d7e785,EURUSD,2025-11-14T07:25:00Z,30.0,0.76666667,0.23333333,0.0,1.12118867,1.76676783,1.76676783,1.69556532,-0.68201083,4.40483304,0.96666667,1.3974119,26.96666667,1.76676783,3.28570449,
trade-c6f835241cafc138,USDCAD,2025-11-14T08:45:00Z,30.0,1.0,0.0,0.0,1.63281381,1.63281381,1.63281381,1.84317596,-0.3810575,2.19091132,1.0,0.29035492,31.93333333,1.63281381,1000001.0,
trade-26133a77ac4f4f01,AUDUSD,2025-11-17T14:00:00Z,30.0,0.0,0.2,0.8,4.59765137,5.95531143,5.3131018,5.41710369,-0.6472414,6.01797562,1.0,0.43112673,78.16666667,9.82454658,5e-06,
trade-15ebdbfd75288b35,USDCAD,2025-11-17T14:55:00Z,30.0,0.06666667,0.03333333,0.9,1.17354904,1.08687881,0.91771943,1.62203175,-0.6000391,1.15751842,1.0,0.49592383,91.7,2.34651461,1.99997,
trade-086f75660fef01c5,EURUSD,2025-11-17T15:35:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.1503807,-1.06668846,-5.63524205,0.0,1.08715534,18.9,3.25865729,1e-06,
trade-36d02313e909cbe4,AUDUSD,2025-11-17T18:10:00Z,30.0,0.23333333,0.13333333,0.63333333,5.98519676,6.56823527,5.68572233,7.01712793,-0.60199507,5.82676093,1.0,1.0895687,77.06666667,9.27041721,1.74999438,
trade-8a674c05934c638e,USDJPY,2025-11-18T02:15:00Z,30.0,0.9,0.1,0.0,2.99173798,3.43526442,3.43526442,3.66975708,-0.51165344,9.2768284,1.0,1.25772344,29.43333333,3.43526442,8.99992,
trade-9e42fd44944a6375,USDJPY,2025-11-18T06:25:00Z,30.0,0.66666667,0.33333333,0.0,1.61240301,2.91860452,-1.0,2.72938813,-0.68368482,4.75620812,1.0,1.68499733,21.86666667,2.91860452,1.999997,
trade-00da3ddfcd33852d,USDCAD,2025-11-18T23:35:00Z,30.0,0.56666667,0.0,0.43333333,4.87451035,5.64763494,4.65407092,5.19580152,-0.55548071,4.3911175,1.0,0.96565395,73.96666667,5.64763494,566667.66666667,
trade-bc3c5f2d31ff8f1a,AUDUSD,2025-11-19T05:55:00Z,30.0,0.0,0.26666667,0.73333333,1.03906948,1.66104474,-0.71907217,2.37990886,-0.78820388,1.77842631,1.0,0.75609638,77.46666667,4.83401354,3.75e-06,
trade-247796ddc697ed79,USDCHF,2025-11-19T09:05:00Z,30.0,0.6,0.4,0.0,4.02239567,7.37065946,-1.0,5.11017395,-0.78416419,7.88112255,1.0,0.62282087,26.1,7.37065946,1.49999875,
trade-a1162b33803ddc70,USDCHF,2025-11-20T00:55:00Z,30.0,0.76666667,0.23333333,0.0,3.47119621,4.83199505,4.83199505,4.62256201,-0.66581258,7.12704916,0.83333333,6.25133027,31.83333333,4.83199505,3.28570449,
trade-b90eaf090d20fe1b,GBPUSD,2025-11-20T01:00:00Z,30.0,0.83333333,0.16666667,0.0,5.28354658,6.54025589,6.54025589,5.68750906,-0.68836744,8.67544621,1.0,0.5307113,50.36666667,6.54025589,4.999976,
trade-bb7258f83b33decc,NZDUSD,2025-11-20T02:15:00Z,30.0,0.26666667,0.73333333,0.0,1.50831207,-1.0,-1.0,3.20796947,-1.44422252,11.93572456,1.0,0.79315941,21.46666667,8.40617027,0.36363723,
trade-e282d3f2bae3bac5,USDCHF,2025-11-20T07:10:00Z,30.0,0.06666667,0.93333333,0.0,-0.20144784,-1.0,-1.0,1.71441611,-1.32615058,15.28950106,1.0,1.73209163,11.3,10.97828241,0.07142957,
trade-e6a95c84bd29f6eb,USDCHF,2025-11-20T09:25:00Z,30.0,0.63333333,0.36666667,0.0,2.225026,4.09214631,-1.0,3.29721963,-0.80360008,6.10334622,1.0,0.75947652,33.53333333,4.09214631,1.72727074,
trade-4b6e72cb86978dc4,USDJPY,2025-11-20T13:05:00Z,30.0,0.4,0.6,0.0,6.79078357,-1.0,-1.0,8.2323802,-0.99591399,24.14998698,1.0,1.76388836,23.0,18.47695893,0.66666722,
trade-fc0fdb396ce8cc61,EURUSD,2025-11-20T15:45:00Z,30.0,0.26666667,0.73333333,0.0,0.43851953,-1.0,-1.0,1.36798687,-1.29053146,4.5453879,0.93333333,1.81144157,32.93333333,4.39444825,0.36363723,
trade-156e65b9c92348c5,EURUSD,2025-11-21T08:10:00Z,30.0,0.7,0.3,0.0,1.91780687,3.16829553,-1.0,3.16249874,-0.72985465,-1.67355797,0.0,0.34026728,49.13333333,3.16829553,2.33332889,
trade-d75237440d3a0137,USDCHF,2025-11-21T10:40:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,1.68891358,-1.19960398,-0.48661981,0.26666667,0.96768376,35.1,9.02333938,1e-06,
trade-5d85347b63f278c4,USDCAD,2025-11-21T10:45:00Z,30.0,0.8,0.2,0.0,1.98097635,2.72622044,2.72622044,2.49485799,-0.59292251,3.86482116,1.0,0.37010989,30.93333333,2.72622044,3.999985,
trade-a19719c3fa6f96ff,NZDUSD,2025-11-21T12:35:00Z,30.0,0.0,0.23333333,0.76666667,-0.01437215,0.21253227,-0.65976688,0.57126116,-0.84706957,0.35099531,0.83333333,0.42905513,74.7,3.16197764,4.29e-06,
trade-44a3afa7a77fb0cb,EURUSD,2025-11-21T14:50:00Z,30.0,0.0,0.0,1.0,0.73729747,0.74673485,0.6717893,1.18771502,-0.50256152,0.73729747,1.0,0.22841954,96.0,3.03164691,1.0,
trade-980a8fc3fc1a8190,AUDUSD,2025-11-21T15:50:00Z,30.0,0.86666667,0.13333333,0.0,1.96155508,2.41717894,2.41717894,2.29798954,-0.67106196,3.46097906,1.0,0.77176279,45.96666667,2.41717894,6.49995875,
trade-98226d46788e22d3,EURUSD,2025-11-23T23:10:00Z,30.0,0.0,0.16666667,0.83333333,1.4481667,1.73688124,0.90190145,3.25882715,-0.72759702,1.82139551,1.0,0.76961615,88.7,8.05994462,6e-06,
trade-784aaa7c7bd2655a,USDCAD,2025-11-24T05:10:00Z,30.0,0.9,0.03333333,0.06666667,2.35568559,2.55925871,2.55925871,2.85451948,-0.28656065,4.03043882,0.96666667,1.58831004,50.6,2.55925871,26.99922002,
trade-472d0cc4c383db8c,EURUSD,2025-11-24T08:05:00Z,30.0,0.0,0.63333333,0.36666667,-0.49202612,-1.0,-1.0,1.55102116,-0.99475352,0.45484965,0.83333333,0.54111516,50.3,5.07960223,1.58e-06,
trade-f75b5ae16d380102,USDCAD,2025-11-24T14:30:00Z,30.0,0.0,0.1,0.9,1.12409084,1.41180458,1.04271918,2.06520997,-0.52260026,1.35521621,1.0,0.30997953,87.43333333,3.97129498,1e-05,
trade-aa146a06c306159e,EURUSD,2025-11-24T15:40:00Z,30.0,0.0,0.63333333,0.36666667,-0.76057691,-1.0,-1.0,0.36506141,-0.95370078,-0.5661295,0.2,0.5319165,75.93333333,2.75557475,1.58e-06,
trade-68d1139b8e980051,USDCHF,2025-11-24T18:00:00Z,30.0,1.0,0.0,0.0,2.20333615,2.20333615,2.20333615,2.45203581,-0.30424748,2.80004802,1.0,0.67216248,40.3,2.20333615,1000001.0,
trade-8f6bbc55dbad780d,NZDUSD,2025-11-25T07:05:00Z,30.0,0.0,0.63333333,0.36666667,-0.39826439,-1.0,-1.0,0.76681275,-1.02420671,0.65627808,1.0,0.32759817,45.63333333,4.6386901,1.58e-06,
trade-8f043241295e2869,USDCAD,2025-11-25T14:55:00Z,30.0,0.0,0.03333333,0.96666667,0.91347448,0.93861291,0.83269043,1.69219963,-0.39154945,0.97635931,1.0,0.2445202,93.06666667,3.73933134,3e-05,
trade-5615b7b365a5acae,USDCHF,2025-11-25T18:05:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-0.22836186,-1.22372884,-4.03837734,0.0,0.7431124,3.13333333,3.03328723,1e-06,
trade-f20b58663a4c3780,NZDUSD,2025-11-25T22:10:00Z,30.0,0.96666667,0.03333333,0.0,2.33758047,2.45266945,2.45266945,2.52613758,-0.34390285,1.52107318,1.0,0.50157189,39.2,2.45266945,28.99916003,
trade-fbb95c0558495d37,USDJPY,2025-11-25T23:05:00Z,30.0,1.0,0.0,0.0,2.62025193,2.62025193,2.62025193,2.80184233,-0.36281575,2.97974912,1.0,0.39360396,43.76666667,2.62025193,1000001.0,
trade-8dbf776795e5b41d,EURUSD,2025-11-26T01:45:00Z,30.0,0.93333333,0.06666667,0.0,6.61883485,7.16303733,7.16303733,7.35882062,-0.33445489,6.25874642,1.0,0.95071063,30.93333333,7.16303733,13.999805,
trade-3afd012535cefa9c,EURUSD,2025-11-26T07:40:00Z,30.0,0.9,0.1,0.0,5.96047625,6.7338625,6.7338625,6.60974679,-0.61216641,7.56235131,1.0,0.65647372,39.56666667,6.7338625,8.99992,
trade-ca2d7e34e8975d3a,AUDUSD,2025-11-26T08:05:00Z,30.0,0.96666667,0.03333333,0.0,3.28881482,3.43670499,3.43670499,3.53348692,-0.41309176,3.14952846,1.0,0.28895667,37.7,3.43670499,28.99916003,
trade-99e0f397b7721088,EURUSD,2025-11-26T15:00:00Z,30.0,0.7,0.3,0.0,5.55071077,8.35815824,-1.0,6.26703774,-0.74565037,12.22699813,1.0,1.66684693,42.26666667,8.35815824,2.33332889,
trade-d241c06ed1599fc4,USDCAD,2025-11-26T21:10:00Z,30.0,0.93333333,0.06666667,0.0,2.29357871,2.52883434,2.52883434,2.9445087,-0.45233394,7.98561851,1.0,0.38120689,32.0,2.52883434,13.999805,
trade-c01725e8390dc6ad,USDJPY,2025-11-27T01:35:00Z,30.0,0.23333333,0.5,0.26666667,1.16033161,-0.18896743,-1.0,2.34029088,-0.93884252,2.32254189,1.0,0.68102662,42.06666667,4.52744767,0.46666773,
trade-e5356cb3e4244d37,USDCAD,2025-11-27T09:05:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.9724034,-1.7559694,11.96769195,0.96666667,3.08679602,12.8,5.52338953,1e-06,
trade-7cc28ca88a4f792a,USDJPY,2025-11-27T13:25:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.64667444,-1.43863091,-3.41305518,0.2,3.6057343,11.0,5.54695235,1e-06,
trade-f5cd1b4d29ac8a19,NZDUSD,2025-11-27T19:00:00Z,30.0,0.76666667,0.23333333,0.0,3.26320931,4.56070779,4.56070779,5.08643048,-0.77168684,3.27024373,1.0,0.83946604,24.56666667,4.56070779,3.28570449,
trade-7d8cbd7a2f8bb6e6,USDJPY,2025-11-27T21:00:00Z,30.0,0.13333333,0.86666667,0.0,-0.1452734,-1.0,-1.0,1.65509757,-1.63086081,-1.62620689,0.23333333,5.19855416,24.73333333,5.41044949,0.15384713,
trade-4da2b97c372d3d27,EURUSD,2025-11-28T00:20:00Z,30.0,0.0,0.46666667,0.53333333,0.66055828,0.83328526,-1.0,4.28884696,-0.88927513,2.49853397,1.0,0.90684714,57.56666667,11.80442748,2.14e-06,
trade-2bed057e2338f160,AUDUSD,2025-11-28T00:40:00Z,30.0,0.3,0.7,0.0,2.68383791,-1.0,-1.0,3.96570582,-1.01084167,15.02582788,1.0,2.44437654,14.76666667,11.2794597,0.42857224,
trade-befa5435d7e1afe6,USDJPY,2025-11-28T00:40:00Z,30.0,0.03333333,0.73333333,0.23333333,-0.51824862,-1.0,-1.0,0.50859971,-1.05381957,0.69600704,0.83333333,0.68726955,37.4,2.35126538,0.04545585,
trade-729b8bd544827302,AUDUSD,2025-11-28T05:30:00Z,30.0,0.23333333,0.03333333,0.73333333,1.24157449,1.37176396,0.98423637,1.59267386,-0.3260549,1.30294962,0.86666667,0.83884645,83.3,2.24054925,6.99982001,
trade-986e1dbdc4b1fb2d,USDCAD,2025-11-28T08:10:00Z,30.0,0.1,0.5,0.4,0.28754501,-0.40669952,-1.0,0.87915616,-1.01302151,1.73149173,0.96666667,1.78187611,47.6,2.91663913,0.2000016,
trade-8526e982a32c38f2,USDJPY,2025-11-28T09:50:00Z,30.0,0.0,0.56666667,0.43333333,-0.1863482,-1.0,-1.0,0.66800676,-0.88441607,0.88226519,0.83333333,1.11064594,56.53333333,3.00926997,1.76e-06,
trade-03f6dd115d25072d,USDCAD,2025-11-30T23:25:00Z,30.0,0.96666667,0.0,0.03333333,4.0668635,4.09202542,4.09202542,4.20636755,-0.30389938,4.95579415,1.0,0.48696311,57.83333333,4.09202542,966667.66666667,
trade-47bacbc678e9a7a5,USDJPY,2025-12-01T07:05:00Z,30.0,1.0,0.0,0.0,3.08768372,3.08768372,3.08768372,3.22315124,-0.53357191,3.64863264,1.0,0.32569989,40.0,3.08768372,1000001.0,
trade-ea06847fe3df02f5,EURUSD,2025-12-01T07:55:00Z,30.0,0.86666667,0.1,0.03333333,2.32045618,2.72709824,2.72709824,2.59006445,-0.50594248,1.76608254,1.0,0.67209223,53.36666667,2.72709824,8.66659,
trade-b0760aacf4628d24,AUDUSD,2025-12-01T16:00:00Z,30.0,0.06666667,0.03333333,0.9,2.14625766,2.23745307,1.80435707,2.90680096,-0.44195721,2.22350481,0.96666667,0.73610826,92.7,3.94088924,1.99997,
trade-e03f9635e4ad09a5,EURUSD,2025-12-01T16:10:00Z,30.0,0.9,0.1,0.0,2.07424018,2.41582242,2.41582242,2.42429395,-0.50706577,4.73284858,1.0,0.48799641,35.23333333,2.41582242,8.99992,
trade-bf91cc1ccc7c0de6,AUDUSD,2025-12-02T05:30:00Z,30.0,0.0,0.16666667,0.83333333,0.90760746,1.22491097,0.66237136,7.89416591,-0.63723125,1.19957022,0.96666667,0.51568153,85.8,9.64190119,6e-06,
trade-d400969abf749fdf,USDCHF,2025-12-02T06:35:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.18694759,-1.15709824,3.17584812,1.0,0.67748529,12.5,4.54233834,1e-06,
trade-51f83088b6d9ad82,USDCHF,2025-12-02T09:30:00Z,30.0,0.3,0.7,0.0,0.37323727,-1.0,-1.0,1.31264774,-1.0192982,3.49128367,1.0,0.71001616,29.16666667,3.57745758,0.42857224,
trade-0f980aaedbff9d62,USDCHF,2025-12-02T12:20:00Z,30.0,0.76666667,0.23333333,0.0,2.70062973,3.82690834,3.82690834,3.18221124,-0.72658764,3.5350181,1.0,0.65495082,39.83333333,3.82690834,3.28570449,
trade-7d4a8ab6598f4b43,AUDUSD,2025-12-02T13:05:00Z,30.0,0.0,0.73333333,0.26666667,-0.36880032,-1.0,-1.0,3.64990121,-1.06605818,0.61871141,0.66666667,1.43315859,53.93333333,16.87890902,1.36e-06,
trade-26c3369278f77627,EURUSD,2025-12-02T14:15:00Z,30.0,0.56666667,0.2,0.23333333,3.60278559,5.25611524,3.2294157,4.19712985,-0.5917343,3.97276376,0.96666667,1.90028155,64.23333333,5.25611524,2.83332417,
trade-3e5b392e0684565c,USDCHF,2025-12-02T17:05:00Z,30.0,0.63333333,0.3,0.06666667,2.04723632,3.42317414,-1.0,2.63614879,-0.79593321,3.06680176,1.0,0.81686815,49.63333333,3.42317414,2.11110741,
trade-7acb2aba26a38a23,USDCHF,2025-12-02T19:00:00Z,30.0,0.66666667,0.26666667,0.06666667,1.02065981,1.92775196,-0.84925268,1.73806283,-0.64887195,0.75271297,0.7,1.0975835,42.16666667,1.92775196,2.49999438,
trade-eb36ab9d54c7900b,EURUSD,2025-12-02T19:50:00Z,30.0,0.36666667,0.5,0.13333333,2.19446434,-0.60391919,-1.0,4.20987384,-0.87896637,1.86764683,0.76666667,2.94221228,43.8,6.64259552,0.73333387,
trade-786ae1cdf18ab162,NZDUSD,2025-12-02T20:15:00Z,30.0,0.0,0.23333333,0.76666667,-0.0451945,0.06090838,-0.41516659,1.36647254,-0.76946142,0.29333335,0.76666667,0.39739963,81.46666667,2.37378169,4.29e-06,
trade-b34073c183dec4e5,USDCAD,2025-12-03T02:20:00Z,30.0,0.0,0.1,0.9,1.30787891,1.36674639,0.55626481,3.1005791,-0.55299141,1.56080872,0.86666667,1.19352122,92.06666667,4.8149628,1e-05,
trade-d971cdefc2800a28,EURUSD,2025-12-03T08:10:00Z,30.0,0.0,0.03333333,0.96666667,1.67281058,1.75150886,1.54273435,2.82661731,-0.42805122,1.78270005,1.0,0.35677143,93.46666667,4.01088813,3e-05,
trade-966642af6982d2c2,USDCHF,2025-12-03T09:20:00Z,30.0,0.0,0.0,1.0,2.36774492,2.36625781,2.21717809,2.97684992,-0.46519931,2.36774492,1.0,0.3275716,96.0,3.82805441,1.0,
trade-6a56a0ec941aa366,USDCAD,2025-12-03T13:15:00Z,30.0,0.93333333,0.06666667,0.0,1.98432249,2.19748838,2.19748838,2.25147086,-0.59597992,6.04028514,1.0,0.47169663,29.2,2.19748838,13.999805,
trade-619af86dde735f4b,USDCHF,2025-12-03T14:40:00Z,30.0,0.06666667,0.16666667,0.76666667,6.12064002,7.4080026,6.98973354,6.83564177,-0.57121934,7.5021403,1.0,0.44946181,78.9,8.7346228,0.4000036,
trade-275308415e2a34f0,NZDUSD,2025-12-03T14:55:00Z,30.0,0.56666667,0.0,0.43333333,2.92745465,3.25460038,2.53286778,3.22763221,-0.38966577,2.5402116,1.0,0.36773907,81.36666667,3.25460038,566667.66666667,
trade-b6586177660166ea,USDCAD,2025-12-03T16:00:00Z,30.0,0.0,0.46666667,0.53333333,2.19409631,4.48876745,-1.0,2.94754854,-0.84468523,4.82828324,1.0,0.31757903,53.73333333,6.90090376,2.14e-06,
trade-69409d7af1802456,EURUSD,2025-12-03T17:55:00Z,30.0,0.93333333,0.06666667,0.0,10.0337956,10.82192385,10.82192385,11.24863403,-0.18755351,13.80937362,1.0,0.71853718,39.73333333,10.82192385,13.999805,
trade-e4d8b37f4863e995,USDCHF,2025-12-04T10:10:00Z,30.0,0.0,0.96666667,0.03333333,-0.80021434,-1.0,-1.0,0.29438852,-1.37043299,6.14640465,0.96666667,3.07714737,10.76666667,7.64406119,1.03e-06,
trade-d2810911f83d4413,USDJPY,2025-12-04T14:40:00Z,30.0,0.76666667,0.23333333,0.0,1.32404954,2.03136896,2.03136896,1.76780129,-0.74400366,5.72990573,1.0,0.50613662,29.56666667,2.03136896,3.28570449,
trade-87178370fe6cbc1b,GBPUSD,2025-12-05T03:55:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-0.31759077,-1.17280322,-5.20279438,0.13333333,4.11884475,6.33333333,4.08173838,1e-06,
trade-0dcf1c3c35a4aba5,EURUSD,2025-12-05T08:10:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.1176134,-1.08079987,-0.1842979,0.3,0.33132623,33.23333333,2.63456465,1e-06,
trade-c54921a19aa13ac6,NZDUSD,2025-12-05T10:05:00Z,30.0,0.0,0.26666667,0.73333333,-0.18648838,-0.22264795,-0.9179189,1.75222003,-0.83075663,0.16553423,0.43333333,0.57670867,75.43333333,3.82768907,3.75e-06,
trade-d6944e6222323508,USDCAD,2025-12-05T11:00:00Z,30.0,0.03333333,0.93333333,0.03333333,-0.8299973,-1.0,-1.0,0.27741275,-1.19357745,1.4456006,0.86666667,1.19619893,16.26666667,3.13597076,0.03571532,
trade-fd55e36e52214264,USDCHF,2025-12-05T19:05:00Z,30.0,0.96666667,0.03333333,0.0,1.71704686,1.81073813,1.81073813,2.13298345,-0.3989973,8.00845733,1.0,0.62353517,31.46666667,1.81073813,28.99916003,
trade-af3461d211c3ea85,AUDUSD,2025-12-08T01:45:00Z,30.0,1.0,0.0,0.0,4.07428447,4.07428447,4.07428447,4.38836806,-0.26560562,4.78732772,1.0,0.52339976,28.73333333,4.07428447,1000001.0,
trade-c57485dfdfc62dd1,EURUSD,2025-12-08T01:50:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.22753276,-1.14293925,-0.94148951,0.06666667,1.28201549,15.13333333,3.93197452,1e-06,
trade-8e7597e68c7d5eba,NZDUSD,2025-12-08T04:25:00Z,30.0,0.03333333,0.0,0.96666667,2.02401587,2.00213555,1.64264956,4.1673058,-0.45066712,1.92383159,1.0,0.40136256,94.4,5.18559571,33334.33333333,
trade-f4f7406453c6002c,EURUSD,2025-12-08T08:20:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.14815582,-1.0747058,0.3162872,1.0,0.11473458,25.26666667,2.54682505,1e-06,
trade-a5622a56f0b45a19,EURUSD,2025-12-09T03:40:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.51949633,-1.13544428,-0.39302626,0.36666667,0.72520378,28.43333333,3.55178682,1e-06,
trade-100eb8860a4aa791,EURUSD,2025-12-09T08:40:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.54437121,-1.12524375,0.33650978,0.76666667,0.47200993,17.56666667,3.48191631,1e-06,
trade-43cd179e06191027,USDCHF,2025-12-09T17:25:00Z,30.0,0.7,0.26666667,0.03333333,1.63765558,2.60580477,-0.14805825,2.15181805,-0.495781,4.0452761,1.0,0.87524143,42.26666667,2.60580477,2.62499391,
trade-69b66cec5f9a95fd,GBPUSD,2025-12-09T20:00:00Z,30.0,0.93333333,0.06666667,0.0,2.36268473,2.6028765,2.6028765,2.57200041,-0.62719317,3.33494629,1.0,0.51779863,35.2,2.6028765,13.999805,
trade-1ed8b3a20177a80e,USDJPY,2025-12-09T23:45:00Z,30.0,0.6,0.4,0.0,3.18900746,5.9816791,-1.0,5.07703034,-0.68670363,14.47365077,1.0,2.07778268,17.66666667,5.9816791,1.49999875,
trade-21bcf9aeda649a57,USDJPY,2025-12-10T10:00:00Z,30.0,0.83333333,0.16666667,0.0,3.5356569,4.44278828,4.44278828,4.32775928,-0.48102253,8.85679342,1.0,0.80950192,35.93333333,4.44278828,4.999976,
trade-fa3274d16e915476,GBPUSD,2025-12-10T11:45:00Z,30.0,0.06666667,0.93333333,0.0,-0.63480877,-1.0,-1.0,0.58532317,-1.32034315,3.97196632,0.96666667,1.40890006,4.53333333,4.47786839,0.07142957,
trade-8d34fb324396b212,EURUSD,2025-12-11T08:00:00Z,30.0,0.96666667,0.03333333,0.0,3.16600364,3.30965894,3.30965894,3.70200455,-0.43668989,5.67565949,1.0,0.45176054,43.96666667,3.30965894,28.99916003,
trade-4441a88e29aff417,USDCHF,2025-12-11T08:15:00Z,30.0,0.46666667,0.53333333,0.0,3.09681276,-1.0,-1.0,4.97715778,-1.12570667,10.75356511,1.0,0.66052618,46.3,7.77888449,0.87500023,
trade-4356b5757efacd49,USDCHF,2025-12-12T05:10:00Z,30.0,0.16666667,0.83333333,0.0,0.24395464,-1.0,-1.0,2.47747703,-2.26313345,15.78260847,1.0,3.03743051,22.83333333,6.46372787,0.20000096,
trade-3964161ca534801d,USDCHF,2025-12-12T10:55:00Z,30.0,0.4,0.6,0.0,0.87102927,-1.0,-1.0,2.22785668,-1.44241736,6.42703111,1.0,3.23697645,26.0,3.67757319,0.66666722,
trade-d2a201c89aa2610b,USDCAD,2025-12-12T13:15:00Z,30.0,0.16666667,0.83333333,0.0,0.8793263,-1.0,-1.0,2.68573268,-1.26998772,5.76025997,1.0,1.67929824,11.2,10.27595782,0.20000096,
trade-eddf6e5e72254991,USDCHF,2025-12-12T17:35:00Z,30.0,0.26666667,0.73333333,0.0,0.80195368,-1.0,-1.0,2.1322069,-1.26258398,7.88905002,1.0,3.13740434,20.63333333,5.75732632,0.36363723,
