meta_trade_id,meta_symbol,meta_signal_time_utc,k_paths,k_p_target_first,k_p_stop_first,k_p_timeout,k_expected_r,k_median_r,k_expected_r_p25,k_mean_mfe_r,k_mean_mae_r,k_mean_terminal_r,k_p_terminal_favorable,k_dispersion_r,k_mean_bars_to_exit,k_reward_r,k_target_stop_ratio,k_error
trade-708ed8df4b072ecd,USDJPY,2026-02-06T11:30:00Z,30.0,0.0,0.0,1.0,1.01818858,1.0444822,0.86138092,2.05371264,-0.51203875,1.01818858,1.0,0.27903809,96.0,4.47438267,1.0,
trade-e29fb762e04c8a25,USDCHF,2026-02-06T13:25:00Z,30.0,0.0,0.46666667,0.53333333,-0.15052582,-0.27457126,-1.0,1.72165603,-0.83474873,0.64241621,0.83333333,0.53001825,59.96666667,4.90696294,2.14e-06,
trade-a93322fcf2dfc0c5,USDJPY,2026-02-06T15:35:00Z,30.0,0.0,0.53333333,0.46666667,0.6067833,-1.0,-1.0,2.36085632,-1.01274926,2.50429342,1.0,0.91429888,47.46666667,12.24241964,1.87e-06,
trade-0ddf0bade7f425c5,USDCHF,2026-02-09T10:55:00Z,30.0,0.9,0.1,0.0,4.00659985,4.56288873,4.56288873,4.43999814,-0.6351161,7.09595341,1.0,0.46327107,29.26666667,4.56288873,8.99992,
trade-dd48d091432885d7,EURUSD,2026-02-09T10:55:00Z,30.0,1.0,0.0,0.0,2.10219464,2.10219464,2.10219464,2.2127268,-0.24324785,4.88177422,1.0,0.25549871,18.93333333,2.10219464,1000001.0,
trade-bd91625bc98f2af3,AUDUSD,2026-02-09T12:30:00Z,30.0,0.36666667,0.4,0.23333333,9.88466286,14.85852805,-1.0,11.20612935,-0.74716998,17.38161392,1.0,1.99560274,45.9,18.14457842,0.91666687,
trade-9bf9acc998e15465,EURUSD,2026-02-09T18:55:00Z,30.0,0.76666667,0.23333333,0.0,11.98190667,15.93292174,15.93292174,14.11334215,-0.30582843,22.92123204,1.0,1.25658432,34.0,15.93292174,3.28570449,
trade-40f33cc6c38fe60d,AUDUSD,2026-02-09T22:10:00Z,30.0,0.86666667,0.13333333,0.0,5.45524941,6.4483647,6.4483647,6.02181354,-0.25814199,13.75895415,1.0,0.85593527,34.53333333,6.4483647,6.49995875,
trade-14c0f88279c88cc4,EURUSD,2026-02-10T02:35:00Z,30.0,0.9,0.1,0.0,9.75744891,10.95272102,10.95272102,10.76383225,-0.51756327,14.29295555,1.0,0.68385546,50.8,10.95272102,8.99992,
trade-0e4d8d981cd2c3f0,USDCHF,2026-02-10T02:40:00Z,30.0,0.56666667,0.4,0.03333333,8.31589645,14.62527315,-1.0,10.59886615,-1.15832763,16.21625119,1.0,1.00063794,58.06666667,14.62527315,1.41666563,
trade-0eb9a80f7c733289,USDCAD,2026-02-10T04:40:00Z,30.0,0.26666667,0.46666667,0.26666667,6.03625124,10.54672465,-1.0,7.80589641,-1.23895339,12.03121931,1.0,1.01320909,51.63333333,13.01973017,0.57142949,
trade-3bf1f6bfebd33a0c,EURUSD,2026-02-10T07:25:00Z,30.0,0.36666667,0.0,0.63333333,4.57730018,4.23868007,3.58365984,5.48024006,-0.15524117,4.50019188,1.0,1.33504984,90.6,6.00453998,366667.66666667,
trade-4c442dbfb66caf40,USDCAD,2026-02-10T09:40:00Z,30.0,0.0,0.7,0.3,1.60101683,-1.0,-1.0,3.52341598,-1.1285821,8.41469876,1.0,1.20460461,46.33333333,11.08720636,1.43e-06,
trade-e5f6441de7d8d682,NZDUSD,2026-02-10T09:55:00Z,30.0,1.0,0.0,0.0,1.58848488,1.58848488,1.58848488,1.97833905,-0.30413643,3.24772848,1.0,0.58343033,46.23333333,1.58848488,1000001.0,
trade-f3206cb6db078e96,GBPUSD,2026-02-10T12:30:00Z,30.0,0.33333333,0.13333333,0.53333333,3.22016642,3.78258198,2.83911451,3.88732095,-0.56369243,3.71274516,1.0,0.73230508,71.33333333,4.64367724,2.49998875,
trade-36df0e753bf15162,EURUSD,2026-02-10T13:40:00Z,30.0,0.0,0.23333333,0.76666667,0.87624331,1.34605606,1.08372307,1.54727594,-0.69346782,1.53174847,1.0,0.34520583,75.5,3.57536088,4.29e-06,
trade-5553f6621d33f301,GBPUSD,2026-02-10T16:05:00Z,30.0,0.06666667,0.0,0.93333333,0.75936586,0.58914888,0.53248098,1.37745557,-0.45953531,0.69784061,1.0,0.35017354,92.76666667,2.4631555,66667.66666667,
trade-cf90c328ba3aa910,EURUSD,2026-02-10T20:30:00Z,30.0,0.0,0.43333333,0.56666667,0.91636664,0.91598464,-1.0,2.58435548,-0.77720596,3.44538717,1.0,2.73898838,63.33333333,14.86978978,2.31e-06,
trade-e55f1beacd1436c7,USDCHF,2026-02-11T02:55:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.36125307,-1.27202244,2.00768874,0.93333333,1.56018136,28.9,17.62838156,1e-06,
trade-923707ccae582a74,USDCHF,2026-02-11T10:00:00Z,30.0,0.0,0.73333333,0.26666667,-0.28184944,-1.0,-1.0,1.3013797,-1.13360673,1.51243354,0.93333333,1.00209064,42.56666667,14.65568721,1.36e-06,
trade-45507d3f0f3aa38f,AUDUSD,2026-02-11T11:00:00Z,30.0,0.96666667,0.0,0.03333333,4.52320983,4.55542361,4.55542361,4.82532396,-0.3625107,4.49191574,1.0,0.4700423,54.9,4.55542361,966667.66666667,
trade-d15c4fc312fce836,EURUSD,2026-02-11T12:10:00Z,30.0,0.0,0.73333333,0.26666667,-0.86859387,-1.0,-1.0,0.79299705,-0.98115038,-0.46458793,0.1,0.26309014,60.9,5.20488924,1.36e-06,
trade-cd2c4f4c8cd55130,USDJPY,2026-02-11T15:15:00Z,30.0,0.5,0.36666667,0.13333333,1.48450537,3.01868148,-1.0,2.13881484,-0.76160801,3.53243724,1.0,0.84106479,56.8,3.12272226,1.36363537,
trade-fa9c0ed981b4e37c,USDJPY,2026-02-12T01:50:00Z,30.0,0.03333333,0.16666667,0.8,3.63149317,4.29044235,3.63502393,4.24958621,-0.49712909,4.55825269,1.0,0.67153278,90.7,5.85050662,0.2000048,
trade-387e85a025e2b12a,AUDUSD,2026-02-12T04:15:00Z,30.0,0.0,0.0,1.0,3.91592758,3.85313037,3.58570404,4.63305301,-0.1752527,3.91592758,1.0,0.45275668,96.0,7.47122232,1.0,
trade-5cdeef6e714db1f7,EURUSD,2026-02-12T05:35:00Z,30.0,0.33333333,0.0,0.66666667,3.79415971,3.88230682,3.21619943,4.33254229,-0.29540701,3.72463273,1.0,0.83451304,91.6,4.75241907,333334.33333333,
trade-5ea3cd37e6d0ab0e,AUDUSD,2026-02-12T07:45:00Z,30.0,0.0,0.4,0.6,1.82142097,1.87606178,-1.0,3.33348656,-0.80470775,4.34706047,1.0,1.9431046,64.7,11.16320088,2.5e-06,
trade-cab3c45d45cd0ff0,USDJPY,2026-02-12T11:45:00Z,30.0,0.0,0.8,0.2,-0.75045159,-1.0,-1.0,0.28499703,-1.14801368,1.04736939,0.93333333,0.71636419,38.96666667,4.6898683,1.25e-06,
trade-2019cd4adaee56fe,EURUSD,2026-02-12T16:35:00Z,30.0,0.0,0.46666667,0.53333333,0.14921151,0.35183863,-1.0,0.89724916,-1.03081925,1.42266287,1.0,0.56142561,56.23333333,3.34600087,2.14e-06,
trade-78b933433ccd4d67,USDJPY,2026-02-12T20:55:00Z,30.0,0.0,0.36666667,0.63333333,0.74430606,1.16222755,-1.0,1.6609733,-0.80539019,2.04832569,1.0,0.67414622,70.46666667,10.6424376,2.73e-06,
trade-a5a886d8402080bf,AUDUSD,2026-02-12T23:55:00Z,30.0,0.23333333,0.26666667,0.5,4.84584276,5.94026824,-0.05336953,6.34512743,-0.7966984,6.48302948,1.0,2.03983791,67.83333333,9.63406573,0.87500047,
trade-15dbfcd921fbe6cf,EURUSD,2026-02-13T01:10:00Z,30.0,0.0,0.7,0.3,0.20201271,-1.0,-1.0,1.29692296,-1.12040884,3.65684555,1.0,1.68196451,35.56666667,8.18854236,1.43e-06,
trade-545cf89ecb2e43f4,NZDUSD,2026-02-13T02:25:00Z,30.0,0.86666667,0.0,0.13333333,1.69120002,1.7791643,1.7791643,1.84110587,-0.35410529,1.76227762,1.0,0.51435466,69.23333333,1.7791643,866667.66666667,
trade-b51089e9495287d1,USDCHF,2026-02-13T07:45:00Z,30.0,0.16666667,0.23333333,0.6,0.87245164,0.90671448,-0.41983392,1.96387237,-0.75692395,0.9383604,0.8,0.86112982,88.63333333,2.9932238,0.71428694,
trade-33af3168fcd35d3f,EURUSD,2026-02-13T10:15:00Z,30.0,0.0,0.9,0.1,-0.57508057,-1.0,-1.0,0.65541411,-1.36498175,2.99798239,1.0,0.65957941,21.23333333,8.62592145,1.11e-06,
trade-f4810f46e07f2417,AUDUSD,2026-02-13T11:35:00Z,30.0,0.63333333,0.33333333,0.03333333,7.02344663,11.07325767,-1.0,7.43322998,-0.81680988,11.07463277,1.0,0.70534154,42.1,11.07325767,1.8999973,
trade-dc9c66a7f907ffdb,USDJPY,2026-02-13T14:45:00Z,30.0,0.0,0.86666667,0.13333333,-0.89277274,-1.0,-1.0,0.52711364,-1.26444427,-0.7753435,0.13333333,0.83317244,27.16666667,9.36130899,1.15e-06,
trade-3ca0a193651dd0cc,EURUSD,2026-02-13T14:45:00Z,30.0,0.0,0.5,0.5,-0.61533913,-0.93752817,-1.0,0.58622061,-0.95426988,-0.19915306,0.33333333,0.34992343,67.1,2.96138103,2e-06,
trade-0c6738aa38f62109,AUDUSD,2026-02-13T14:45:00Z,30.0,0.1,0.26666667,0.63333333,1.34791898,1.67641012,-0.57715237,2.10405121,-0.83877733,2.29992466,1.0,0.8945064,77.16666667,3.48022809,0.37500234,
trade-0c2750443cd86c85,NZDUSD,2026-02-13T14:45:00Z,30.0,0.0,0.66666667,0.33333333,-0.66639884,-1.0,-1.0,0.4358133,-1.10409576,0.02799577,0.53333333,0.45314977,48.93333333,1.69132335,1.5e-06,
trade-bbe536a6f170530c,USDCHF,2026-02-13T16:05:00Z,30.0,0.0,0.46666667,0.53333333,-0.27802738,-0.55492886,-1.0,2.06338953,-0.84383083,-0.25234299,0.46666667,0.93158132,82.96666667,3.8163219,2.14e-06,
trade-df91f5d0f14d622c,EURUSD,2026-02-16T00:45:00Z,30.0,0.0,0.0,1.0,0.3034587,0.35314037,-0.06537139,0.73236435,-0.61131629,0.3034587,0.73333333,0.42942976,96.0,2.56910373,1.0,
trade-627518ba54d89eb7,AUDUSD,2026-02-16T20:15:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.28814399,-1.83048067,-2.16295392,0.16666667,2.32130713,33.36666667,13.95883625,1e-06,
trade-9b8861036dee64c7,NZDUSD,2026-02-17T07:40:00Z,30.0,0.0,0.36666667,0.63333333,0.24993579,0.65604796,-1.0,1.23672452,-0.92923479,0.79372197,0.86666667,0.63452117,78.23333333,2.65943744,2.73e-06,
trade-51ca78ba7924d094,AUDUSD,2026-02-17T10:35:00Z,30.0,0.0,0.9,0.1,-0.93981174,-1.0,-1.0,0.34333555,-1.21305517,-0.21287114,0.4,0.44627408,28.83333333,5.51574687,1.11e-06,
trade-45dd21e87fa90858,EURUSD,2026-02-17T12:05:00Z,30.0,0.83333333,0.1,0.06666667,3.88946485,4.46358717,4.46358717,4.09708874,-0.65462991,4.63448188,1.0,0.34440766,55.5,4.46358717,8.33326,
trade-58a290b45cc6ef77,EURUSD,2026-02-18T16:25:00Z,30.0,0.0,0.0,1.0,2.7850752,2.75926281,2.61397074,3.05281166,-0.29707302,2.7850752,1.0,0.33709331,96.0,5.43603842,1.0,
trade-05ef1bd8555c47b3,USDJPY,2026-02-19T00:55:00Z,30.0,0.9,0.06666667,0.03333333,6.68605099,7.2591335,7.2591335,7.37437832,-0.5938868,7.35178924,1.0,0.65446512,59.26666667,7.2591335,13.4998125,
trade-bf6632074e68e8ab,NZDUSD,2026-02-19T05:20:00Z,30.0,0.76666667,0.1,0.13333333,4.22755152,4.9495663,4.9495663,4.7108687,-0.44627266,5.45791884,1.0,0.76807899,81.3,4.9495663,7.6666,
trade-50be7b1342dd940d,USDJPY,2026-02-19T07:30:00Z,30.0,1.0,0.0,0.0,1.8421705,1.8421705,1.8421705,2.16379854,-0.13576733,7.42179128,1.0,0.8046882,12.83333333,1.8421705,1000001.0,
trade-0184b34abd911d05,NZDUSD,2026-02-19T10:35:00Z,30.0,0.2,0.8,0.0,0.36220644,-1.0,-1.0,1.76978265,-1.40589367,7.24113319,1.0,1.28794396,33.46666667,5.81103222,0.25000094,
trade-266a189b69ecf8bc,GBPUSD,2026-02-19T11:25:00Z,30.0,0.03333333,0.8,0.16666667,1.26858853,-1.0,-1.0,2.74571474,-1.32346434,10.60795594,1.0,1.15456801,25.06666667,12.1812651,0.04166786,
trade-1e191c59c4581bbb,EURUSD,2026-02-19T19:20:00Z,30.0,0.7,0.3,0.0,1.42928289,2.47040413,-1.0,2.24906305,-0.94590599,8.17280799,1.0,0.94401044,44.66666667,2.47040413,2.33332889,
trade-16801598e35b7c4f,USDCAD,2026-02-19T19:50:00Z,30.0,0.93333333,0.0,0.06666667,2.57420485,2.59375088,2.59375088,2.77884666,-0.26378248,3.27243344,1.0,0.46368016,74.1,2.59375088,933334.33333333,
trade-83f4ef49d31eadc3,USDJPY,2026-02-19T20:10:00Z,30.0,0.1,0.0,0.9,4.94446725,4.66309268,4.40431455,5.687915,-0.23873061,4.80862821,1.0,0.62148293,93.2,6.8494015,100001.0,
trade-0b1c5b3bd7842683,USDCAD,2026-02-20T01:55:00Z,30.0,0.73333333,0.0,0.26666667,2.75155551,2.97330629,2.57244881,2.99668695,-0.25442002,2.54011793,1.0,0.64015653,84.83333333,2.97330629,733334.33333333,
trade-1f34fd91c802b09d,GBPUSD,2026-02-20T04:45:00Z,30.0,0.26666667,0.73333333,0.0,1.95454051,-1.0,-1.0,4.33046848,-1.83166544,18.65143207,1.0,1.88488766,32.8,10.07952691,0.36363723,
trade-dfba6b9d3dbf0bc7,USDCAD,2026-02-20T10:35:00Z,30.0,0.0,0.83333333,0.16666667,-0.89430589,-1.0,-1.0,1.44406859,-1.07362134,-0.464817,0.23333333,0.60565339,54.06666667,2.49382709,1.2e-06,
trade-7ec6d0a55f3c9c82,NZDUSD,2026-02-20T12:40:00Z,30.0,0.0,0.23333333,0.76666667,0.79693117,1.22762526,0.67190943,1.56310337,-0.79708926,1.41436438,1.0,0.34142889,76.53333333,5.80896537,4.29e-06,
trade-bdabd412cc18c631,USDJPY,2026-02-20T14:00:00Z,30.0,0.0,0.5,0.5,2.26876471,1.85458615,-1.0,3.44399192,-0.93200647,5.37629708,1.0,0.59470091,49.3,19.66849259,2e-06,
trade-13e9d0690134731d,USDCAD,2026-02-20T16:30:00Z,30.0,0.0,0.0,1.0,-0.0853192,-0.12823057,-0.24401304,1.12567214,-0.64240707,-0.0853192,0.3,0.26149893,96.0,1.90654122,1.0,
trade-ca512306abe53991,AUDUSD,2026-02-23T14:40:00Z,30.0,0.3,0.7,0.0,0.39225072,-1.0,-1.0,1.29843176,-1.03442461,3.57023331,1.0,0.98029726,16.9,3.64083574,0.42857224,
trade-04eec52c89832256,NZDUSD,2026-02-23T20:30:00Z,30.0,0.0,0.46666667,0.53333333,-0.52680824,-0.68437196,-1.0,0.52258987,-0.99378442,-0.34209749,0.13333333,0.56191708,80.0,5.26387052,2.14e-06,
trade-aed8a40ea9eaa613,USDJPY,2026-02-25T00:20:00Z,30.0,0.7,0.0,0.3,3.19264191,3.40434179,3.16685142,3.57946141,-0.22236878,3.17194806,1.0,0.65939064,73.46666667,3.40434179,700001.0,
trade-9d4a6322e986d446,USDJPY,2026-02-25T03:30:00Z,30.0,0.33333333,0.5,0.16666667,2.51074963,1.8035389,-1.0,3.29971674,-0.89948894,6.64689752,1.0,1.10260364,41.66666667,6.43946213,0.66666733,
trade-b942614b2fc2732e,USDJPY,2026-02-25T13:20:00Z,30.0,1.0,0.0,0.0,3.41464106,3.41464106,3.41464106,3.70236906,-0.22905085,6.89588575,1.0,0.5248194,29.03333333,3.41464106,1000001.0,
trade-0ee5d643c8a35a29,AUDUSD,2026-02-25T13:35:00Z,30.0,0.93333333,0.0,0.06666667,3.06532247,3.10927557,3.10927557,3.38495514,-0.44442165,3.1388295,1.0,0.43585659,35.5,3.10927557,933334.33333333,
trade-3b05ed49374ed6cb,GBPUSD,2026-02-25T23:35:00Z,30.0,0.83333333,0.16666667,0.0,4.0061335,5.0073602,5.0073602,4.64557414,-0.61192206,10.78932989,1.0,1.28523746,16.46666667,5.0073602,4.999976,
trade-6796b94d14460ec8,EURUSD,2026-02-26T05:05:00Z,30.0,0.86666667,0.13333333,0.0,2.90354569,3.50409118,3.50409118,3.51896222,-0.63148597,6.47611751,1.0,1.19927623,26.0,3.50409118,6.49995875,
trade-66f21d4dd8d5812d,AUDUSD,2026-02-26T05:30:00Z,30.0,0.56666667,0.43333333,0.0,2.27798849,4.78468558,-1.0,2.85132897,-0.84400527,11.02938349,1.0,1.37210758,22.2,4.78468558,1.3076916,
trade-918364619ed2931c,EURUSD,2026-02-26T06:55:00Z,30.0,0.86666667,0.13333333,0.0,3.98708436,4.75432811,4.75432811,4.73472215,-0.58999766,7.8388915,1.0,1.63456089,25.76666667,4.75432811,6.49995875,
trade-5e6d884acca7208c,EURUSD,2026-02-26T08:00:00Z,30.0,1.0,0.0,0.0,2.34893377,2.34893377,2.34893377,2.56954093,-0.24153277,4.58994151,1.0,0.99479917,32.26666667,2.34893377,1000001.0,
trade-fb99c0e15170a93f,AUDUSD,2026-02-27T06:20:00Z,30.0,0.0,0.03333333,0.96666667,0.91630122,0.83585277,0.5171638,1.56420398,-0.51219104,1.01643878,1.0,0.61934188,93.36666667,4.95811449,3e-05,
trade-ccd00068e9e4d1a8,USDJPY,2026-03-02T00:20:00Z,30.0,0.0,0.0,1.0,0.98968186,1.06091803,0.89694302,1.45769985,-0.23903965,0.98968186,1.0,0.24307418,96.0,3.36477985,1.0,
trade-1c1a010103d6e7d0,GBPUSD,2026-03-02T05:55:00Z,30.0,0.93333333,0.03333333,0.03333333,2.62054348,2.77335104,2.77335104,2.73169257,-0.39791669,2.92819247,1.0,0.42333674,64.1,2.77335104,27.99919002,
trade-11325fade36a5309,EURUSD,2026-03-02T11:00:00Z,30.0,0.83333333,0.16666667,0.0,1.6825888,2.21910655,2.21910655,2.14385791,-0.60233488,7.23161094,1.0,0.44890958,9.56666667,2.21910655,4.999976,
trade-7c9d925b1239dcfc,EURUSD,2026-03-03T00:45:00Z,30.0,0.66666667,0.33333333,0.0,1.56095688,2.84143532,-1.0,2.68993904,-0.94340817,10.34162497,1.0,1.34934134,14.43333333,2.84143532,1.999997,
trade-752fafc3457d2d0f,EURUSD,2026-03-03T02:25:00Z,30.0,0.9,0.1,0.0,3.29691133,3.77434592,3.77434592,3.80180016,-0.41769252,15.39014941,1.0,2.04550845,29.36666667,3.77434592,8.99992,
trade-331bdb726e0c28f8,GBPUSD,2026-03-03T17:40:00Z,30.0,0.7,0.3,0.0,2.07426452,3.39180645,-1.0,2.78684265,-0.77938583,6.15809834,1.0,1.08686797,48.7,3.39180645,2.33332889,
trade-89f4a59a0bdd4abc,AUDUSD,2026-03-03T17:40:00Z,30.0,0.1,0.16666667,0.73333333,3.61355287,4.36586307,3.49822642,4.36768353,-0.53566736,4.56567689,1.0,0.7989141,79.66666667,5.75126803,0.6000024,
trade-47f852f002b376d0,EURUSD,2026-03-04T09:10:00Z,30.0,0.0,0.9,0.1,-0.42884193,-1.0,-1.0,0.80767312,-1.28612868,6.27746906,1.0,0.99908711,22.73333333,9.79819751,1.11e-06,
trade-1fd715986d058aee,USDJPY,2026-03-04T14:50:00Z,30.0,0.0,0.5,0.5,-0.5404428,-0.75455557,-1.0,0.68922346,-0.94821476,-0.11409305,0.33333333,0.39112444,57.86666667,2.36202522,2e-06,
trade-2894cb9cf46504a0,EURUSD,2026-03-05T14:05:00Z,30.0,0.0,0.26666667,0.73333333,-0.19288635,0.02211238,-0.83260625,0.51822819,-0.8661561,0.08520353,0.7,0.275196,76.5,4.33055132,3.75e-06,
trade-e4df912975d26bfb,GBPUSD,2026-03-05T19:15:00Z,30.0,0.0,0.96666667,0.03333333,-0.87642043,-1.0,-1.0,0.63513227,-1.23729954,0.00749165,0.43333333,1.18253824,35.66666667,11.10240134,1.03e-06,
trade-73e3d03ef993995d,AUDUSD,2026-03-06T14:05:00Z,30.0,0.0,0.56666667,0.43333333,0.12673523,-1.0,-1.0,1.21877202,-0.94005202,1.85932975,0.96666667,1.014551,44.66666667,5.60634781,1.76e-06,
trade-fd6aa8b70d10042e,EURUSD,2026-03-06T14:05:00Z,30.0,0.0,0.76666667,0.23333333,0.16558403,-1.0,-1.0,1.59572213,-1.21798654,4.19537499,1.0,1.31614108,25.2,13.20779441,1.3e-06,
trade-13c0ddf7dd6806e3,AUDUSD,2026-03-06T17:50:00Z,30.0,0.0,0.9,0.1,-0.76861912,-1.0,-1.0,0.38118004,-1.2186746,1.69931129,1.0,0.48623211,35.23333333,4.85654869,1.11e-06,
trade-2841108e34312c84,USDCAD,2026-03-09T00:40:00Z,30.0,0.46666667,0.0,0.53333333,1.31773459,1.45690057,1.16332717,1.46039036,-0.21125497,1.34551711,1.0,0.32657818,89.1,1.53134442,466667.66666667,
trade-2e7517a88a94b127,AUDUSD,2026-03-09T02:25:00Z,30.0,0.0,0.16666667,0.83333333,2.90509338,3.47129334,2.44995839,3.87157282,-0.55789586,3.74396591,1.0,0.7966482,80.8,8.53626951,6e-06,
trade-43840fefa502bc15,EURUSD,2026-03-09T04:05:00Z,30.0,0.0,0.0,1.0,5.71756954,5.71747795,5.41424858,6.67788278,-0.32426118,5.71756954,1.0,0.42069265,96.0,13.20045643,1.0,
trade-ea2b5393ea52fd0b,USDCAD,2026-03-09T08:05:00Z,30.0,0.66666667,0.33333333,0.0,4.9871716,7.9807574,-1.0,5.76120374,-0.76673113,10.14766237,1.0,0.8066271,48.36666667,7.9807574,1.999997,
trade-f8415ada0d949283,USDCAD,2026-03-09T09:30:00Z,30.0,0.9,0.1,0.0,3.94015058,4.4890562,4.4890562,4.37597769,-0.55632816,5.78912515,1.0,0.44834942,58.73333333,4.4890562,8.99992,
trade-dd5932b4dcf86995,AUDUSD,2026-03-09T23:25:00Z,30.0,0.36666667,0.1,0.53333333,11.52550498,12.57748196,10.06788168,13.10111354,-0.23772874,12.00624687,1.0,2.11279654,70.8,15.79312921,3.66664,
trade-bcc29cd044369cba,AUDUSD,2026-03-10T00:35:00Z,30.0,0.26666667,0.0,0.73333333,4.18849989,4.1385408,3.57273712,4.76537898,-0.26985921,4.07677657,1.0,0.89460888,93.46666667,5.44563087,266667.66666667,
trade-b6f07261956f1064,GBPUSD,2026-03-10T00:50:00Z,30.0,0.4,0.0,0.6,6.51026863,6.19434696,5.2685775,7.34310676,-0.33281286,6.10002456,1.0,0.88770494,91.23333333,7.97351588,400001.0,
trade-217393ea77a75916,GBPUSD,2026-03-10T05:10:00Z,30.0,0.3,0.1,0.6,7.98468363,8.84323965,5.29826383,9.94966783,-0.44645073,8.24476007,1.0,2.65735565,76.56666667,12.46097903,2.99998,
trade-2ddc43a60bddcacc,USDCHF,2026-03-10T11:10:00Z,30.0,0.46666667,0.53333333,0.0,0.4886166,-1.0,-1.0,1.30764528,-1.05578334,2.50802849,1.0,0.6168088,26.5,2.18989272,0.87500023,
trade-5e5168d88231961c,GBPUSD,2026-03-10T11:10:00Z,30.0,0.9,0.1,0.0,1.45466574,1.72740638,1.72740638,1.66601029,-0.60618996,5.21990326,1.0,1.01373752,24.53333333,1.72740638,8.99992,
trade-bfea357d52aa4abb,AUDUSD,2026-03-11T02:05:00Z,30.0,0.93333333,0.06666667,0.0,6.31560945,6.83815298,6.83815298,7.52200468,-0.30970769,9.80521645,1.0,0.89309371,50.0,6.83815298,13.999805,
trade-4a0fed597046a19b,GBPUSD,2026-03-11T04:55:00Z,30.0,0.0,0.26666667,0.73333333,2.58961386,3.40034956,-0.11121818,3.65933363,-0.70015997,3.92721107,1.0,0.99674482,75.0,13.72888888,3.75e-06,
trade-c8e3ceca6b719f61,AUDUSD,2026-03-11T08:20:00Z,30.0,1.0,0.0,0.0,2.84251745,2.84251745,2.84251745,3.32822284,-0.22825731,6.30205676,1.0,0.74611125,41.1,2.84251745,1000001.0,
trade-3ef2d0dde958e908,AUDUSD,2026-03-11T19:00:00Z,30.0,0.56666667,0.43333333,0.0,1.55971998,3.51715291,-1.0,2.84664217,-0.84635681,6.15391049,1.0,1.89907097,50.4,3.51715291,1.3076916,
trade-33aac368dc0804ea,AUDUSD,2026-03-11T22:05:00Z,30.0,0.0,0.53333333,0.46666667,-0.03372683,-1.0,-1.0,1.64244117,-0.91831239,2.04150346,0.9,1.44279759,60.96666667,4.34561438,1.87e-06,
trade-d2cb99ab75a7afbb,NZDUSD,2026-03-12T07:45:00Z,30.0,0.63333333,0.36666667,0.0,1.46025638,2.88461533,-1.0,2.29431328,-0.82243231,4.62524662,1.0,0.90877101,43.36666667,2.88461533,1.72727074,
trade-6eff322cb8aaac91,USDCHF,2026-03-12T08:00:00Z,30.0,0.9,0.06666667,0.03333333,4.87138373,5.31744491,5.31744491,5.42855791,-0.43942451,6.61433765,1.0,1.54915133,59.13333333,5.31744491,13.4998125,
trade-e5316c2b50f34305,USDJPY,2026-03-12T13:25:00Z,30.0,0.0,0.16666667,0.83333333,1.21686567,1.50499308,1.18918184,2.03030234,-0.55005985,1.76730805,1.0,0.4579741,81.56666667,5.56940002,6e-06,
trade-c360afa2372fc618,USDJPY,2026-03-13T02:35:00Z,30.0,0.63333333,0.36666667,0.0,3.26506955,5.73432034,-1.0,3.98839656,-0.83249638,8.09606658,1.0,0.93764724,41.5,5.73432034,1.72727074,
trade-f419b9e2ee37f9e1,USDCAD,2026-03-13T02:55:00Z,30.0,1.0,0.0,0.0,3.91959126,3.91959126,3.91959126,4.18240299,-0.26995645,4.75928494,1.0,0.3115933,49.16666667,3.91959126,1000001.0,
trade-0f79ec65f9bb3617,USDCHF,2026-03-13T15:15:00Z,30.0,0.96666667,0.03333333,0.0,2.7971032,2.92803779,2.92803779,2.99227492,-0.24930712,5.55273688,1.0,0.85306491,27.23333333,2.92803779,28.99916003,
trade-ec2da8f20516feaf,USDCAD,2026-03-13T20:20:00Z,30.0,0.66666667,0.1,0.23333333,8.85488119,10.1922713,9.39546272,9.69920801,-0.43474688,9.58762086,1.0,0.72309266,57.9,10.1922713,6.66661,
trade-e12d5bec260848b5,USDJPY,2026-03-16T02:25:00Z,30.0,0.13333333,0.53333333,0.33333333,2.44721934,-1.0,-1.0,3.86841505,-0.88763401,6.36906699,1.0,1.43088706,49.5,8.63916179,0.25000141,
trade-f686a7dcb1f973e0,USDCHF,2026-03-16T07:25:00Z,30.0,0.83333333,0.16666667,0.0,8.98269514,10.97923417,10.97923417,9.46519483,-0.61587353,12.48074667,1.0,1.17290799,60.73333333,10.97923417,4.999976,
trade-21da8a08ff30e421,USDCHF,2026-03-16T16:00:00Z,30.0,0.0,0.2,0.8,-0.01769882,0.0157793,-0.41733883,1.04349931,-0.61476238,0.13531187,0.53333333,0.52086908,85.1,3.12807766,5e-06,
trade-8d318b7e3ac4d434,USDCAD,2026-03-17T16:00:00Z,30.0,0.0,0.0,1.0,0.14463194,0.14757129,-0.21241085,0.78104847,-0.56117258,0.14463194,0.56666667,0.56908579,96.0,6.9593766,1.0,
trade-3a081eeaa8d80ec6,GBPUSD,2026-03-17T20:10:00Z,30.0,0.26666667,0.73333333,0.0,0.68689394,-1.0,-1.0,1.62791565,-0.99109257,11.50983342,1.0,0.9618489,21.6,5.32585228,0.36363723,
