meta_trade_id,meta_symbol,meta_signal_time_utc,k_paths,k_p_target_first,k_p_stop_first,k_p_timeout,k_expected_r,k_median_r,k_expected_r_p25,k_mean_mfe_r,k_mean_mae_r,k_mean_terminal_r,k_p_terminal_favorable,k_dispersion_r,k_mean_bars_to_exit,k_reward_r,k_target_stop_ratio,k_error
trade-1b465d8e1a29213e,USDJPY,2025-11-05T07:45:00Z,30.0,0.0,0.93333333,0.06666667,-0.78006868,-1.0,-1.0,0.42074435,-1.30179727,2.79953794,1.0,0.60269591,19.63333333,3.93803052,1.07e-06,
trade-8bedb1d6ea4f9df5,EURUSD,2025-11-05T09:05:00Z,30.0,0.03333333,0.96666667,0.0,-0.8709452,-1.0,-1.0,0.23829009,-1.39812434,3.25336156,1.0,0.68399556,17.96666667,2.87164406,0.03448376,
trade-86119403d050d114,AUDUSD,2025-11-05T13:25:00Z,30.0,0.0,0.86666667,0.13333333,-0.62781575,-1.0,-1.0,0.49114892,-1.5362198,1.91989892,1.0,0.42029708,19.76666667,5.20323595,1.15e-06,
trade-b84d1118ef813d17,USDJPY,2025-11-05T16:10:00Z,30.0,0.0,0.1,0.9,2.06203903,2.21998432,1.48573374,3.55180473,-0.67647952,2.54960011,1.0,1.4465122,86.76666667,14.17808541,1e-05,
trade-e7447bd9b6f81af9,GBPUSD,2025-11-05T18:05:00Z,30.0,0.0,0.96666667,0.03333333,-0.91397916,-1.0,-1.0,0.42502369,-1.47099868,1.62220932,0.93333333,1.14137587,38.5,6.6112397,1.03e-06,
trade-929379b60bb1480d,EURUSD,2025-11-06T11:25:00Z,30.0,0.96666667,0.03333333,0.0,4.18478453,4.36357021,4.36357021,4.81309407,-0.33178403,5.66283738,1.0,0.28243232,32.36666667,4.36357021,28.99916003,
trade-9b0dffb1269425e9,USDCAD,2025-11-06T16:40:00Z,30.0,0.0,0.0,1.0,1.67569536,1.65247,1.49841181,2.63454659,-0.37220977,1.67569536,1.0,0.28519095,96.0,5.87845447,1.0,
trade-8b3f8bbe3b9999d7,USDCAD,2025-11-06T21:05:00Z,30.0,0.0,0.0,1.0,0.18012929,0.13579963,-0.18495699,1.1062302,-0.50928321,0.18012929,0.6,0.4311405,96.0,4.12564892,1.0,
trade-accd12585e947898,USDCHF,2025-11-06T23:15:00Z,30.0,0.13333333,0.1,0.76666667,6.01782317,6.65539525,6.20969558,6.73608721,-0.42668979,6.73443234,1.0,0.82135953,85.93333333,8.1923557,1.33333,
trade-3648d57cbd8adaa6,AUDUSD,2025-11-07T00:35:00Z,30.0,0.0,0.46666667,0.53333333,-0.24003316,-0.25705379,-1.0,0.77984273,-0.92667494,0.33554936,0.73333333,0.49566975,65.5,5.75334562,2.14e-06,
trade-25aeb71c9e76dbbb,NZDUSD,2025-11-07T13:00:00Z,30.0,0.46666667,0.53333333,0.0,0.75173271,-1.0,-1.0,1.71943635,-1.02273145,4.12751997,1.0,0.67760957,19.76666667,2.75371296,0.87500023,
trade-2f3ab91421f5bff8,GBPUSD,2025-11-07T13:35:00Z,30.0,0.0,0.16666667,0.83333333,2.37479284,2.90347259,2.411684,3.14417434,-0.63903588,3.17305476,1.0,0.60035675,82.16666667,7.94912018,6e-06,
trade-9a7a64042767f959,AUDUSD,2025-11-07T16:05:00Z,30.0,0.0,0.6,0.4,0.61315811,-1.0,-1.0,1.9096685,-1.13773842,2.92003885,1.0,0.79526533,54.3,7.37036356,1.67e-06,
trade-ba37d5af753334eb,USDCHF,2025-11-07T19:25:00Z,30.0,0.3,0.7,0.0,0.96705745,-1.0,-1.0,3.39653726,-1.48938148,8.89992513,1.0,0.743241,30.8,5.55685817,0.42857224,
trade-143c2402ecc7e83a,EURUSD,2025-11-07T19:25:00Z,30.0,0.93333333,0.06666667,0.0,5.06785083,5.50126875,5.50126875,7.73086179,-0.48433042,9.41831082,1.0,0.7667907,33.46666667,5.50126875,13.999805,
trade-7c2e95afc67e5079,EURUSD,2025-11-09T23:05:00Z,30.0,0.63333333,0.36666667,0.0,0.70609302,1.69383108,-1.0,1.42613542,-0.84866394,2.21598978,1.0,0.62331118,33.53333333,1.69383108,1.72727074,
trade-a509ff69bf7b6800,USDCAD,2025-11-09T23:20:00Z,30.0,0.2,0.06666667,0.73333333,3.86344819,4.15960013,3.80406545,4.16774137,-0.4226252,4.14933184,1.0,0.44497969,79.43333333,4.79731377,2.99997,
trade-53e23c90b30e9182,USDCAD,2025-11-10T04:10:00Z,30.0,0.8,0.1,0.1,12.3136474,13.95861797,13.95861797,13.03120422,-0.3410512,14.70280549,1.0,1.1749702,67.3,13.95861797,7.99993,
trade-f81f997ef5f11723,USDCAD,2025-11-10T12:10:00Z,30.0,0.03333333,0.36666667,0.6,5.18436503,7.97084929,-1.0,6.46185198,-0.94459126,8.84875,1.0,1.15928,66.66666667,11.00997169,0.09091157,
trade-49e812a5f105e4f0,EURUSD,2025-11-10T15:10:00Z,30.0,0.13333333,0.2,0.66666667,0.80951351,0.82542584,0.34912018,2.06771209,-0.59781908,1.09690576,1.0,0.52647931,76.76666667,2.88239157,0.66666833,
trade-199740d536a39613,EURUSD,2025-11-10T19:25:00Z,30.0,0.2,0.23333333,0.56666667,1.16794431,1.28213715,-0.370933,2.54302857,-0.66726578,1.47451835,0.9,1.20976563,74.73333333,3.51931547,0.85714347,
trade-41110c167f1a6446,GBPUSD,2025-11-10T19:25:00Z,30.0,0.7,0.3,0.0,6.06708229,9.09583184,-1.0,7.17092182,-0.77018407,9.84922289,1.0,1.01828723,53.06666667,9.09583184,2.33332889,
trade-d2f58393ba3fd156,USDCHF,2025-11-11T06:45:00Z,30.0,0.0,0.96666667,0.03333333,-0.92763061,-1.0,-1.0,0.30612916,-1.19680538,-0.16554296,0.33333333,0.8530391,26.6,3.40292386,1.03e-06,
trade-0039a1b409b2383e,GBPUSD,2025-11-11T15:05:00Z,30.0,0.0,0.1,0.9,1.03154088,1.06203794,0.76181194,1.91546723,-0.61062163,1.23620767,1.0,0.49226466,87.0,11.22695966,1e-05,
trade-3a49df495fb9bcae,USDCAD,2025-11-11T16:30:00Z,30.0,0.0,0.36666667,0.63333333,1.62041938,2.25122571,-1.0,2.93112961,-0.95562062,3.30700636,1.0,0.88162496,66.73333333,19.14618367,2.73e-06,
trade-7d30537465086707,EURUSD,2025-11-11T19:50:00Z,30.0,1.0,0.0,0.0,3.06173301,3.06173301,3.06173301,3.40146091,-0.41989312,3.36008748,1.0,0.36274221,54.33333333,3.06173301,1000001.0,
trade-a0a13025f43161b3,USDCHF,2025-11-11T20:45:00Z,30.0,0.56666667,0.43333333,0.0,5.22167674,9.97942954,-1.0,6.9004769,-0.80743872,12.82047687,1.0,1.12497394,36.53333333,9.97942954,1.3076916,
trade-f7bf16e231047ddd,USDCAD,2025-11-12T06:15:00Z,30.0,0.0,0.9,0.1,-0.81970108,-1.0,-1.0,0.39611137,-1.21052143,1.01630329,0.9,0.77874931,32.23333333,16.27215923,1.11e-06,
trade-967d0888d318e790,EURUSD,2025-11-12T22:15:00Z,30.0,0.1,0.0,0.9,2.89835713,2.79970617,2.35179269,3.51531917,-0.45812395,2.82002282,1.0,0.76097532,95.16666667,4.63911529,100001.0,
trade-2679eed66a8b5a55,USDJPY,2025-11-13T01:50:00Z,30.0,0.7,0.0,0.3,3.21745919,3.57102269,2.98870991,3.57968163,-0.23436647,3.09097107,1.0,0.62516257,84.93333333,3.57102269,700001.0,
trade-0531a30632203542,EURUSD,2025-11-13T02:10:00Z,30.0,0.06666667,0.6,0.33333333,0.84804319,-1.0,-1.0,2.44548432,-0.98390252,4.22665936,0.96666667,2.40108005,43.66666667,9.62175341,0.11111259,
trade-58a6fe57b09bd4fa,USDJPY,2025-11-13T19:20:00Z,30.0,0.23333333,0.33333333,0.43333333,0.48253535,0.72620955,-1.0,1.28425861,-0.93868016,1.12607922,1.0,0.55113922,77.5,1.86350066,0.7000009,
trade-bd3d4d39548d2b64,EURUSD,2025-11-13T20:45:00Z,30.0,0.96666667,0.03333333,0.0,4.0397298,4.21351358,4.21351358,6.43667384,-0.46284582,9.771596,1.0,0.67502138,22.83333333,4.21351358,28.99916003,
trade-3c265115bb1908e1,USDCAD,2025-11-13T21:35:00Z,30.0,0.9,0.06666667,0.03333333,3.8343325,4.19032657,4.19032657,4.39159323,-0.47820876,4.28681154,1.0,0.52545014,38.6,4.19032657,13.4998125,
trade-a77e4e2b0589fcd2,USDCHF,2025-11-14T01:30:00Z,30.0,0.36666667,0.63333333,0.0,2.70918645,-1.0,-1.0,4.06935655,-1.52219321,11.14342858,1.0,1.02269463,34.26666667,9.11596306,0.57894803,
trade-b5a2bb28629e3b07,EURUSD,2025-11-14T01:30:00Z,30.0,0.86666667,0.13333333,0.0,2.45744063,2.98935457,2.98935457,2.87440297,-0.68475051,7.28694675,1.0,0.91812979,32.1,2.98935457,6.49995875,
trade-20926fc272d7e785,EURUSD,2025-11-14T07:25:00Z,30.0,1.0,0.0,0.0,1.76676783,1.76676783,1.76676783,2.21635116,-0.22663717,2.23472362,1.0,0.58150245,35.96666667,1.76676783,1000001.0,
trade-c6f835241cafc138,USDCAD,2025-11-14T08:45:00Z,30.0,0.96666667,0.0,0.03333333,1.61627628,1.63281381,1.63281381,1.82419736,-0.31140131,1.73669345,1.0,0.34899314,69.8,1.63281381,966667.66666667,
trade-26133a77ac4f4f01,AUDUSD,2025-11-17T14:00:00Z,30.0,0.0,0.43333333,0.56666667,1.90162117,3.26496275,-1.0,2.9272896,-0.93597592,4.16941975,1.0,0.67265525,57.73333333,9.82454658,2.31e-06,
trade-15ebdbfd75288b35,USDCAD,2025-11-17T14:55:00Z,30.0,0.0,0.0,1.0,0.81413666,0.83223082,0.5991191,1.35606271,-0.43388588,0.81413666,1.0,0.34642181,96.0,2.34651461,1.0,
trade-086f75660fef01c5,EURUSD,2025-11-17T15:35:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.1807912,-1.14494516,-3.76108591,0.0,0.42829894,7.23333333,3.25865729,1e-06,
trade-36d02313e909cbe4,AUDUSD,2025-11-17T18:10:00Z,30.0,0.0,0.23333333,0.76666667,3.81527244,5.01572086,4.07437562,4.59157959,-0.71794172,5.16536058,1.0,0.80607751,75.63333333,9.27041721,4.29e-06,
trade-8a674c05934c638e,USDJPY,2025-11-18T02:15:00Z,30.0,1.0,0.0,0.0,3.43526442,3.43526442,3.43526442,3.67802361,-0.21990053,4.99086036,1.0,0.58936662,51.43333333,3.43526442,1000001.0,
trade-9e42fd44944a6375,USDJPY,2025-11-18T06:25:00Z,30.0,0.63333333,0.0,0.36666667,2.46295601,2.91860452,1.92810945,3.13329597,-0.23104688,2.45192285,1.0,1.38004762,68.93333333,2.91860452,633334.33333333,
trade-00da3ddfcd33852d,USDCAD,2025-11-18T23:35:00Z,30.0,0.0,0.0,1.0,3.76220629,3.67476015,3.42637994,4.14879134,-0.27225293,3.76220629,1.0,0.44126997,96.0,5.64763494,1.0,
trade-bc3c5f2d31ff8f1a,AUDUSD,2025-11-19T05:55:00Z,30.0,0.0,0.23333333,0.76666667,0.52184432,0.84713528,0.22445647,1.02159425,-0.71083173,1.04546993,1.0,0.39045461,80.7,4.83401354,4.29e-06,
trade-247796ddc697ed79,USDCHF,2025-11-19T09:05:00Z,30.0,0.73333333,0.03333333,0.23333333,6.83076412,7.37065946,6.96135581,7.35188114,-0.3178511,6.56862563,1.0,0.51608412,83.36666667,7.37065946,21.99937002,
trade-a1162b33803ddc70,USDCHF,2025-11-20T00:55:00Z,30.0,1.0,0.0,0.0,4.83199505,4.83199505,4.83199505,5.36458572,0.04802694,7.17880709,1.0,0.66821252,57.7,4.83199505,1000001.0,
trade-b90eaf090d20fe1b,GBPUSD,2025-11-20T01:00:00Z,30.0,0.86666667,0.06666667,0.06666667,5.98752733,6.54025589,6.54025589,6.24598658,-0.45824181,7.14827937,1.0,0.65664834,69.53333333,6.54025589,12.99982,
trade-bb7258f83b33decc,NZDUSD,2025-11-20T02:15:00Z,30.0,0.4,0.56666667,0.03333333,3.02240897,-1.0,-1.0,4.10610487,-1.07422694,9.46373595,1.0,0.90065804,36.66666667,8.40617027,0.70588287,
trade-e282d3f2bae3bac5,USDCHF,2025-11-20T07:10:00Z,30.0,0.5,0.33333333,0.16666667,6.52078577,9.88751685,-1.0,7.44043285,-0.86422975,9.71858769,1.0,1.66673909,48.23333333,10.97828241,1.4999985,
trade-e6a95c84bd29f6eb,USDCHF,2025-11-20T09:25:00Z,30.0,0.76666667,0.0,0.23333333,3.81361146,4.09214631,4.09214631,4.08374406,-0.11216965,3.77373299,1.0,0.77707456,82.7,4.09214631,766667.66666667,
trade-4b6e72cb86978dc4,USDJPY,2025-11-20T13:05:00Z,30.0,0.23333333,0.33333333,0.43333333,10.23284884,14.01572538,-1.0,11.98142851,-0.7176954,15.01158897,1.0,1.52487143,64.2,18.47695893,0.7000009,
trade-fc0fdb396ce8cc61,EURUSD,2025-11-20T15:45:00Z,30.0,0.03333333,0.53333333,0.43333333,0.17495105,-1.0,-1.0,0.98907955,-1.00402792,1.3910928,1.0,0.9486062,46.66666667,4.39444825,0.06250176,
trade-156e65b9c92348c5,EURUSD,2025-11-21T08:10:00Z,30.0,0.0,0.8,0.2,-0.76812639,-1.0,-1.0,0.96720739,-1.04904601,-1.16974694,0.1,1.03168565,74.43333333,3.16829553,1.25e-06,
trade-d75237440d3a0137,USDCHF,2025-11-21T10:40:00Z,30.0,0.0,0.7,0.3,-0.57624613,-1.0,-1.0,1.75822064,-0.9653501,0.49188775,0.8,0.65382701,51.7,9.02333938,1.43e-06,
trade-5d85347b63f278c4,USDCAD,2025-11-21T10:45:00Z,30.0,0.96666667,0.0,0.03333333,2.72304303,2.72622044,2.72622044,2.9432788,-0.3234428,3.12025615,1.0,0.33154919,57.66666667,2.72622044,966667.66666667,
trade-a19719c3fa6f96ff,NZDUSD,2025-11-21T12:35:00Z,30.0,0.0,0.56666667,0.43333333,-0.57200312,-1.0,-1.0,0.25918864,-0.95446533,0.09061786,0.63333333,0.2644394,55.46666667,3.16197764,1.76e-06,
trade-44a3afa7a77fb0cb,EURUSD,2025-11-21T14:50:00Z,30.0,0.0,0.03333333,0.96666667,0.20576787,0.2495474,0.10243309,0.70262394,-0.59499811,0.2330231,0.83333333,0.2658458,95.8,3.03164691,3e-05,
trade-980a8fc3fc1a8190,AUDUSD,2025-11-21T15:50:00Z,30.0,0.2,0.23333333,0.56666667,1.08696622,1.45951906,0.44958303,1.66680498,-0.6757173,1.88192907,1.0,0.63620796,83.86666667,2.41717894,0.85714347,
trade-98226d46788e22d3,EURUSD,2025-11-23T23:10:00Z,30.0,0.0,0.3,0.7,0.25998951,0.44815227,-1.0,1.19869817,-0.80483072,0.82278674,0.93333333,0.53290509,75.33333333,8.05994462,3.33e-06,
trade-784aaa7c7bd2655a,USDCAD,2025-11-24T05:10:00Z,30.0,0.03333333,0.16666667,0.8,0.11948771,-0.0893045,-0.48897407,1.09500209,-0.67004979,0.31089194,0.53333333,0.8163898,88.43333333,2.55925871,0.2000048,
trade-472d0cc4c383db8c,EURUSD,2025-11-24T08:05:00Z,30.0,0.0,0.93333333,0.06666667,-0.85461547,-1.0,-1.0,0.27140554,-1.15507786,1.00059073,0.96666667,0.44297795,24.46666667,5.07960223,1.07e-06,
trade-f75b5ae16d380102,USDCAD,2025-11-24T14:30:00Z,30.0,0.0,0.0,1.0,1.28232491,1.31823364,1.11991399,1.83620114,-0.33807139,1.28232491,1.0,0.21567289,96.0,3.97129498,1.0,
trade-aa146a06c306159e,EURUSD,2025-11-24T15:40:00Z,30.0,0.0,0.23333333,0.76666667,-0.35214813,-0.23010118,-0.6435949,0.26458167,-0.64086187,-0.2660196,0.2,0.30768805,82.0,2.75557475,4.29e-06,
trade-68d1139b8e980051,USDCHF,2025-11-24T18:00:00Z,30.0,0.2,0.0,0.8,1.62659187,1.61483419,1.40760803,1.86803446,-0.21918828,1.56761005,1.0,0.34388307,95.73333333,2.20333615,200001.0,
trade-8f6bbc55dbad780d,NZDUSD,2025-11-25T07:05:00Z,30.0,0.0,0.26666667,0.73333333,0.03932014,0.11315271,-0.77677591,0.90163414,-0.82950729,0.24457774,0.73333333,0.51104463,88.13333333,4.6386901,3.75e-06,
trade-8f043241295e2869,USDCAD,2025-11-25T14:55:00Z,30.0,0.0,0.06666667,0.93333333,0.55830315,0.5787317,0.31922161,1.05376639,-0.57303564,0.67855974,0.96666667,0.37544357,89.93333333,3.73933134,1.5e-05,
trade-5615b7b365a5acae,USDCHF,2025-11-25T18:05:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-0.1117065,-1.26759347,-4.34007959,0.0,0.55102735,2.5,3.03328723,1e-06,
trade-f20b58663a4c3780,NZDUSD,2025-11-25T22:10:00Z,30.0,0.83333333,0.0,0.16666667,2.31972689,2.45266945,2.45266945,2.57657872,-0.3068984,1.8243529,1.0,0.3680838,61.56666667,2.45266945,833334.33333333,
trade-fbb95c0558495d37,USDJPY,2025-11-25T23:05:00Z,30.0,0.46666667,0.0,0.53333333,2.28823924,2.44467486,2.0080146,2.44261365,-0.2821699,2.2586016,1.0,0.441478,77.23333333,2.62025193,466667.66666667,
trade-8dbf776795e5b41d,EURUSD,2025-11-26T01:45:00Z,30.0,0.56666667,0.0,0.43333333,6.52865436,7.16303733,6.02183239,7.08926213,-0.43180149,6.2928801,1.0,0.87473947,80.63333333,7.16303733,566667.66666667,
trade-3afd012535cefa9c,EURUSD,2025-11-26T07:40:00Z,30.0,0.43333333,0.0,0.56666667,5.88607269,5.92569506,5.38135023,6.44974877,-0.25397855,5.72061838,1.0,0.86030658,88.6,6.7338625,433334.33333333,
trade-ca2d7e34e8975d3a,AUDUSD,2025-11-26T08:05:00Z,30.0,0.73333333,0.0,0.26666667,3.21879365,3.43670499,3.25364793,3.59556668,-0.11605082,2.95712957,1.0,0.39712489,77.1,3.43670499,733334.33333333,
trade-99e0f397b7721088,EURUSD,2025-11-26T15:00:00Z,30.0,0.0,0.2,0.8,3.28627403,3.89322916,3.14952909,4.04599606,-0.47829959,4.50233838,1.0,0.95454162,77.7,8.35815824,5e-06,
trade-d241c06ed1599fc4,USDCAD,2025-11-26T21:10:00Z,30.0,0.93333333,0.06666667,0.0,2.29357871,2.52883434,2.52883434,2.66143815,-0.3610939,7.17316503,1.0,0.47214387,29.26666667,2.52883434,13.999805,
trade-c01725e8390dc6ad,USDJPY,2025-11-27T01:35:00Z,30.0,0.0,0.26666667,0.73333333,1.57211551,2.29631034,-0.67600681,2.34051288,-0.72696742,2.39117807,1.0,0.81273542,71.2,4.52744767,3.75e-06,
trade-e5356cb3e4244d37,USDCAD,2025-11-27T09:05:00Z,30.0,0.43333333,0.56666667,0.0,1.82680213,-1.0,-1.0,3.73247276,-1.46000014,10.49199722,1.0,0.87495648,39.56666667,5.52338953,0.7647063,
trade-7cc28ca88a4f792a,USDJPY,2025-11-27T13:25:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.64373773,-1.44426417,-2.13936366,0.06666667,1.42352079,12.03333333,5.54695235,1e-06,
trade-f5cd1b4d29ac8a19,NZDUSD,2025-11-27T19:00:00Z,30.0,0.73333333,0.06666667,0.2,3.91127867,4.56070779,4.18285459,4.70657939,-0.39547146,4.24971503,1.0,0.72986545,80.96666667,4.56070779,10.99985,
trade-7d8cbd7a2f8bb6e6,USDJPY,2025-11-27T21:00:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.25253853,-1.58078407,-1.42710375,0.26666667,1.90514787,24.93333333,5.41044949,1e-06,
trade-4da2b97c372d3d27,EURUSD,2025-11-28T00:20:00Z,30.0,0.0,0.03333333,0.96666667,2.39189013,2.61939802,1.87584066,3.34375901,-0.48990111,2.51380157,1.0,0.8359377,93.33333333,11.80442748,3e-05,
trade-2bed057e2338f160,AUDUSD,2025-11-28T00:40:00Z,30.0,0.23333333,0.0,0.76666667,7.82018839,7.32451014,6.30512859,9.49947426,-0.29632175,7.53821724,1.0,2.07247779,94.2,11.2794597,233334.33333333,
trade-befa5435d7e1afe6,USDJPY,2025-11-28T00:40:00Z,30.0,0.0,0.9,0.1,-0.93468688,-1.0,-1.0,0.26630984,-1.23706844,0.00949372,0.56666667,0.67131255,17.53333333,2.35126538,1.11e-06,
trade-729b8bd544827302,AUDUSD,2025-11-28T05:30:00Z,30.0,0.0,0.13333333,0.86666667,0.45778253,0.67834399,0.04227075,1.09878129,-0.69274751,0.74059505,0.93333333,0.49299633,84.96666667,2.24054925,7.5e-06,
trade-986e1dbdc4b1fb2d,USDCAD,2025-11-28T08:10:00Z,30.0,0.03333333,0.83333333,0.13333333,-0.69344669,-1.0,-1.0,0.33043236,-1.2188906,-0.31362483,0.36666667,0.94100698,30.8,2.91663913,0.04000115,
trade-8526e982a32c38f2,USDJPY,2025-11-28T09:50:00Z,30.0,0.0,0.6,0.4,-0.32263727,-1.0,-1.0,0.66356062,-0.88559405,0.60381075,0.86666667,0.58559527,53.36666667,3.00926997,1.67e-06,
trade-03f6dd115d25072d,USDCAD,2025-11-30T23:25:00Z,30.0,0.93333333,0.0,0.06666667,4.04652018,4.09202542,4.09202542,4.10352274,-0.14552332,4.37701076,1.0,0.39505222,60.5,4.09202542,933334.33333333,
trade-47bacbc678e9a7a5,USDJPY,2025-12-01T07:05:00Z,30.0,0.8,0.13333333,0.06666667,2.51675725,3.08768372,3.08768372,2.77345685,-0.49617739,3.33832901,1.0,0.48817737,44.1,3.08768372,5.9999625,
trade-ea06847fe3df02f5,EURUSD,2025-12-01T07:55:00Z,30.0,0.7,0.0,0.3,2.36397083,2.72709824,2.15183874,2.74081305,-0.46664224,2.17698861,1.0,0.64578223,79.76666667,2.72709824,700001.0,
trade-b0760aacf4628d24,AUDUSD,2025-12-01T16:00:00Z,30.0,0.0,0.0,1.0,1.11703046,1.01780857,0.9011873,1.63923352,-0.35432082,1.11703046,1.0,0.36945801,96.0,3.94088924,1.0,
trade-e03f9635e4ad09a5,EURUSD,2025-12-01T16:10:00Z,30.0,1.0,0.0,0.0,2.41582242,2.41582242,2.41582242,2.47278772,-0.10012145,3.08842143,1.0,0.26201564,32.16666667,2.41582242,1000001.0,
trade-bf91cc1ccc7c0de6,AUDUSD,2025-12-02T05:30:00Z,30.0,0.0,0.2,0.8,1.37083732,1.81030376,-0.26590407,2.94667158,-0.70448649,2.06038059,0.93333333,1.12762392,80.53333333,9.64190119,5e-06,
trade-d400969abf749fdf,USDCHF,2025-12-02T06:35:00Z,30.0,0.36666667,0.56666667,0.06666667,1.21024802,-1.0,-1.0,2.27323767,-0.89436893,2.00868649,0.9,1.53277174,36.1,4.54233834,0.64705945,
trade-51f83088b6d9ad82,USDCHF,2025-12-02T09:30:00Z,30.0,0.6,0.16666667,0.23333333,2.5162558,3.57745758,2.20251443,3.11010755,-0.75256266,2.65349801,1.0,0.52189484,73.66666667,3.57745758,3.5999844,
trade-0f980aaedbff9d62,USDCHF,2025-12-02T12:20:00Z,30.0,0.26666667,0.2,0.53333333,2.11829962,2.56275689,1.78715616,2.8532566,-0.66314997,2.6622471,1.0,0.44971298,69.53333333,3.82690834,1.33333167,
trade-7d4a8ab6598f4b43,AUDUSD,2025-12-02T13:05:00Z,30.0,0.0,0.43333333,0.56666667,0.95825958,1.73689064,-1.0,3.372169,-0.92653857,2.42299864,1.0,0.59162129,57.13333333,16.87890902,2.31e-06,
trade-26c3369278f77627,EURUSD,2025-12-02T14:15:00Z,30.0,0.0,0.46666667,0.53333333,0.54630892,0.6713891,-1.0,1.49395034,-0.860214,2.02192384,1.0,0.69561126,54.96666667,5.25611524,2.14e-06,
trade-3e5b392e0684565c,USDCHF,2025-12-02T17:05:00Z,30.0,0.1,0.06666667,0.83333333,1.14625996,1.01144304,0.53002421,2.19373718,-0.64905934,1.11304634,0.96666667,0.56832388,87.73333333,3.42317414,1.4999925,
trade-7acb2aba26a38a23,USDCHF,2025-12-02T19:00:00Z,30.0,0.03333333,0.13333333,0.83333333,0.31354671,0.43635008,-0.11445906,1.04081894,-0.53488307,0.32605077,0.7,0.64199204,91.8,1.92775196,0.25000562,
trade-eb36ab9d54c7900b,EURUSD,2025-12-02T19:50:00Z,30.0,0.0,0.16666667,0.83333333,0.83308187,0.97288576,-0.01936169,1.89472892,-0.64965306,1.24632183,0.9,0.81663625,82.23333333,6.64259552,6e-06,
trade-786ae1cdf18ab162,NZDUSD,2025-12-02T20:15:00Z,30.0,0.03333333,0.03333333,0.93333333,0.75505874,0.94575549,0.5529881,1.3769629,-0.43280732,0.77054728,0.93333333,0.39644686,91.53333333,2.37378169,1.0,
trade-b34073c183dec4e5,USDCAD,2025-12-03T02:20:00Z,30.0,0.0,0.03333333,0.96666667,0.55429015,0.47076948,0.21875511,1.13275508,-0.3417959,0.56405869,0.9,0.53965192,95.83333333,4.8149628,3e-05,
trade-d971cdefc2800a28,EURUSD,2025-12-03T08:10:00Z,30.0,0.0,0.0,1.0,1.47817744,1.47195059,0.92189794,2.13496461,-0.13884647,1.47817744,1.0,0.66374616,96.0,4.01088813,1.0,
trade-966642af6982d2c2,USDCHF,2025-12-03T09:20:00Z,30.0,0.0,0.0,1.0,2.26213378,2.31804033,2.13216604,2.53778605,-0.41940358,2.26213378,1.0,0.24948685,96.0,3.82805441,1.0,
trade-6a56a0ec941aa366,USDCAD,2025-12-03T13:15:00Z,30.0,0.96666667,0.03333333,0.0,2.09090543,2.19748838,2.19748838,2.33190584,-0.40880248,4.45609354,1.0,0.50932712,20.6,2.19748838,28.99916003,
trade-619af86dde735f4b,USDCHF,2025-12-03T14:40:00Z,30.0,0.0,0.0,1.0,5.21526749,5.0608156,4.76443691,6.03167605,-0.15750148,5.21526749,1.0,0.61191846,96.0,8.7346228,1.0,
trade-275308415e2a34f0,NZDUSD,2025-12-03T14:55:00Z,30.0,0.03333333,0.06666667,0.9,1.34009345,1.40726929,1.11274409,2.18580774,-0.47524069,1.50584275,1.0,0.38566009,89.83333333,3.25460038,0.5000075,
trade-b6586177660166ea,USDCAD,2025-12-03T16:00:00Z,30.0,0.0,0.06666667,0.93333333,2.0024695,2.2108482,2.01785732,2.25801412,-0.46109898,2.2097235,1.0,0.26741457,89.8,6.90090376,1.5e-05,
trade-69409d7af1802456,EURUSD,2025-12-03T17:55:00Z,30.0,0.8,0.0,0.2,10.71654241,10.82192385,10.82192385,11.40432745,-0.11280221,10.84278522,1.0,0.84320379,82.93333333,10.82192385,800001.0,
trade-e4d8b37f4863e995,USDCHF,2025-12-04T10:10:00Z,30.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.24447969,-1.40753324,3.7952245,1.0,0.67827773,19.33333333,7.64406119,1e-06,
trade-d2810911f83d4413,USDJPY,2025-12-04T14:40:00Z,30.0,0.96666667,0.03333333,0.0,1.93032333,2.03136896,2.03136896,2.08839262,-0.37355664,3.68422953,1.0,0.51995443,19.46666667,2.03136896,28.99916003,
trade-87178370fe6cbc1b,GBPUSD,2025-12-05T03:55:00Z,30.0,0.0,0.56666667,0.43333333,0.13425679,-1.0,-1.0,1.20203577,-0.98688677,0.82078352,0.76666667,1.28064022,64.26666667,4.08173838,1.76e-06,
trade-0dcf1c3c35a4aba5,EURUSD,2025-12-05T08:10:00Z,30.0,0.0,0.13333333,0.86666667,-0.38432627,-0.42339224,-0.62880653,0.67449389,-0.74311895,-0.31095781,0.23333333,0.33263792,92.66666667,2.63456465,7.5e-06,
trade-c54921a19aa13ac6,NZDUSD,2025-12-05T10:05:00Z,30.0,0.0,0.16666667,0.83333333,0.25287552,0.40325236,-0.2551486,1.90805803,-0.70983211,0.51402404,0.83333333,0.5413714,89.03333333,3.82768907,6e-06,
